string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
item,brloot_perkpack_commander_jup,,25,25,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,25,0,25,0,0,25,25,25,25,25,25,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,25,0,25,0,25,25,25,25,25,0,
item,brloot_perkpack_corporal_jup,,130,130,0,130,130,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,130,130,0,130,0,0,130,130,130,130,130,130,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,130,0,130,0,130,130,130,130,130,0,
item,brloot_perkpack_deputy_jup,,50,50,0,50,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,50,0,50,0,0,50,50,50,50,50,50,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,50,0,50,0,50,50,50,50,50,0,
item,brloot_perkpack_driller_jup,,130,130,0,130,130,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,130,130,0,130,0,0,130,130,130,130,130,130,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,130,0,130,0,130,130,130,130,130,0,
item,brloot_perkpack_huntsman_jup,,25,25,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,25,0,25,0,0,25,25,25,25,25,25,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,25,0,25,0,25,25,25,25,25,0,
item,brloot_perkpack_legionnaire_jup,,130,130,0,130,130,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,130,130,0,130,0,0,130,130,130,130,130,130,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,130,0,130,0,130,130,130,130,130,0,
item,brloot_perkpack_marauder_jup,,94,94,0,94,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,94,94,94,0,94,0,0,94,94,94,94,94,94,0,0,0,0,94,94,94,94,94,94,94,94,94,94,94,94,94,0,0,0,94,0,94,0,94,94,94,94,94,0,
item,brloot_perkpack_resistor_jup,,50,50,0,50,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,50,0,50,0,0,50,50,50,50,50,50,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,50,0,50,0,50,50,50,50,50,0,
item,brloot_perkpack_stuntman_jup,,130,130,0,130,130,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130,130,130,0,130,0,0,130,130,130,130,130,130,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,130,0,130,0,130,130,130,130,130,0,
item,brloot_perkpack_technician_jup,,50,50,0,50,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,50,0,50,0,0,50,50,50,50,50,50,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,50,0,50,0,50,50,50,50,50,0,
item,brloot_perkpack_specialist_jup,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
item,loot_multi_key_fortress,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_redeploy_token,,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,300,0,0,300,0,300,0,0,
item,brloot_gulag_token,,0,700,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,700,0,0,700,0,700,0,0,
item,brloot_access_card_bunker,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,
