string,string,localized_a,localized_a,localized_a,string,string,string,string,string,string,string,localized_a,string,string,string,int,string
40940,jup_ob_sb_s4_p15_mission_accomplished,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_MISSION_ACCOMPLISHED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_MISSION_ACCOMPLISHED_DESC,a&,4,65428,1000,15,1,,,a&,4000,,,0,211
40971,jup_ob_sb_s4_p15_stocking_up,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_STOCKING_UP,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_STOCKING_UP_DESC,a&,48,44642,,15,2,,,a&,4000,,,0,211
40973,jup_ob_sb_s4_p15_long_arms,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_LONG_ARMS,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_LONG_ARMS_DESC,a&,200,65429,1000,15,3,,,a&,4000,,,0,211
40975,jup_ob_sb_s4_p15_gear_up,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_GEAR_UP,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_GEAR_UP_DESC,a&,20,44631,,15,4,,,a&,4000,,,0,211
40977,jup_ob_sb_s4_p15_prestige_mastery_15,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P15_PRESTIGE_MASTERY_DESC,a&,4,44639,2500,15,30,40940|40971|40973|40975,,a&,4000,,,0,211
40982,jup_ob_sb_s4_p16_hand_to_hand,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_HAND_TO_HAND,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_HAND_TO_HAND_DESC,a&,750,44632,1000,16,1,,,a&,4000,,,0,211
40984,jup_ob_sb_s4_p16_hailing_the_king,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_HAILING_THE_KING,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_HAILING_THE_KING_DESC,a&,1000,44633,1000,16,2,,,a&,4000,,,0,211
40986,jup_ob_sb_s4_p16_chain_reaction,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_CHAIN_REACTION,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_CHAIN_REACTION_DESC,a&,25,44634,1000,16,3,,,a&,4000,,,0,211
40988,jup_ob_sb_s4_p16_trigger_happy,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_TRIGGER_HAPPY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_TRIGGER_HAPPY_DESC,a&,1000,44635,1000,16,4,,,a&,4000,,,0,211
40990,jup_ob_sb_s4_p16_prestige_mastery_16,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P16_PRESTIGE_MASTERY_DESC,a&,4,44643,2500,16,32,40982|40984|40986|40988,,a&,4000,,,0,211
40992,jup_ob_sb_s4_p17_tool_up,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_TOOL_UP,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_TOOL_UP_DESC,a&,20,65430,1000,17,1,,,a&,4000,,,0,211
40993,jup_ob_sb_s4_p17_taze_time,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_TAZE_TIME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_TAZE_TIME_DESC,a&,1000,65431,1000,17,2,,,a&,4000,,,0,211
40995,jup_ob_sb_s4_p17_punchy,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_PUNCHY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_PUNCHY_DESC,a&,8,44640,1000,17,3,,,a&,4000,,,0,211
40996,jup_ob_sb_s4_p17_caffeinated,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_CAFFEINATED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_CAFFEINATED_DESC,a&,200,44636,1000,17,4,,,a&,4000,,,0,211
40998,jup_ob_sb_s4_p17_prestige_mastery_17,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P17_PRESTIGE_MASTERY_DESC,a&,4,65432,2500,17,34,40992|40993|40995|40996,,a&,4000,,,0,211
45751,jup_ob_sb_s5_p18_seal_time,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_SEAL_TIME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_SEAL_TIME_DESC,a&,30,70289,1000,18,1,,,a&,5000,,,0,211
45752,jup_ob_sb_s5_p18_mopping_up,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_MOPPING_UP,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_MOPPING_UP_DESC,a&,100,70290,1000,18,2,,,a&,5000,,,0,211
45753,jup_ob_sb_s5_p18_empty_the_clip,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_EMPTY_THE_CLIP,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_EMPTY_THE_CLIP_DESC,a&,10,70621,1000,18,3,,,a&,5000,,,0,211
45754,jup_ob_sb_s5_p18_being_tactical,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_BEING_TACTICAL,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_BEING_TACTICAL_DESC,a&,250,70291,1000,18,4,,,a&,5000,,,0,211
45738,jup_ob_sb_s5_p18_prestige_mastery_18,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P18_PRESTIGE_MASTERY_DESC,a&,4,70933,2500,18,36,45751|45752|45753|45754,,a&,5000,,,0,211
45756,jup_ob_sb_s5_p19_fiery,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_FIERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_FIERY_DESC,a&,50,70292,1000,19,1,,,a&,5000,,,0,211
45757,jup_ob_sb_s5_p19_bounty_hunter,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_BOUNTY_HUNTER,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_BOUNTY_HUNTER_DESC,a&,2,70293,1000,19,2,,,a&,5000,,,0,211
45758,jup_ob_sb_s5_p19_allied,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_ALLIED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_ALLIED_DESC,a&,750,70294,1000,19,3,,,a&,5000,,,0,211
45759,jup_ob_sb_s5_p19_undisciple,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_UNDISCIPLE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_UNDISCIPLE_DESC,a&,50,70295,1000,19,4,,,a&,5000,,,0,211
45741,jup_ob_sb_s5_p19_prestige_mastery_19,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P19_PRESTIGE_MASTERY_DESC,a&,4,70622,2500,19,38,45756|45757|45758|45759,,a&,5000,,,0,211
45760,jup_ob_sb_s5_p20_wild_trade,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_WILD_TRADE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_WILD_TRADE_DESC,a&,8,70296,1000,20,1,,,a&,5000,,,0,211
45761,jup_ob_sb_s5_p20_making_bank,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_MAKING_BANK,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_MAKING_BANK_DESC,a&,10,70297,1000,20,2,,,a&,5000,,,0,211
45762,jup_ob_sb_s5_p20_useful,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_USEFUL,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_USEFUL_DESC,a&,1,70298,1000,20,3,,,a&,5000,,,0,211
45763,jup_ob_sb_s5_p20_pestcide,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_PESTICIDE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_PESTICIDE_DESC,a&,50,70299,1000,20,4,,,a&,5000,,,0,211
45743,jup_ob_sb_s5_p20_prestige_mastery_20,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P20_PRESTIGE_MASTERY_DESC,a&,4,70300,2500,20,40,45760|45761|45762|45763,,a&,5000,,,0,211
45765,jup_ob_sb_s5_p21_custom_killer,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_CUSTOM_KILLER,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_CUSTOM_KILLER_DESC,a&,1000,70301,1000,21,1,,,a&,5000,,,0,211
45766,jup_ob_sb_s5_p21_clerical,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_CLERICAL,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_CLERICAL_DESC,a&,1,70302,1000,21,2,,,a&,5000,,,0,211
45767,jup_ob_sb_s5_p21_hard_battle,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_HARD_BATTLE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_HARD_BATTLE_DESC,a&,750,70303,1000,21,3,,,a&,5000,,,0,211
45768,jup_ob_sb_s5_p21_boiled,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_BOILED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_BOILED_DESC,a&,1000,70103,1000,21,4,,,a&,5000,,,0,211
45745,jup_ob_sb_s5_p21_prestige_mastery_21,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P21_PRESTIGE_MASTERY_DESC,a&,4,70934,2500,21,42,45765|45766|45767|45768,,a&,5000,,,0,211
47929,jup_ob_sb_s6_p22_charged_up,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_CHARGED_UP,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_CHARGED_UP_DESC,a&,250,82139,1000,22,1,,,a&,6000,,,0,211
47930,jup_ob_sb_s6_p22_frosty,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_FROSTY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_FROSTY_DESC,a&,250,82140,1000,22,2,,,a&,6000,,,0,211
47931,jup_ob_sb_s6_p22_big_bang,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_BIG_BANG,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_BIG_BANG_DESC,a&,250,82141,1000,22,3,,,a&,6000,,,0,211
47932,jup_ob_sb_s6_p22_mixology,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_MIXOLOGY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_MIXOLOGY_DESC,a&,250,82142,1000,22,4,,,a&,6000,,,0,211
47933,jup_ob_sb_s6_p22_prestige_mastery_22,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P22_PRESTIGE_MASTERY_DESC,a&,4,82143,2500,22,44,47929|47930|47931|47932,,a&,6000,,,0,211
47934,jup_ob_sb_s6_p23_treasure_hunter,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_TREASURE_HUNTER,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_TREASURE_HUNTER_DESC,a&,250,82144,1000,23,1,,,a&,6000,,,0,211
47935,jup_ob_sb_s6_p23_collector,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_COLLECTOR,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_COLLECTOR_DESC,a&,25,82145,1000,23,2,,,a&,6000,,,0,211
47936,jup_ob_sb_s6_p23_meaty,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_MEATY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_MEATY_DESC,a&,25,82146,1000,23,3,,,a&,6000,,,0,211
47937,jup_ob_sb_s6_p23_essential,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_ESSENTIAL,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_ESSENTIAL_DESC,a&,100000,82147,1000,23,4,,,a&,6000,,,0,211
47938,jup_ob_sb_s6_p23_prestige_mastery_23,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P23_PRESTIGE_MASTERY_DESC,a&,4,82148,2500,23,46,47934|47935|47936|47937,,a&,6000,,,0,211
47939,jup_ob_sb_s6_p24_bigmouth,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_BIGMOUTH,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_BIGMOUTH_DESC,a&,25,82149,1000,24,1,,,a&,6000,,,0,211
47940,jup_ob_sb_s6_p24_draining,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_DRAINING,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_DRAINING_DESC,a&,25,82150,1000,24,2,,,a&,6000,,,0,211
47941,jup_ob_sb_s6_p24_guard_dogs,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_GUARD_DOGS,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_GUARD_DOGS_DESC,a&,50,82151,1000,24,3,,,a&,6000,,,0,211
47942,jup_ob_sb_s6_p24_abominable,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_ABOMINABLE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_ABOMINABLE_DESC,a&,10,82152,1000,24,4,,,a&,6000,,,0,211
47943,jup_ob_sb_s6_p24_prestige_mastery_24,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P24_PRESTIGE_MASTERY_DESC,a&,4,82153,2500,24,48,47939|47940|47941|47942,,a&,6000,,,0,211
47945,jup_ob_sb_s6_p25_big_score,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_BIG_SCORE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_BIG_SCORE_DESC,a&,5,82154,1000,25,1,,,a&,6000,,,0,211
47946,jup_ob_sb_s6_p25_consistent,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_CONSISTENT,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_CONSISTENT_DESC,a&,5,82155,1000,25,2,,,a&,6000,,,0,211
47947,jup_ob_sb_s6_p25_smooth,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_SMOOTH,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_SMOOTH_DESC,a&,10,82156,1000,25,3,,,a&,6000,,,0,211
47948,jup_ob_sb_s6_p25_peak_efficiency,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_PEAK_EFFICIENCY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_PEAK_EFFICIENCY_DESC,a&,10,82157,1000,25,4,,,a&,6000,,,0,211
47949,jup_ob_sb_s6_p25_prestige_mastery_25,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P25_PRESTIGE_MASTERY_DESC,a&,4,82158,2500,25,50,47945|47946|47947|47948,,a&,6000,,,0,211
