string,string,localized_a,localized_a,string,string,string,string,string,int,string
23920,jup_wc_jup_jp01_lm_mgolf36_stock_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21831,1144,attachmentdata,0,
23917,jup_wc_jup_jp01_dm_slima8_stock_marksman_rubber,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21834,1145,attachmentdata,0,
23916,jup_wc_jup_jp01_dm_slima8_stock_marksman_reduc,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21835,1146,attachmentdata,0,
23915,jup_wc_jup_jp01_dm_slima8_stock_marksman_ergo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21833,1147,attachmentdata,0,
23907,jup_wc_jup_jp01_ar_golf36_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21832,1148,attachmentdata,0,
23906,jup_wc_jup_jp01_ar_golf36_stock_tacheavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21827,1149,attachmentdata,0,
23905,jup_wc_jup_jp01_ar_golf36_stock_skel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21829,1150,attachmentdata,0,
23904,jup_wc_jup_jp01_ar_golf36_stock_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21828,1151,attachmentdata,0,
23903,jup_wc_jup_jp01_ar_golf36_stock_assault,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21830,1152,attachmentdata,0,
23842,jup_wc_jup_cp24_pi_glima21_stock_tactical,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25613,1153,attachmentdata,0,
23833,jup_wc_jup_cp08_br_xmike5_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,24023,1154,attachmentdata,0,
23832,jup_wc_jup_cp08_br_xmike5_stock_light,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23138,1155,attachmentdata,0,
23831,jup_wc_jup_cp08_br_xmike5_stock_lgtprecision,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23136,1156,attachmentdata,0,
23830,jup_wc_jup_cp08_br_xmike5_stock_hvyprecision,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23135,1157,attachmentdata,0,
23829,jup_wc_jup_cp08_br_xmike5_stock_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23137,1158,attachmentdata,0,
23828,jup_wc_jup_cp08_br_xmike5_stock_folding,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23134,1159,attachmentdata,0,
23806,jup_wc_jup_cp01_sm_coscar635_stock_precision,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22336,1160,attachmentdata,0,
23805,jup_wc_jup_cp01_sm_coscar635_stock,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22324,1161,attachmentdata,0,
23790,jup_wc_jup_cp01_sh_aromeo410_stock_assault,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,30279,1162,attachmentdata,0,
26346,jup_wc_stock_ar_heavy_p56,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,38616,1163,attachmentdata,0,
26347,jup_wc_stock_ar_light_p56,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,38617,1164,attachmentdata,0,
26348,jup_wc_stock_ar_tactical_p56,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,38618,1165,attachmentdata,0,
26349,jup_wc_stock_lm_lgttactical_p15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1299,1166,attachmentdata,0,
26350,jup_wc_stock_lm_light_p15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1629,1167,attachmentdata,0,
26351,jup_wc_stock_lm_p15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3797,1168,attachmentdata,0,
26352,jup_wc_stock_lm_tactical_p15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3742,1169,attachmentdata,0,
26353,jup_wc_stock_sm_p43_acharlie9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26703,1170,attachmentdata,0,
26354,jup_wc_stockno_lm_p15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3374,1171,attachmentdata,0,
26355,jup_wc_stockno_sm_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,38923,1172,attachmentdata,0,
27106,jup_wc_stockno_sm_p04_aviktor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3862,1173,attachmentdata,0,
27105,jup_wc_stock_sn_p05_schotel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1482,1174,attachmentdata,0,
27104,jup_wc_stock_sn_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2140,1175,attachmentdata,0,
27103,jup_wc_stock_sn_p01_mike4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,775,1176,attachmentdata,0,
27102,jup_wc_stock_sm_tactical_p04_aviktor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1534,1177,attachmentdata,0,
27101,jup_wc_stock_sm_p08_mpapax,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1744,1178,attachmentdata,0,
27100,jup_wc_stock_sm_p05_schotel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3691,1179,attachmentdata,0,
27099,jup_wc_stock_sm_p03_augolf,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3787,1180,attachmentdata,0,
27098,jup_wc_stock_sm_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3756,1181,attachmentdata,0,
27097,jup_wc_stock_sm_light_p04_aviktor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3453,1182,attachmentdata,0,
27096,jup_wc_stock_sh_light_p04_aviktor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,13528,1183,attachmentdata,0,
27095,jup_wc_stock_lm_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2383,1184,attachmentdata,0,
27094,jup_wc_stock_dm_tac_p18_soscar14,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3724,1185,attachmentdata,0,
27093,jup_wc_stock_dm_heavy_p01_mike4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,18175,1186,attachmentdata,0,
27092,jup_wc_stock_ar_tactical_p08_mpapax,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1932,1187,attachmentdata,0,
27091,jup_wc_stock_ar_tactical_p05_schotel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2289,1188,attachmentdata,0,
27090,jup_wc_stock_ar_tactical_p04_aviktor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2301,1189,attachmentdata,0,
27089,jup_wc_stock_ar_tactical_p02_mpapa5,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,938,1190,attachmentdata,0,
27088,jup_wc_stock_ar_p04_aviktor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,635,1191,attachmentdata,0,
27087,jup_wc_stock_ar_p03_apapa,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2874,1192,attachmentdata,0,
27086,jup_wc_stock_ar_p02_mpapa5,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3424,1193,attachmentdata,0,
27085,jup_wc_stock_ar_heavy_p05_schotel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2350,1194,attachmentdata,0,
27084,jup_wc_stock_ar_assault_p02_mpapa5,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1423,1195,attachmentdata,0,
27083,jup_wc_stock_ar_assault_p01_mike4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1856,1196,attachmentdata,0,
27067,jup_wc_jup_jp36_sn_boscar_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32073,1197,attachmentdata,0,
27066,jup_wc_jup_jp36_sn_boscar_stock_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32043,1198,attachmentdata,0,
27065,jup_wc_jup_jp36_sn_boscar_stock_skel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32039,1199,attachmentdata,0,
27064,jup_wc_jup_jp36_sn_boscar_stock_precision,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32042,1200,attachmentdata,0,
27063,jup_wc_jup_jp36_sn_boscar_stock_lmm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32040,1201,attachmentdata,0,
27062,jup_wc_jup_jp36_sn_boscar_stock_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32072,1202,attachmentdata,0,
27043,jup_wc_jup_jp07_sm_uzulup_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,17799,1203,attachmentdata,0,
27042,jup_wc_jup_jp07_sm_uzulup_stock_wire,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,17787,1204,attachmentdata,0,
27029,jup_wc_jup_jp04_sm_umike_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22912,1205,attachmentdata,0,
27028,jup_wc_jup_jp04_sm_umike_stock_precision,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22916,1206,attachmentdata,0,
27027,jup_wc_jup_jp04_sm_umike_stock_light,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22910,1207,attachmentdata,0,
27026,jup_wc_jup_jp04_sm_umike_stock_brace,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22914,1208,attachmentdata,0,
27025,jup_wc_jup_jp04_sm_umike_stock_assault,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22911,1209,attachmentdata,0,
27014,jup_wc_jup_cp15_lm_mkilo3_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46990,1210,attachmentdata,0,
27013,jup_wc_jup_cp15_lm_mkilo3_stock_tactical,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46976,1211,attachmentdata,0,
27012,jup_wc_jup_cp15_lm_mkilo3_stock_light,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46973,1212,attachmentdata,0,
27011,jup_wc_jup_cp15_lm_mkilo3_stock_lgttactical,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46974,1213,attachmentdata,0,
27010,jup_wc_jup_cp15_lm_mkilo3_stock,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46975,1214,attachmentdata,0,
27001,jup_wc_jup_cp06_ar_falpha_stock_tactical,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46911,1215,attachmentdata,0,
27000,jup_wc_jup_cp06_ar_falpha_stock,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46910,1216,attachmentdata,0,
26988,jup_wc_jup_cp01_sm_coscar635_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22328,1217,attachmentdata,0,
26987,jup_wc_jup_cp01_sm_coscar635_stock_ultlight2,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22332,1218,attachmentdata,0,
26986,jup_wc_jup_cp01_sm_coscar635_stock_ultlight,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22331,1219,attachmentdata,0,
26985,jup_wc_jup_cp01_sm_coscar635_stock_taclight,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22333,1220,attachmentdata,0,
26984,jup_wc_jup_cp01_sm_coscar635_stock_hvycarbine,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22335,1221,attachmentdata,0,
26983,jup_wc_jup_cp01_sm_coscar635_stock_carbine,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22334,1222,attachmentdata,0,
25351,jup_wc_silencer_decho,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,763,1223,attachmentdata,0,
25350,jup_wc_silencer3_charlie725,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3647,1224,attachmentdata,0,
25349,jup_wc_silencer2_charlie725,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2700,1225,attachmentdata,0,
25348,jup_wc_silencer1_victor,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3796,1226,attachmentdata,0,
25347,jup_wc_silencer1_charlie725,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3429,1227,attachmentdata,0,
25346,jup_wc_silencer08_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23559,1228,attachmentdata,0,
25345,jup_wc_silencer08_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2063,1229,attachmentdata,0,
25344,jup_wc_silencer07_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2103,1230,attachmentdata,0,
25343,jup_wc_silencer07_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1507,1231,attachmentdata,0,
25342,jup_wc_silencer07_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,907,1232,attachmentdata,0,
25341,jup_wc_silencer06_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1518,1233,attachmentdata,0,
25340,jup_wc_silencer06_dm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,662,1234,attachmentdata,0,
25339,jup_wc_silencer06_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2036,1235,attachmentdata,0,
25338,jup_wc_silencer06_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,621,1236,attachmentdata,0,
25337,jup_wc_silencer05_sn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2675,1237,attachmentdata,0,
25336,jup_wc_silencer05_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1989,1238,attachmentdata,0,
25335,jup_wc_silencer05_dm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3263,1239,attachmentdata,0,
25334,jup_wc_silencer05_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3606,1240,attachmentdata,0,
25333,jup_wc_silencer05_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1063,1241,attachmentdata,0,
25332,jup_wc_silencer04_sn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1613,1242,attachmentdata,0,
25331,jup_wc_silencer04_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2348,1243,attachmentdata,0,
25330,jup_wc_silencer04_sh,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1369,1244,attachmentdata,0,
25329,jup_wc_silencer04_pi,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1918,1245,attachmentdata,0,
25328,jup_wc_silencer04_dm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2608,1246,attachmentdata,0,
25327,jup_wc_silencer04_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3599,1247,attachmentdata,0,
25326,jup_wc_silencer04_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1546,1248,attachmentdata,0,
25325,jup_wc_silencer03_sn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1431,1249,attachmentdata,0,
25324,jup_wc_silencer03_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1982,1250,attachmentdata,0,
25323,jup_wc_silencer03_sh,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2652,1251,attachmentdata,0,
25322,jup_wc_silencer03_pi,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1952,1252,attachmentdata,0,
25321,jup_wc_silencer03_dm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3145,1253,attachmentdata,0,
25320,jup_wc_silencer03_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2169,1254,attachmentdata,0,
25319,jup_wc_silencer03_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1418,1255,attachmentdata,0,
25318,jup_wc_silencer02_sn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1378,1256,attachmentdata,0,
25317,jup_wc_silencer02_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2463,1257,attachmentdata,0,
25316,jup_wc_silencer02_sh,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,751,1258,attachmentdata,0,
25315,jup_wc_silencer02_pi,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3102,1259,attachmentdata,0,
25314,jup_wc_silencer02_dm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3454,1260,attachmentdata,0,
25313,jup_wc_silencer02_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2635,1261,attachmentdata,0,
25312,jup_wc_silencer02_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1122,1262,attachmentdata,0,
25311,jup_wc_silencer01_tango9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26238,1263,attachmentdata,0,
25310,jup_wc_silencer01_sn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2080,1264,attachmentdata,0,
25309,jup_wc_silencer01_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3390,1265,attachmentdata,0,
25308,jup_wc_silencer01_sh,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2079,1266,attachmentdata,0,
25307,jup_wc_silencer01_pi,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3123,1267,attachmentdata,0,
25306,jup_wc_silencer01_dm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3478,1268,attachmentdata,0,
25305,jup_wc_silencer01_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2433,1269,attachmentdata,0,
25304,jup_wc_silencer01_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3597,1270,attachmentdata,0,
24860,jup_wc_comp_swhiskey_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2829,1271,attachmentdata,0,
24859,jup_wc_comp_swhiskey_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2197,1272,attachmentdata,0,
24858,jup_wc_comp_swhiskey_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3649,1273,attachmentdata,0,
24857,jup_wc_comp_sn_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1752,1274,attachmentdata,0,
24856,jup_wc_comp_sn_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1614,1275,attachmentdata,0,
24855,jup_wc_comp_sn_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,813,1276,attachmentdata,0,
24854,jup_wc_comp_sm_08,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2396,1277,attachmentdata,0,
24853,jup_wc_comp_sm_07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1655,1278,attachmentdata,0,
24852,jup_wc_comp_sm_06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2085,1279,attachmentdata,0,
24851,jup_wc_comp_sm_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1510,1280,attachmentdata,0,
24850,jup_wc_comp_sm_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1428,1281,attachmentdata,0,
24849,jup_wc_comp_sm_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2555,1282,attachmentdata,0,
24848,jup_wc_comp_sm_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1202,1283,attachmentdata,0,
24847,jup_wc_comp_sm_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1076,1284,attachmentdata,0,
24846,jup_wc_comp_sh_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,15447,1285,attachmentdata,0,
24845,jup_wc_comp_sh_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,16992,1286,attachmentdata,0,
24844,jup_wc_comp_sh_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3089,1287,attachmentdata,0,
24843,jup_wc_comp_sh_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1106,1288,attachmentdata,0,
24842,jup_wc_comp_sh_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1103,1289,attachmentdata,0,
24841,jup_wc_comp_pi_06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2064,1290,attachmentdata,0,
24840,jup_wc_comp_pi_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2372,1291,attachmentdata,0,
24839,jup_wc_comp_pi_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2089,1292,attachmentdata,0,
24838,jup_wc_comp_pi_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2892,1293,attachmentdata,0,
24837,jup_wc_comp_pi_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2670,1294,attachmentdata,0,
24836,jup_wc_comp_pi_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2819,1295,attachmentdata,0,
24835,jup_wc_comp_dm_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2585,1296,attachmentdata,0,
24834,jup_wc_comp_dm_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2314,1297,attachmentdata,0,
24833,jup_wc_comp_dm_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2584,1298,attachmentdata,0,
24832,jup_wc_comp_dm_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3410,1299,attachmentdata,0,
24831,jup_wc_comp_dm_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1204,1300,attachmentdata,0,
24830,jup_wc_comp_decho_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2116,1301,attachmentdata,0,
24829,jup_wc_comp_decho_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2149,1302,attachmentdata,0,
24828,jup_wc_comp_decho_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3549,1303,attachmentdata,0,
24827,jup_wc_comp_decho_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,867,1304,attachmentdata,0,
24826,jup_wc_comp_charlie725_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1550,1305,attachmentdata,0,
24825,jup_wc_comp_charlie725_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3336,1306,attachmentdata,0,
24824,jup_wc_comp_charlie725_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3819,1307,attachmentdata,0,
24823,jup_wc_comp_br_06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1727,1308,attachmentdata,0,
24822,jup_wc_comp_br_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2446,1309,attachmentdata,0,
24821,jup_wc_comp_br_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1457,1310,attachmentdata,0,
24820,jup_wc_comp_br_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1376,1311,attachmentdata,0,
24819,jup_wc_comp_br_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1172,1312,attachmentdata,0,
24818,jup_wc_comp_br_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3001,1313,attachmentdata,0,
24817,jup_wc_comp_ar_08,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3600,1314,attachmentdata,0,
24816,jup_wc_comp_ar_07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1938,1315,attachmentdata,0,
24815,jup_wc_comp_ar_06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3821,1316,attachmentdata,0,
24814,jup_wc_comp_ar_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1313,1317,attachmentdata,0,
24813,jup_wc_comp_ar_04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2027,1318,attachmentdata,0,
24812,jup_wc_comp_ar_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3618,1319,attachmentdata,0,
24811,jup_wc_comp_ar_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1665,1320,attachmentdata,0,
24810,jup_wc_comp_ar_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3816,1321,attachmentdata,0,
24784,jup_wc_choke_sh04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3400,1322,attachmentdata,0,
24783,jup_wc_choke_sh03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1662,1323,attachmentdata,0,
24782,jup_wc_choke_sh02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2992,1324,attachmentdata,0,
24781,jup_wc_choke_sh01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1750,1325,attachmentdata,0,
24780,jup_wc_charlie725_choke04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2556,1326,attachmentdata,0,
24779,jup_wc_charlie725_choke03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3080,1327,attachmentdata,0,
24778,jup_wc_charlie725_choke02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3689,1328,attachmentdata,0,
24777,jup_wc_charlie725_choke01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3088,1329,attachmentdata,0,
24776,jup_wc_breacher_sm_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,13317,1330,attachmentdata,0,
24775,jup_wc_breacher_sm_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2937,1331,attachmentdata,0,
24774,jup_wc_breacher_sh_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2082,1332,attachmentdata,0,
24773,jup_wc_breacher_sh_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1305,1333,attachmentdata,0,
24772,jup_wc_breacher_pi_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1466,1334,attachmentdata,0,
24771,jup_wc_breacher_charlie725_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,740,1335,attachmentdata,0,
24770,jup_wc_breacher_br_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3793,1336,attachmentdata,0,
24769,jup_wc_breacher_br_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3261,1337,attachmentdata,0,
24768,jup_wc_breacher_ar_02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2459,1338,attachmentdata,0,
24767,jup_wc_breacher_ar_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2183,1339,attachmentdata,0,
24718,jup_wc_barcomp_pi_p27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3124,1340,attachmentdata,0,
24717,jup_wc_barcomp_pi_p25,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3019,1341,attachmentdata,0,
24363,jup_wc_jup_silencer_sn_07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32597,1342,attachmentdata,0,
24362,jup_wc_jup_silencer_sn_06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32596,1343,attachmentdata,0,
24361,jup_wc_jup_silencer_sn_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32595,1344,attachmentdata,0,
24360,jup_wc_jup_silencer_sn_03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22748,1345,attachmentdata,0,
