string,string
dx_cbc_aq4_target_compass_n,3.13
dx_cbc_aq4_target_compass_ne,2.295
dx_cbc_aq4_target_compass_nw,3.51
dx_cbc_aq4_target_compass_s,3.15
dx_cbc_aq4_target_compass_se,3.06
dx_cbc_aq4_target_compass_sw,3.375
dx_cbc_aq4_target_compass_w,3.335
dx_cbc_aq4_target_dist_10,3.065
dx_cbc_aq4_target_dist_100,3.14
dx_cbc_aq4_target_dist_20,1.62
dx_cbc_aq4_target_dist_30,2.725
dx_cbc_aq4_target_dist_40,2.96
dx_cbc_aq4_target_dist_50,2.34
dx_cbc_aq4_target_dist_60,1.78
dx_cbc_aq4_target_dist_70,3.365
dx_cbc_aq4_target_dist_80,2.215
dx_cbc_aq4_target_dist_90,3.255
dx_cbc_aq4_target_elev_20,3.125
dx_cbc_aq4_target_elev_30,2.27
dx_cbc_aq4_target_elev_40,3.135
dx_cbc_aq4_target_elev_50,1.995
dx_cbc_aq4_target_elev_60,1.64
dx_cbc_aq4_vehicle_incoming_apc,2.02
dx_cbc_aq4_vehicle_incoming_armor,2.415
dx_cbc_aq4_vehicle_incoming_car,2.23
dx_cbc_aq4_vehicle_incoming_technical,2.105
dx_cbc_aq4_vehicle_incoming_truck,2.425
dx_cbc_aq4_vehicle_incoming_vehicle,2.205
dx_cbc_aq4_vehicle_killfirm_apc,2.22
dx_cbc_aq4_vehicle_killfirm_armor,2.753
dx_cbc_aq4_vehicle_killfirm_car,1.91
dx_cbc_aq4_vehicle_killfirm_technical,2.4
dx_cbc_aq4_vehicle_killfirm_truck,2
dx_cbc_aq4_vehicle_killfirm_vehicle,2.135
dx_cst_aq1_alert_callin_10,0.928
dx_cst_aq1_alert_callin_r_10,1.3
dx_cst_aq1_alert_callin_resp_r_10,0.724
dx_cst_aq1_alert_checkin_r_10,1.224
dx_cst_aq1_alert_checkin_resp_10,1.329
dx_cst_aq1_alert_checkin_resp_r_10,1.612
dx_cst_aq1_alert_enter_10,2.519
dx_cst_aq1_alert_enter_r_10,2.829
dx_cst_aq1_alert_reset_10,2.297
dx_cst_aq1_alert_reset_r_10,2.626
dx_cst_aq1_ally_killed_10,1.014
dx_cst_aq1_bulletwhizby_generic_10,1.636
dx_cst_aq1_combat_generic_10,1.655
dx_cst_aq1_coverblown_generic_10,1.135
dx_cst_aq1_damage_generic_10,1.073
dx_cst_aq1_drone_spotted_10,0.405
dx_cst_aq1_drone_spotted_r_10,0.794
dx_cst_aq1_explosion_generic_10,3.037
dx_cst_aq1_explosion_generic_r_10,3.327
dx_cst_aq1_footstep_generic_10,1.042
dx_cst_aq1_footstep_sprint_10,2.077
dx_cst_aq1_footstep_walk_10,2.326
dx_cst_aq1_found_corpse_10,2.115
dx_cst_aq1_found_corpse_r_10,2.444
dx_cst_aq1_glass_destroyed_10,2.728
dx_cst_aq1_grenade_danger_10,0.839
dx_cst_aq1_gunshot_generic_10,1.032
dx_cst_aq1_gunshot_generic_r_10,1.4
dx_cst_aq1_gunshot_teammate_10,2.118
dx_cst_aq1_gunshot_teammate_r_10,2.559
dx_cst_aq1_hunt_firstlost_10,1.664
dx_cst_aq1_hunt_firstlost_r_10,1.978
dx_cst_aq1_hunt_firstlost_resp_r_10,1.189
dx_cst_aq1_idle_callin_10,0.973
dx_cst_aq1_idle_callin_r_10,1.251
dx_cst_aq1_idle_callin_resp_r_10,2.026
dx_cst_aq1_idle_checkin_r_10,2.431
dx_cst_aq1_idle_checkin_resp_10,1.303
dx_cst_aq1_idle_checkin_resp_r_10,1.581
dx_cst_aq1_investigate_callin_10,2.38
dx_cst_aq1_investigate_callin_r_10,2.73
dx_cst_aq1_investigate_callin_resp_r_10,3.54
dx_cst_aq1_investigate_generic_10,0.384
dx_cst_aq1_investigate_update_10,2.683
dx_cst_aq1_investigate_update_r_10,2.967
dx_cst_aq1_investigate_update_resp_r_10,2.538
dx_cst_aq1_light_killed_10,1.495
dx_cst_aq1_lost_sight_10,2.604
dx_cst_aq1_lost_sight_r_10,2.964
dx_cst_aq1_lost_sight_resp_r_10,2.58
dx_cst_aq1_proximity_generic_10,0.324
dx_cst_aq1_saw_corpse_10,1.571
dx_cst_aq1_seek_backup_10,1.526
dx_cst_aq1_seek_backup_r_10,1.887
dx_cst_aq1_sight_generic_10,1.219
dx_cst_aq1_silenced_shot_10,2.239
dx_cst_aq1_team_inquiry_10,1.119
dx_cst_aq1_team_inquiry_r_10,1.386
dx_cst_aq1_unresponsive_teammate_10,1.63
dx_cst_aq1_unresponsive_teammate_r_10,3.242
dx_cst_aq1_window_open_10,2.302
dx_cst_aq2_alert_callin_10,0.987
dx_cst_aq2_alert_callin_r_10,1.428
dx_cst_aq2_alert_callin_resp_r_10,0.83
dx_cst_aq2_alert_checkin_r_10,1.492
dx_cst_aq2_alert_checkin_resp_10,1.853
dx_cst_aq2_alert_checkin_resp_r_10,2.196
dx_cst_aq2_alert_enter_10,2.107
dx_cst_aq2_alert_enter_r_10,2.538
dx_cst_aq2_alert_reset_10,2.144
dx_cst_aq2_alert_reset_r_10,2.613
dx_cst_aq2_ally_killed_10,1.138
dx_cst_aq2_bulletwhizby_generic_10,2.682
dx_cst_aq2_combat_generic_10,1.232
dx_cst_aq2_coverblown_generic_10,1.297
dx_cst_aq2_damage_generic_10,1.323
dx_cst_aq2_drone_spotted_10,0.678
dx_cst_aq2_drone_spotted_r_10,1.145
dx_cst_aq2_explosion_generic_10,3.261
dx_cst_aq2_explosion_generic_r_10,3.668
dx_cst_aq2_footstep_generic_10,0.547
dx_cst_aq2_footstep_sprint_10,1.165
dx_cst_aq2_footstep_walk_10,2.388
dx_cst_aq2_found_corpse_10,3.326
dx_cst_aq2_found_corpse_r_10,3.775
dx_cst_aq2_glass_destroyed_10,1.034
dx_cst_aq2_grenade_danger_10,1.502
dx_cst_aq2_gunshot_generic_10,2.316
dx_cst_aq2_gunshot_generic_r_10,2.688
dx_cst_aq2_gunshot_teammate_10,2.206
dx_cst_aq2_gunshot_teammate_r_10,2.536
dx_cst_aq2_hunt_firstlost_10,2.2
dx_cst_aq2_hunt_firstlost_r_10,2.58
dx_cst_aq2_hunt_firstlost_resp_r_10,2.346
dx_cst_aq2_idle_callin_10,1.301
dx_cst_aq2_idle_callin_r_10,1.556
dx_cst_aq2_idle_callin_resp_r_10,0.746
dx_cst_aq2_idle_checkin_r_10,1.087
dx_cst_aq2_idle_checkin_resp_10,1.512
dx_cst_aq2_idle_checkin_resp_r_10,1.812
dx_cst_aq2_investigate_callin_10,3.609
dx_cst_aq2_investigate_callin_r_10,3.903
dx_cst_aq2_investigate_callin_resp_r_10,2.218
dx_cst_aq2_investigate_generic_10,0.495
dx_cst_aq2_investigate_update_10,2.642
dx_cst_aq2_investigate_update_r_10,2.964
dx_cst_aq2_investigate_update_resp_r_10,2.559
dx_cst_aq2_light_killed_10,0.716
dx_cst_aq2_lost_sight_10,1.896
dx_cst_aq2_lost_sight_r_10,2.235
dx_cst_aq2_lost_sight_resp_r_10,2.907
dx_cst_aq2_proximity_generic_10,0.26
dx_cst_aq2_saw_corpse_10,1.459
dx_cst_aq2_seek_backup_10,0.731
dx_cst_aq2_seek_backup_r_10,1.087
dx_cst_aq2_sight_generic_10,1.288
dx_cst_aq2_silenced_shot_10,1.958
dx_cst_aq2_team_inquiry_10,2.749
dx_cst_aq2_team_inquiry_r_10,3.071
dx_cst_aq2_unresponsive_teammate_10,2.137
dx_cst_aq2_unresponsive_teammate_r_10,3.754
dx_cst_aq2_window_open_10,2.363
dx_cst_aq3_alert_callin_10,1.144
dx_cst_aq3_alert_callin_r_10,1.522
dx_cst_aq3_alert_callin_resp_r_10,0.784
dx_cst_aq3_alert_checkin_r_10,1.05
dx_cst_aq3_alert_checkin_resp_10,2.351
dx_cst_aq3_alert_checkin_resp_r_10,2.687
dx_cst_aq3_alert_enter_10,2.959
dx_cst_aq3_alert_enter_r_10,3.37
dx_cst_aq3_alert_reset_10,2.107
dx_cst_aq3_alert_reset_r_10,2.37
dx_cst_aq3_ally_killed_10,1.977
dx_cst_aq3_bulletwhizby_generic_10,1.052
dx_cst_aq3_combat_generic_10,1.639
dx_cst_aq3_coverblown_generic_10,1.356
dx_cst_aq3_damage_generic_10,2.505
dx_cst_aq3_drone_spotted_10,1.508
dx_cst_aq3_drone_spotted_r_10,1.886
dx_cst_aq3_explosion_generic_10,3.045
dx_cst_aq3_explosion_generic_r_10,3.37
dx_cst_aq3_footstep_generic_10,0.775
dx_cst_aq3_footstep_sprint_10,2.433
dx_cst_aq3_footstep_walk_10,1.919
dx_cst_aq3_found_corpse_10,2.629
dx_cst_aq3_found_corpse_r_10,3.434
dx_cst_aq3_glass_destroyed_10,0.777
dx_cst_aq3_grenade_danger_10,1.351
dx_cst_aq3_gunshot_generic_10,2.436
dx_cst_aq3_gunshot_generic_r_10,2.858
dx_cst_aq3_gunshot_teammate_10,2.024
dx_cst_aq3_gunshot_teammate_r_10,2.431
dx_cst_aq3_hunt_firstlost_10,1.827
dx_cst_aq3_hunt_firstlost_r_10,2.26
dx_cst_aq3_hunt_firstlost_resp_r_10,2.812
dx_cst_aq3_idle_callin_10,0.746
dx_cst_aq3_idle_callin_r_10,1.044
dx_cst_aq3_idle_callin_resp_r_10,0.81
dx_cst_aq3_idle_checkin_r_10,2.644
dx_cst_aq3_idle_checkin_resp_10,0.842
dx_cst_aq3_idle_checkin_resp_r_10,1.15
dx_cst_aq3_investigate_callin_10,2.818
dx_cst_aq3_investigate_callin_r_10,3.178
dx_cst_aq3_investigate_callin_resp_r_10,2.922
dx_cst_aq3_investigate_generic_10,0.454
dx_cst_aq3_investigate_update_10,4.234
dx_cst_aq3_investigate_update_r_10,4.564
dx_cst_aq3_investigate_update_resp_r_10,2.113
dx_cst_aq3_light_killed_10,0.803
dx_cst_aq3_lost_sight_10,1.887
dx_cst_aq3_lost_sight_r_10,2.196
dx_cst_aq3_lost_sight_resp_r_10,1.279
dx_cst_aq3_proximity_generic_10,0.283
dx_cst_aq3_saw_corpse_10,2.644
dx_cst_aq3_seek_backup_10,1.593
dx_cst_aq3_seek_backup_r_10,2.072
dx_cst_aq3_sight_generic_10,1.147
dx_cst_aq3_silenced_shot_10,1.866
dx_cst_aq3_team_inquiry_10,1.348
dx_cst_aq3_team_inquiry_r_10,1.663
dx_cst_aq3_unresponsive_teammate_10,2.368
dx_cst_aq3_unresponsive_teammate_r_10,3.135
dx_cst_aq3_window_open_10,1.246
dx_cst_aq4_alert_callin_10,0.859
dx_cst_aq4_alert_callin_r_10,1.172
dx_cst_aq4_alert_callin_resp_r_10,0.86
dx_cst_aq4_alert_checkin_r_10,1.481
dx_cst_aq4_alert_checkin_resp_10,1.77
dx_cst_aq4_alert_checkin_resp_r_10,2.077
dx_cst_aq4_alert_enter_10,2.919
dx_cst_aq4_alert_enter_r_10,3.205
dx_cst_aq4_alert_reset_10,2.148
dx_cst_aq4_alert_reset_r_10,2.495
dx_cst_aq4_ally_killed_10,0.901
dx_cst_aq4_bulletwhizby_generic_10,1.973
dx_cst_aq4_combat_generic_10,1.993
dx_cst_aq4_coverblown_generic_10,1.49
dx_cst_aq4_damage_generic_10,1.138
dx_cst_aq4_drone_spotted_10,0.401
dx_cst_aq4_drone_spotted_r_10,0.832
dx_cst_aq4_explosion_generic_10,2.303
dx_cst_aq4_explosion_generic_r_10,2.58
dx_cst_aq4_footstep_generic_10,0.812
dx_cst_aq4_footstep_sprint_10,2.225
dx_cst_aq4_footstep_walk_10,1.499
dx_cst_aq4_found_corpse_10,2.255
dx_cst_aq4_found_corpse_r_10,2.666
dx_cst_aq4_glass_destroyed_10,2.31
dx_cst_aq4_grenade_danger_10,1.018
dx_cst_aq4_gunshot_generic_10,1.116
dx_cst_aq4_gunshot_generic_r_10,1.499
dx_cst_aq4_gunshot_teammate_10,2.387
dx_cst_aq4_gunshot_teammate_r_10,2.8
dx_cst_aq4_hunt_firstlost_10,2.288
dx_cst_aq4_hunt_firstlost_r_10,2.619
dx_cst_aq4_hunt_firstlost_resp_r_10,1.066
dx_cst_aq4_idle_callin_10,0.914
dx_cst_aq4_idle_callin_r_10,1.3
dx_cst_aq4_idle_callin_resp_r_10,1.77
dx_cst_aq4_idle_checkin_r_10,2.495
dx_cst_aq4_idle_checkin_resp_10,1.258
dx_cst_aq4_idle_checkin_resp_r_10,1.556
dx_cst_aq4_investigate_callin_10,2.349
dx_cst_aq4_investigate_callin_r_10,2.836
dx_cst_aq4_investigate_callin_resp_r_10,3.562
dx_cst_aq4_investigate_generic_10,0.309
dx_cst_aq4_investigate_update_10,2.526
dx_cst_aq4_investigate_update_r_10,2.836
dx_cst_aq4_investigate_update_resp_r_10,2.9
dx_cst_aq4_light_killed_10,1.923
dx_cst_aq4_lost_sight_10,1.769
dx_cst_aq4_lost_sight_r_10,2.068
dx_cst_aq4_lost_sight_resp_r_10,2.373
dx_cst_aq4_proximity_generic_10,0.272
dx_cst_aq4_saw_corpse_10,1.545
dx_cst_aq4_seek_backup_10,1.108
dx_cst_aq4_seek_backup_r_10,1.512
dx_cst_aq4_sight_generic_10,1.279
dx_cst_aq4_silenced_shot_10,2.525
dx_cst_aq4_team_inquiry_10,1.047
dx_cst_aq4_team_inquiry_r_10,1.328
dx_cst_aq4_unresponsive_teammate_10,2.372
dx_cst_aq4_unresponsive_teammate_r_10,3.254
dx_cst_aq4_window_open_10,2.143
dx_cst_aql1_alert_callin_resp_r_10,1.686
dx_cst_aql1_alert_checkin_r_10,2.069
dx_cst_aql1_alert_checkin_resp_aql1r_10,1.706
dx_cst_aql1_alert_checkin_resp_aql1r_20,1.562
dx_cst_aql1_alert_checkin_resp_aql1r_30,1.77
dx_cst_aql1_alert_checkin_resp_r_10,1.748
dx_cst_aql1_hunt_firstlost_resp_r_10,2.836
dx_cst_aql1_idle_callin_resp_r_10,1.898
dx_cst_aql1_idle_checkin_r_10,1.047
dx_cst_aql1_idle_checkin_resp_aql1r_10,1.919
dx_cst_aql1_idle_checkin_resp_aql1r_20,2.303
dx_cst_aql1_idle_checkin_resp_aql1r_30,2.004
dx_cst_aql1_idle_checkin_resp_r_10,1.919
dx_cst_aql1_investigate_callin_resp_r_10,1.812
dx_cst_aql1_investigate_update_resp_r_10,1.791
dx_cst_aql1_lost_sight_resp_r_10,1.812
dx_cbc_ru1_combat_concat_center,1.37
dx_cbc_ru1_combat_concat_clock_1,1.56
dx_cbc_ru1_combat_concat_clock_10,1.55
dx_cbc_ru1_combat_concat_clock_11,1.73
dx_cbc_ru1_combat_concat_clock_12,1.685
dx_cbc_ru1_combat_concat_clock_2,1.52
dx_cbc_ru1_combat_concat_clock_3,1.625
dx_cbc_ru1_combat_concat_clock_4,1.635
dx_cbc_ru1_combat_concat_clock_5,1.72
dx_cbc_ru1_combat_concat_clock_6,1.69
dx_cbc_ru1_combat_concat_clock_7,1.73
dx_cbc_ru1_combat_concat_clock_8,1.525
dx_cbc_ru1_combat_concat_clock_9,1.6
dx_cbc_ru1_combat_concat_compass_e,1.255
dx_cbc_ru1_combat_concat_compass_n,1.295
dx_cbc_ru1_combat_concat_compass_ne,1.545
dx_cbc_ru1_combat_concat_compass_nw,1.855
dx_cbc_ru1_combat_concat_compass_s,1.37
dx_cbc_ru1_combat_concat_compass_se,1.625
dx_cbc_ru1_combat_concat_compass_sw,1.715
dx_cbc_ru1_combat_concat_compass_w,1.315
dx_cbc_ru1_combat_concat_dist_10,1.58
dx_cbc_ru1_combat_concat_dist_100,2.425
dx_cbc_ru1_combat_concat_dist_20,1.78
dx_cbc_ru1_combat_concat_dist_30,1.71
dx_cbc_ru1_combat_concat_dist_40,1.81
dx_cbc_ru1_combat_concat_dist_50,1.78
dx_cbc_ru1_combat_concat_dist_60,1.855
dx_cbc_ru1_combat_concat_dist_70,1.915
dx_cbc_ru1_combat_concat_dist_80,1.66
dx_cbc_ru1_combat_concat_dist_90,2.29
dx_cbc_ru1_combat_concat_elev_20,1.98
dx_cbc_ru1_combat_concat_elev_30,1.91
dx_cbc_ru1_combat_concat_elev_40,2.01
dx_cbc_ru1_combat_concat_elev_50,1.98
dx_cbc_ru1_combat_concat_elev_60,2.915
dx_cbc_ru1_combat_concat_left,1.27
dx_cbc_ru1_combat_concat_right,1.36
dx_cbc_ru1_combat_concat_target,1.26
dx_cbc_ru1_combat_location_callout_1stfloor,2.25
dx_cbc_ru1_combat_location_callout_2ndfloor,2.11
dx_cbc_ru1_combat_location_callout_3rdfloor,1.97
dx_cbc_ru1_combat_location_callout_balcony,2.265
dx_cbc_ru1_combat_location_callout_barrel,2.14
dx_cbc_ru1_combat_location_callout_barrels,2.29
dx_cbc_ru1_combat_location_callout_barrier,2.275
dx_cbc_ru1_combat_location_callout_barrierconcrete,2.62
dx_cbc_ru1_combat_location_callout_bathroom,2.115
dx_cbc_ru1_combat_location_callout_bed,1.89
dx_cbc_ru1_combat_location_callout_bedroom,2.3
dx_cbc_ru1_combat_location_callout_btwnbuildings,3.605
dx_cbc_ru1_combat_location_callout_building,1.95
dx_cbc_ru1_combat_location_callout_bus,1.935
dx_cbc_ru1_combat_location_callout_bushes,2.06
dx_cbc_ru1_combat_location_callout_car,1.985
dx_cbc_ru1_combat_location_callout_carblack,2.205
dx_cbc_ru1_combat_location_callout_carblue,2.61
dx_cbc_ru1_combat_location_callout_cardestroyed,2.475
dx_cbc_ru1_combat_location_callout_cargreen,2.305
dx_cbc_ru1_combat_location_callout_cargrey,2.425
dx_cbc_ru1_combat_location_callout_carpolice,2.47
dx_cbc_ru1_combat_location_callout_carred,2.225
dx_cbc_ru1_combat_location_callout_carsilver,2.225
dx_cbc_ru1_combat_location_callout_carwhite,2.55
dx_cbc_ru1_combat_location_callout_catwalk,2.09
dx_cbc_ru1_combat_location_callout_chair,2.025
dx_cbc_ru1_combat_location_callout_couch,2.025
dx_cbc_ru1_combat_location_callout_courtyard,2.13
dx_cbc_ru1_combat_location_callout_crate,2.245
dx_cbc_ru1_combat_location_callout_crates,2.08
dx_cbc_ru1_combat_location_callout_desk,2.305
dx_cbc_ru1_combat_location_callout_diningroom,2.17
dx_cbc_ru1_combat_location_callout_doorway,1.865
dx_cbc_ru1_combat_location_callout_dumpster,2.095
dx_cbc_ru1_combat_location_callout_entrance,2.355
dx_cbc_ru1_combat_location_callout_exterior,3.12
dx_cbc_ru1_combat_location_callout_field,2.11
dx_cbc_ru1_combat_location_callout_grass,1.96
dx_cbc_ru1_combat_location_callout_hallway,2.39
dx_cbc_ru1_combat_location_callout_house,2.185
dx_cbc_ru1_combat_location_callout_interior,3.065
dx_cbc_ru1_combat_location_callout_kitchen,1.93
dx_cbc_ru1_combat_location_callout_patio,3.005
dx_cbc_ru1_combat_location_callout_pickup,2.495
dx_cbc_ru1_combat_location_callout_pillar,2.47
dx_cbc_ru1_combat_location_callout_planter,2.02
dx_cbc_ru1_combat_location_callout_railing,1.83
dx_cbc_ru1_combat_location_callout_road,1.815
dx_cbc_ru1_combat_location_callout_roof,1.895
dx_cbc_ru1_combat_location_callout_rubble,2.105
dx_cbc_ru1_combat_location_callout_sandbags,2.495
dx_cbc_ru1_combat_location_callout_sidewalk,2.43
dx_cbc_ru1_combat_location_callout_stairs,2.265
dx_cbc_ru1_combat_location_callout_street,2.38
dx_cbc_ru1_combat_location_callout_table,2.005
dx_cbc_ru1_combat_location_callout_trash,2.07
dx_cbc_ru1_combat_location_callout_trashcan,2.365
dx_cbc_ru1_combat_location_callout_tree,1.92
dx_cbc_ru1_combat_location_callout_trees,2.535
dx_cbc_ru1_combat_location_callout_truck,2.525
dx_cbc_ru1_combat_location_callout_truckdestroyed,2.63
dx_cbc_ru1_combat_location_callout_van,2.26
dx_cbc_ru1_combat_location_callout_window,1.89
dx_cbc_ru1_combat_location_concat_1stfloor,1.675
dx_cbc_ru1_combat_location_concat_2ndfloor,1.73
dx_cbc_ru1_combat_location_concat_3rdfloor,1.515
dx_cbc_ru1_combat_location_concat_balcony,1.445
dx_cbc_ru1_combat_location_concat_barrel,1.575
dx_cbc_ru1_combat_location_concat_barrels,1.405
dx_cbc_ru1_combat_location_concat_barrier,1.38
dx_cbc_ru1_combat_location_concat_barrierconcrete,1.915
dx_cbc_ru1_combat_location_concat_bathroom,1.525
dx_cbc_ru1_combat_location_concat_bed,1.24
dx_cbc_ru1_combat_location_concat_bedroom,1.44
dx_cbc_ru1_combat_location_concat_btwnbuildings,1.97
dx_cbc_ru1_combat_location_concat_building,1.34
dx_cbc_ru1_combat_location_concat_bus,1.28
dx_cbc_ru1_combat_location_concat_bushes,1.38
dx_cbc_ru1_combat_location_concat_car,1.205
dx_cbc_ru1_combat_location_concat_carblack,1.545
dx_cbc_ru1_combat_location_concat_carblue,1.43
dx_cbc_ru1_combat_location_concat_cardestroyed,1.715
dx_cbc_ru1_combat_location_concat_cargreen,1.52
dx_cbc_ru1_combat_location_concat_cargrey,1.45
dx_cbc_ru1_combat_location_concat_carpolice,1.905
dx_cbc_ru1_combat_location_concat_carred,1.45
dx_cbc_ru1_combat_location_concat_carsilver,1.66
dx_cbc_ru1_combat_location_concat_carwhite,1.48
dx_cbc_ru1_combat_location_concat_catwalk,1.475
dx_cbc_ru1_combat_location_concat_chair,1.26
dx_cbc_ru1_combat_location_concat_couch,1.31
dx_cbc_ru1_combat_location_concat_courtyard,1.53
dx_cbc_ru1_combat_location_concat_crate,1.565
dx_cbc_ru1_combat_location_concat_crates,1.415
dx_cbc_ru1_combat_location_concat_desk,1.38
dx_cbc_ru1_combat_location_concat_diningroom,1.56
dx_cbc_ru1_combat_location_concat_doorway,1.355
dx_cbc_ru1_combat_location_concat_dumpster,1.45
dx_cbc_ru1_combat_location_concat_entrance,1.79
dx_cbc_ru1_combat_location_concat_exterior,1.415
dx_cbc_ru1_combat_location_concat_field,1.565
dx_cbc_ru1_combat_location_concat_grass,1.365
dx_cbc_ru1_combat_location_concat_hallway,1.415
dx_cbc_ru1_combat_location_concat_house,1.62
dx_cbc_ru1_combat_location_concat_interior,1.425
dx_cbc_ru1_combat_location_concat_kitchen,1.33
dx_cbc_ru1_combat_location_concat_patio,1.63
dx_cbc_ru1_combat_location_concat_pickup,1.755
dx_cbc_ru1_combat_location_concat_pillar,1.31
dx_cbc_ru1_combat_location_concat_planter,1.42
dx_cbc_ru1_combat_location_concat_railing,1.31
dx_cbc_ru1_combat_location_concat_road,1.21
dx_cbc_ru1_combat_location_concat_roof,1.29
dx_cbc_ru1_combat_location_concat_rubble,1.545
dx_cbc_ru1_combat_location_concat_sandbags,1.99
dx_cbc_ru1_combat_location_concat_sidewalk,1.575
dx_cbc_ru1_combat_location_concat_stairs,1.47
dx_cbc_ru1_combat_location_concat_street,1.355
dx_cbc_ru1_combat_location_concat_table,1.29
dx_cbc_ru1_combat_location_concat_trash,1.405
dx_cbc_ru1_combat_location_concat_trashcan,1.58
dx_cbc_ru1_combat_location_concat_tree,1.26
dx_cbc_ru1_combat_location_concat_trees,1.405
dx_cbc_ru1_combat_location_concat_truck,1.35
dx_cbc_ru1_combat_location_concat_truckdestroyed,1.83
dx_cbc_ru1_combat_location_concat_van,1.3
dx_cbc_ru1_combat_location_concat_window,1.295
dx_cbc_ru1_combat_location_resp_1stfloor,2.99
dx_cbc_ru1_combat_location_resp_2ndfloor,1.73
dx_cbc_ru1_combat_location_resp_3rdfloor,2.82
dx_cbc_ru1_combat_location_resp_balcony,3.02
dx_cbc_ru1_combat_location_resp_barrel,2.265
dx_cbc_ru1_combat_location_resp_barrels,3.105
dx_cbc_ru1_combat_location_resp_barrier,3.04
dx_cbc_ru1_combat_location_resp_barrierconcrete,3.23
dx_cbc_ru1_combat_location_resp_bathroom,2.84
dx_cbc_ru1_combat_location_resp_bed,1.24
dx_cbc_ru1_combat_location_resp_bedroom,3
dx_cbc_ru1_combat_location_resp_btwnbuildings,2.375
dx_cbc_ru1_combat_location_resp_building,2.785
dx_cbc_ru1_combat_location_resp_bus,2.585
dx_cbc_ru1_combat_location_resp_bushes,3.29
dx_cbc_ru1_combat_location_resp_car,2.89
dx_cbc_ru1_combat_location_resp_carblack,3.135
dx_cbc_ru1_combat_location_resp_carblue,3.005
dx_cbc_ru1_combat_location_resp_cardestroyed,3.145
dx_cbc_ru1_combat_location_resp_cargreen,2.825
dx_cbc_ru1_combat_location_resp_cargrey,3.04
dx_cbc_ru1_combat_location_resp_carpolice,2.55
dx_cbc_ru1_combat_location_resp_carred,2.86
dx_cbc_ru1_combat_location_resp_carsilver,3.31
dx_cbc_ru1_combat_location_resp_carwhite,2.91
dx_cbc_ru1_combat_location_resp_catwalk,3.065
dx_cbc_ru1_combat_location_resp_chair,2.575
dx_cbc_ru1_combat_location_resp_couch,2.615
dx_cbc_ru1_combat_location_resp_courtyard,3.09
dx_cbc_ru1_combat_location_resp_crate,2.38
dx_cbc_ru1_combat_location_resp_crates,2.69
dx_cbc_ru1_combat_location_resp_desk,2.655
dx_cbc_ru1_combat_location_resp_diningroom,3.15
dx_cbc_ru1_combat_location_resp_doorway,2.945
dx_cbc_ru1_combat_location_resp_dumpster,2.865
dx_cbc_ru1_combat_location_resp_entrance,2.765
dx_cbc_ru1_combat_location_resp_exterior,2.285
dx_cbc_ru1_combat_location_resp_field,2.485
dx_cbc_ru1_combat_location_resp_grass,2.79
dx_cbc_ru1_combat_location_resp_hallway,2.845
dx_cbc_ru1_combat_location_resp_house,2.17
dx_cbc_ru1_combat_location_resp_interior,2.295
dx_cbc_ru1_combat_location_resp_kitchen,2.635
dx_cbc_ru1_combat_location_resp_patio,2.335
dx_cbc_ru1_combat_location_resp_pickup,3.33
dx_cbc_ru1_combat_location_resp_pillar,2.665
dx_cbc_ru1_combat_location_resp_planter,3.025
dx_cbc_ru1_combat_location_resp_railing,2.585
dx_cbc_ru1_combat_location_resp_road,2.905
dx_cbc_ru1_combat_location_resp_roof,2.88
dx_cbc_ru1_combat_location_resp_rubble,2.14
dx_cbc_ru1_combat_location_resp_sandbags,2.225
dx_cbc_ru1_combat_location_resp_sidewalk,3.15
dx_cbc_ru1_combat_location_resp_stairs,2.745
dx_cbc_ru1_combat_location_resp_street,2.66
dx_cbc_ru1_combat_location_resp_table,2.865
dx_cbc_ru1_combat_location_resp_trash,2.72
dx_cbc_ru1_combat_location_resp_trashcan,3.17
dx_cbc_ru1_combat_location_resp_tree,2.67
dx_cbc_ru1_combat_location_resp_trees,2.72
dx_cbc_ru1_combat_location_resp_truck,2.735
dx_cbc_ru1_combat_location_resp_truckdestroyed,3.405
dx_cbc_ru1_combat_location_resp_van,2.89
dx_cbc_ru1_combat_location_resp_window,2.99
dx_cbc_ru1_contact_clock_1,2.605
dx_cbc_ru1_contact_clock_10,2.625
dx_cbc_ru1_contact_clock_11,2.795
dx_cbc_ru1_contact_clock_12,2.735
dx_cbc_ru1_contact_clock_2,2.595
dx_cbc_ru1_contact_clock_3,2.675
dx_cbc_ru1_contact_clock_4,2.62
dx_cbc_ru1_contact_clock_5,2.695
dx_cbc_ru1_contact_clock_6,2.735
dx_cbc_ru1_contact_clock_7,2.775
dx_cbc_ru1_contact_clock_8,2.59
dx_cbc_ru1_contact_clock_9,2.665
dx_cbc_ru1_contact_dist_10,2.655
dx_cbc_ru1_contact_dist_100,3.09
dx_cbc_ru1_contact_dist_20,2.83
dx_cbc_ru1_contact_dist_30,2.73
dx_cbc_ru1_contact_dist_40,2.79
dx_cbc_ru1_contact_dist_50,2.76
dx_cbc_ru1_contact_dist_60,2.9
dx_cbc_ru1_contact_dist_70,2.96
dx_cbc_ru1_contact_dist_80,2.725
dx_cbc_ru1_contact_dist_90,2.84
dx_cbc_ru1_contact_elev_20,3.025
dx_cbc_ru1_contact_elev_30,2.93
dx_cbc_ru1_contact_elev_40,2.985
dx_cbc_ru1_contact_elev_50,2.955
