string,string,string,string,string,string,string,string,string,string,string,string,xhash32,xhash32,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,int
item,brloot_activity_starter_recover,activitystarter,0,1,,small,,,,,,x32#hash_c7c1c0fa,x32#hash_c7bbcaa8,ui_map_icon_ph_recover,,,,,,,,,,,,,,,,,,,,,,ping_contract_initial_cargo,ping_contract_confirm_cargo,,x32#hash_c7bbcaa8,0
item,brloot_activity_starter_rescue,activitystarter,0,1,,small,,,,,,x32#hash_c7c1c0fa,x32#hash_c7bbcaa8,ui_map_icon_ph_rescue,,,,,,,,,,,,,,,,,,,,,,ping_contract_initial_hostage,ping_contract_confirm_hostage,,x32#hash_c7bbcaa8,0
item,brloot_activity_starter_sabotage,activitystarter,0,1,,small,,,,,,x32#hash_c7c1c0fa,x32#hash_c7bbcaa8,ui_map_icon_ph_sabotage,,,,,,,,,,,,,,,,,,,,,,ping_contract_initial_generic,ping_contract_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_activity_starter_hunt,activitystarter,0,1,,small,,,,,,x32#hash_c7c1c0fa,x32#hash_c7bbcaa8,ui_map_icon_ph_hunt,,,,,,,,,,,,,,,,,,,,,,ping_contract_initial_bounty,ping_contract_confirm_bounty,,x32#hash_c7bbcaa8,0
item,brloot_valuable_fuelrods,mission,4,1,8569,nodrop,1000,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_fuel_rod,,,,1,dmz_geiger_intel,,,,,,,,,,,,,,3,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,dmz_intel_laptop,mission,0,1,,medium,,,,,,x32#hash_c7fa1ce0,x32#hash_c7bbcaa8,hud_icon_loot_harddrive,,,,1,dmz_intel_laptop,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_hacked_laptop,mission,4,1,8644,medium,500,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_laptop,,,,1,brloot_hacked_laptop,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_unhacked_laptop,mission,4,1,11247,medium,500,,,,,x32#hash_c7c1bde2,x32#hash_c7c20512,hud_icon_loot_laptop,,,,1,brloot_unhacked_laptop,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_irradiated_watch,mission,4,1,8642,medium,100,,,,,x32#hash_c7c1af8c,x32#hash_c7c203eb,hud_icon_loot_intel_01,,,,1,brloot_irradiated_watch,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_shipping_manifest,mission,4,1,8647,medium,100,,,,,x32#hash_14c,x32#hash_c7f0613c,hud_icon_loot_intel_01,,,,1,brloot_shipping_manifest,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_stronghold_intel,mission,4,1,8641,medium,100,,,,,x32#hash_14c,x32#hash_c7e0aa23,hud_icon_loot_intel_01,,,,1,brloot_stronghold_intel,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_faction_intel,mission,4,1,10444,medium,100,,,,,x32#hash_c7c1b7e2,x32#hash_14c,hud_icon_loot_intel_01,,,,1,brloot_faction_intel,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_black_mous_intel,mission,4,1,11079,medium,100,,,,,x32#hash_c7c1c6ac,x32#hash_14c,hud_icon_loot_intel_01,,,,1,brloot_black_mous_intel,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_crane_intel,mission,4,1,11199,medium,100,,,,,x32#hash_c7c1c738,x32#hash_14c,hud_icon_loot_intel_01,,,,1,brloot_crane_intel,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_caves_intel,mission,4,1,11197,medium,100,,,,,x32#hash_c7c1b017,x32#hash_c7e09bb7,hud_icon_loot_intel_01,,,,1,brloot_caves_intel,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_irradiated_drill,valuable,2,1,11201,small,50,,,,,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_loot_drill,,,,3,brloot_irradiated_drill,,,,,,,,,,,,,,3,,,ping_loot_valuable,ping_loot_confirm_valuable,,x32#hash_c7bbcaa8,0
item,brloot_geiger_note_1,note,4,1,11209,medium,100,,,,,x32#hash_c7c1b871,x32#hash_14c,hud_icon_loot_intel_01,,,,1,brloot_geiger_note_1,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7fcc3e4,0
item,brloot_geiger_note_2,note,4,1,11208,medium,100,,,,,x32#hash_c7c1b871,x32#hash_14c,hud_icon_loot_intel_01,,,,1,brloot_geiger_note_2,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7fcc39f,0
item,brloot_gps_tracker,mission,4,1,11200,medium,300,,,,,x32#hash_c7c1ab2a,x32#hash_c7c20531,hud_icon_loot_phone,,,,1,brloot_gps_tracker,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_tracking_device,mission,4,5,11206,medium,50,,,,,x32#hash_c7cb92fb,x32#hash_c7c1fe3c,hud_icon_loot_radio,,,,7,brloot_tracking_device,,,,,,,,,,,,,,7,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_system_architecture,mission,4,1,11263,medium,100,,,,,x32#hash_14c,x32#hash_c7e08bc6,hud_icon_loot_intel_01,,,,1,brloot_system_architecture,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_dogtag,dogtag,0,1,8516,nodrop,1000,,,,,x32#hash_c7c1b221,x32#hash_c7fa4087,hud_icon_loot_dog_tag,br_legendary_loot_pickup,,,,brloot_dogtag,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,ping_loot_confirm_player_dogtag,,x32#hash_c7bbcaa8,0
item,brloot_durable_loot,extractable,0,1,8606,medium&nodrop,,,,,,x32#hash_c7cb9481,x32#hash_c7c2045f,ui_mp_br_loot_icon_plunder_extract_balloon,br_legendary_loot_pickup,,,1,brloot_durable_loot,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,,,x32#hash_c7bbcaa8,0
item,brloot_weaponcase,weaponcase,0,1,8358,nodrop,2500,,,,,x32#hash_c7c1b483,x32#hash_14c,hud_icon_loot_squad_loot_box,br_legendary_loot_pickup,,,,brloot_weaponcase,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,ping_loot_confirm_weaponCase,,x32#hash_c7bbcaa8,0
item,brloot_gascan,gascan,0,1,8540,medium&not_in_containers,20,,,,,x32#hash_c7c1aac8,x32#hash_c7e0811c,hud_icon_loot_gas_can,iw9_br_pickup_gas_can,,,1,brloot_gascan,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_dead_agent_radio,radio,0,1,,nodrop,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loot_radio,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,ping_loot_generic,ping_radio_confirm,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_custom,perkpack,6,1,8584,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_sniper,perkpack,3,1,8401,small,,,,,,x32#hash_c7c1c19f,x32#hash_c7bbcaa8,hud_icon_loadout_sniper,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_commando,perkpack,3,1,8459,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_ninja,perkpack,2,1,8467,small,,,,,,x32#hash_c7c1c2b1,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_guerilla,perkpack,2,1,8607,small,,,,,,x32#hash_c7c1b54a,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_tacsupport,perkpack,2,1,8575,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_marksman,perkpack,2,1,8496,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_assassin,perkpack,3,1,8477,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_mobilesupport,perkpack,3,1,8364,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_silentwatch,perkpack,2,1,8422,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_tank,perkpack,3,1,8601,small,,,,,,x32#hash_c7c1c68e,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_commandoplus,perkpack,4,1,8450,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_assassinplus,perkpack,4,1,8593,small,,,,,,x32#hash_c7c1b301,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_mobilesupportplus,perkpack,4,1,8474,small,,,,,,x32#hash_c7c1c9c1,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_perkpack_sniperplus,perkpack,4,1,8446,small,,,,,,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_loadout_generic,,,,1,,,,,,,,,,,,,,,1,,brightGold,ping_loot_generic,ping_loot_confirm_generic,,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_me,weapon,10,,11355,medium&nodrop,,iw9_me_knife,brloot_weapon_generic_me,,,x32#hash_c7fa1d8e,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,0,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_pi,weapon,10,,11307,medium&nodrop,,iw9_pi_golf17,brloot_weapon_generic_pi,,,x32#hash_14c,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,1,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_sh,weapon,10,,11356,medium&nodrop,,iw9_sh_mbravo,brloot_weapon_generic_sh,,,x32#hash_c7c1b6ea,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,2,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_sm,weapon,10,,11338,medium&nodrop,,iw9_sm_mpapa5,brloot_weapon_generic_sm,,,x32#hash_14c,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,3,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_ar,weapon,10,,11354,medium&nodrop,,iw9_ar_mike4,brloot_weapon_generic_ar,,,x32#hash_14c,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,4,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_lm,weapon,10,,11303,medium&nodrop,,iw9_lm_ngolf7,brloot_weapon_generic_lm,,,x32#hash_14c,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,5,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_dm,weapon,10,,11329,medium&nodrop,,iw9_dm_sbeta,brloot_weapon_generic_dm,,,x32#hash_14c,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,6,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_sn,weapon,10,,11358,medium&nodrop,,iw9_sn_limax,brloot_weapon_generic_sn,,,x32#hash_c7c1b70f,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,7,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_la,weapon,10,,11351,medium&nodrop,,iw9_la_rpapa7,brloot_weapon_generic_la,,,x32#hash_c7fa1d80,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,8,x32#hash_c7bbcaa8,0
item,brloot_weapon_generic_kn,weapon,10,,11355,medium&nodrop,,iw9_me_knife,brloot_weapon_generic_kn,,,x32#hash_c7fa1d72,x32#hash_c7bbcaa8,icon_weapon_ar_mike4,,,,1,,,,,,,,,,,,,,,1,,,,,9,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_akilo_chemist_minion,weapon,2,,11305,large&loadout&nodrop,400,iw9_ar_akilo,,holo04+laserbox_hip04+stock_ar_tactical_p04,iw9_ar_akilo_mp+ammo_762s+bar_ar_long_p04+holo04+laserbox_hip04+mag_ar_p04+pgrip_p04+rec_akilo+selectsemi_akilo+stock_ar_tactical_p04,x32#hash_c7c1b0b9,x32#hash_c7bbcaa8,hud_icon_weapon_ar_akilo,,,,,,,,,,,,,,,,,,,,,,,,11,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_mike4_chemist,weapon,4,,11354,large&nodrop,400,iw9_ar_mike4,,grip_angled10+holotherm01+laserbox_hip04+silencer01_ar,iw9_ar_mike4_mp+ammo_556n+bar_ar_p01_mike4+grip_angled10+holotherm01+iw9_rec_mike4+iw9_selectsemi+laserbox_hip04+mag_ar_p01+pgrip_p01+silencer01_ar+stock_ar_p01_mike4,x32#hash_c7c1b0b9,x32#hash_14c,hud_icon_weapon_ar_mike4,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,12,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_msecho_chemist,weapon,4,,11357,large&loadout&nodrop,400,iw9_br_msecho,,grip_vert05_p01+hybridtherm01+laserbox_hip04+pgrip_aim_p01+silencer01_dm,iw9_br_msecho_mp+ammo_458s+bar_br_heavy_p01+grip_vert05_p01+hybridtherm01+laserbox_hip04+mag_br_p01+pgrip_aim_p01+rec_msecho+selectauto_msecho+silencer01_dm+stock_sn_p01_msecho,x32#hash_14c,x32#hash_c7bbcaa8,hud_icon_weapon_dm_msecho,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,13,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_schotel_comm,weapon,0,,11362,medium&battlerifle&noSpawn,400,iw9_ar_schotel,,,iw9_ar_schotel_mp+ammo_762n+bar_br_p05+ironsdefault_schotel+mag_br_p05+pgrip_p05+rec_schotel+selectsemi_schotel+stock_ar_p05,x32#hash_c7c1b0e4,x32#hash_c7e09ba7,hud_icon_weapon_ar_schotel,,,,,,,,,,,,,,,,,,,,,,,,105,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_schotel_unco,weapon,1,,11362,medium&battlerifle&noSpawn,400,iw9_ar_schotel,,bar_br_long_p05,iw9_ar_schotel_mp+ammo_762n+bar_br_long_p05+ironsdefault_schotel+mag_br_p05+pgrip_p05+rec_schotel+selectsemi_schotel+stock_ar_p05,x32#hash_c7c1b0e4,x32#hash_c7e09ba7,hud_icon_weapon_ar_schotel,,,,,,,,,,,,,,,,,,,,,,,,106,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_schotel_rare,weapon,2,,11362,medium&battlerifle&noSpawn,400,iw9_ar_schotel,,grip_angled09+laserbox_ads01,iw9_ar_schotel_mp+ammo_762n+bar_br_p05+grip_angled09+ironsdefault_schotel+laserbox_ads01+mag_br_p05+pgrip_p05+rec_schotel+selectsemi_schotel+stock_ar_p05,x32#hash_c7c1b0e4,x32#hash_c7e09ba7,hud_icon_weapon_ar_schotel,,,,,,,,,,,,,,,,,,,,,,,,107,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_schotel_epic,weapon,3,,11362,medium&battlerifle,400,iw9_ar_schotel,,comp_br_03+holo01+stock_ar_heavy_p05_schotel,iw9_ar_schotel_mp+ammo_762n+bar_br_p05+comp_br_03+holo01+mag_br_p05+pgrip_p05+rec_schotel+selectsemi_schotel+stock_ar_heavy_p05_schotel,x32#hash_c7c1b0e4,x32#hash_c7e09ba7,hud_icon_weapon_ar_schotel,,,,,,,,,,,,,,,,,,,,,,,,108,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_schotel_lege,weapon,4,,11362,medium&battlerifle,400,iw9_ar_schotel,,bar_br_long_p05+comp_br_06+grip_vert02+hybrid02+laserbox_ads03,iw9_ar_schotel_mp+ammo_762n+bar_br_long_p05+comp_br_06+grip_vert02+hybrid02+laserbox_ads03+mag_br_p05+pgrip_p05+rec_schotel+selectsemi_schotel+stock_ar_p05,x32#hash_c7c1b0e4,x32#hash_c7e09ba7,hud_icon_weapon_ar_schotel,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,109,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_golf3_comm,weapon,0,,11339,medium&battlerifle,400,iw9_ar_golf3,,,iw9_ar_golf3_mp+ammo_762n+bar_br_p02_golf3+ironsdefault_golf3+mag_br_p02_golf3+pgrip_br_p02+rec_golf3+selectauto_golf3+stock_ar_p02_golf3,x32#hash_c7c1b0e4,x32#hash_c7c20273,hud_icon_weapon_ar_golf3,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,111,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_golf3_unco,weapon,1,,11339,medium&battlerifle,400,iw9_ar_golf3,,stock_lm_p02_golf3,iw9_ar_golf3_mp+ammo_762n+bar_br_p02_golf3+ironsdefault_golf3+mag_br_p02_golf3+pgrip_br_p02+rec_golf3+selectauto_golf3+stock_lm_p02_golf3,x32#hash_c7c1b0e4,x32#hash_c7c20273,hud_icon_weapon_ar_golf3,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,112,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_golf3_rare,weapon,2,,11339,medium&battlerifle,400,iw9_ar_golf3,,grip_vert02+stock_lm_p02_golf3,iw9_ar_golf3_mp+ammo_762n+bar_br_p02_golf3+grip_vert02+ironsdefault_golf3+mag_br_p02_golf3+pgrip_br_p02+rec_golf3+selectauto_golf3+stock_lm_p02_golf3,x32#hash_c7c1b0e4,x32#hash_c7c20273,hud_icon_weapon_ar_golf3,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,113,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_golf3_epic,weapon,3,,11339,medium&battlerifle,400,iw9_ar_golf3,,breacher_br_01+grip_vert02+stock_lm_p02_golf3,iw9_ar_golf3_mp+ammo_762n+bar_br_p02_golf3+breacher_br_01+grip_vert02+ironsdefault_golf3+mag_br_p02_golf3+pgrip_br_p02+rec_golf3+selectauto_golf3+stock_lm_p02_golf3,x32#hash_c7c1b0e4,x32#hash_c7c20273,hud_icon_weapon_ar_golf3,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,114,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_golf3_lege,weapon,4,,11339,medium&battlerifle,400,iw9_ar_golf3,,arscope01+breacher_br_01+grip_vert02+mag_sn_large_p02_golf3+stock_lm_p02_golf3,iw9_ar_golf3_mp+ammo_762n+arscope01+bar_br_p02_golf3+breacher_br_01+grip_vert02+mag_sn_large_p02_golf3+pgrip_br_p02+rec_golf3+selectauto_golf3+stock_lm_p02_golf3,x32#hash_c7c1b0e4,x32#hash_c7c20273,hud_icon_weapon_ar_golf3,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,115,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_msecho_comm,weapon,0,,11357,medium&battlerifle,400,iw9_br_msecho,,,iw9_br_msecho_mp+ammo_458s+bar_ar_p01_msecho+ironsdefault_msecho+mag_br_p01+pgrip_p01+rec_msecho+selectauto_msecho+stock_sn_p01_msecho,x32#hash_c7c1b0e4,x32#hash_c7fa40bf,hud_icon_weapon_dm_msecho,,,,,,,,,,,,,,,,,,,,,,,,117,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_msecho_unco,weapon,1,,11357,medium&battlerifle,400,iw9_br_msecho,,laserbox_ads02,iw9_br_msecho_mp+ammo_458s+bar_ar_p01_msecho+ironsdefault_msecho+laserbox_ads02+mag_br_p01+pgrip_p01+rec_msecho+selectauto_msecho+stock_sn_p01_msecho,x32#hash_c7c1b0e4,x32#hash_c7fa40bf,hud_icon_weapon_dm_msecho,,,,,,,,,,,,,,,,,,,,,,,,118,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_msecho_rare,weapon,2,,11357,medium&battlerifle,400,iw9_br_msecho,,laserbox_ads02+mag_br_small_p01,iw9_br_msecho_mp+ammo_458s+bar_ar_p01_msecho+ironsdefault_msecho+laserbox_ads02+mag_br_small_p01+pgrip_p01+rec_msecho+selectauto_msecho+stock_sn_p01_msecho,x32#hash_c7c1b0e4,x32#hash_c7fa40bf,hud_icon_weapon_dm_msecho,,,,,,,,,,,,,,,,,,,,,,,,119,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_msecho_epic,weapon,3,,11357,medium&battlerifle,400,iw9_br_msecho,,grip_vertshort01+laserbox_ads02+mag_br_small_p01,iw9_br_msecho_mp+ammo_458s+bar_ar_p01_msecho+grip_vertshort01+ironsdefault_msecho+laserbox_ads02+mag_br_small_p01+pgrip_p01+rec_msecho+selectauto_msecho+stock_sn_p01_msecho,x32#hash_c7c1b0e4,x32#hash_c7fa40bf,hud_icon_weapon_dm_msecho,,,,,,,,,,,,,,,,,,,,,,,,120,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_msecho_lege,weapon,4,,11357,medium&battlerifle,400,iw9_br_msecho,,flash_dm_03+grip_vertshort01+laserbox_ads02+mag_br_large_p01+stock_ar_p01_msecho,iw9_br_msecho_mp+ammo_458s+bar_ar_p01_msecho+flash_dm_03+grip_vertshort01+ironsdefault_msecho+laserbox_ads02+mag_br_large_p01+pgrip_p01+rec_msecho+selectauto_msecho+stock_ar_p01_msecho,x32#hash_c7c1b0e4,x32#hash_c7fa40bf,hud_icon_weapon_dm_msecho,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,121,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_soscar14_comm,weapon,0,,11336,medium&battlerifle&noSpawn,400,iw9_br_soscar14,,,iw9_br_soscar14_mp+ammo_762n+bar_br_p18_soscar14+ironsdefault_soscar14+mag_br_p18_soscar14+rec_soscar14+selectauto_soscar+stockr_dm_p18,x32#hash_c7c1b0e4,x32#hash_14c,hud_icon_weapon_br_soscar14,,,,,,,,,,,,,,,,,,,,,,,,123,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_soscar14_unco,weapon,1,,11336,medium&battlerifle&noSpawn,400,iw9_br_soscar14,,bar_br_heavy_p18_soscar14,iw9_br_soscar14_mp+ammo_762n+bar_br_heavy_p18_soscar14+ironsdefault_soscar14+mag_br_p18_soscar14+rec_soscar14+selectauto_soscar+stockr_dm_p18,x32#hash_c7c1b0e4,x32#hash_14c,hud_icon_weapon_br_soscar14,,,,,,,,,,,,,,,,,,,,,,,,124,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_soscar14_rare,weapon,2,,11336,medium&battlerifle,400,iw9_br_soscar14,,comp_br_04+iw9_minireddot04_tall,iw9_br_soscar14_mp+ammo_762n+bar_br_p18_soscar14+comp_br_04+iw9_minireddot04_tall+mag_br_p18_soscar14+rec_soscar14+selectauto_soscar+stockr_dm_p18,x32#hash_c7c1b0e4,x32#hash_14c,hud_icon_weapon_br_soscar14,,,,,,,,,,,,,,,,,,,,,,,,125,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_soscar14_epic,weapon,3,,11336,medium&battlerifle,400,iw9_br_soscar14,,ammo_762n_ap+grip_angled13+holo04,iw9_br_soscar14_mp+ammo_762n_ap+bar_br_p18_soscar14+grip_angled13+holo04+mag_br_p18_soscar14+rec_soscar14+selectauto_soscar+stockr_dm_p18,x32#hash_c7c1b0e4,x32#hash_14c,hud_icon_weapon_br_soscar14,,,,,,,,,,,,,,,,,,,,,,,,126,x32#hash_c7bbcaa8,0
item,brloot_weapon_br_soscar14_lege,weapon,4,,11336,medium&surpressed&br,400,iw9_br_soscar14,,bar_br_heavy_p18_soscar14+grip_angled09+hybrid02+mag_br_large_p18+silencer05_br,iw9_br_soscar14_mp+ammo_762n+bar_br_heavy_p18_soscar14+grip_angled09+hybrid02+mag_br_large_p18+rec_soscar14+selectauto_soscar+silencer05_br+stockr_dm_p18,x32#hash_c7c1b0e4,x32#hash_14c,hud_icon_weapon_br_soscar14,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,127,x32#hash_c7bbcaa8,0
item,brloot_weapon_la_gromeo_epic,weapon,3,,11344,large&la,,iw9_la_gromeo,,,iw9_la_gromeo_mp+dynamic_null_gromeo+iw9_lnchrscope_gromeo+rec_gromeo,x32#hash_14c,x32#hash_c7fa402e,icon_weapon_iw9_la_gromeo,,,,,,,,,,,,,,,,,,,,,,,,129,x32#hash_c7bbcaa8,0
item,brloot_weapon_la_juliet_epic,weapon,3,,11337,large&la,,iw9_la_juliet,,,iw9_la_juliet_mp+dynamic_null_juliette+iw9_lnchrscope_juliet+rec_juliet,x32#hash_14c,x32#hash_c7e04d4c,icon_weapon_iw9_la_juliet,,,,,,,,,,,,,,,,,,,,,,,,131,x32#hash_c7bbcaa8,0
