string,string,localized,localized,string,string,string,string,string
2028,iw9_ch_gs_pi_golf21_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|6|9|12|15|18|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1853,iw9_ch_gs_pi_golf21_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
2745,iw9_ch_gs_pi_golf21_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1013,iw9_ch_gs_pi_golf21_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
3084,iw9_ch_gs_pi_golf21_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
2748,iw9_ch_gs_pi_mike1911_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
241,iw9_ch_gs_pi_mike1911_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
658,iw9_ch_gs_pi_mike1911_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,2|5|8|10|15|20|25|30|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
208,iw9_ch_gs_pi_mike1911_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,1|3|6|9|12|16|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1791,iw9_ch_gs_pi_mike1911_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,1|3|6|9|12|16|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
620,iw9_ch_gs_pi_mike1911_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|6|9|12|15|18|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1728,iw9_ch_gs_pi_mike1911_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1928,iw9_ch_gs_pi_mike1911_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
477,iw9_ch_gs_pi_mike1911_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1742,iw9_ch_gs_pi_mike1911_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1877,iw9_ch_gs_pi_papa320_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
4090,iw9_ch_gs_pi_papa320_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
508,iw9_ch_gs_pi_papa320_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,2|5|8|10|15|20|25|30|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1945,iw9_ch_gs_pi_papa320_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,1|3|6|9|12|16|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
2624,iw9_ch_gs_pi_papa320_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,1|3|6|9|12|16|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
3132,iw9_ch_gs_pi_papa320_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|6|9|12|15|18|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1942,iw9_ch_gs_pi_papa320_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
2969,iw9_ch_gs_pi_papa320_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
759,iw9_ch_gs_pi_papa320_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
400,iw9_ch_gs_pi_papa320_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,100|100|100|150|150|200|250|375|500,,
1996,iw9_ch_gs_sh_charlie725_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,20|40|60|80|120|180|240|320|400,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
4002,iw9_ch_gs_sh_charlie725_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
482,iw9_ch_gs_sh_charlie725_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
2616,iw9_ch_gs_sh_charlie725_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_POINTBLANK_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1934,iw9_ch_gs_sh_charlie725_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
2858,iw9_ch_gs_sh_charlie725_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|35|50|70|100|140|180|225,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
3806,iw9_ch_gs_sh_charlie725_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|5|7|10|13|17|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1892,iw9_ch_gs_sh_charlie725_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,1|3|5|7|10|15|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
417,iw9_ch_gs_sh_charlie725_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1070,iw9_ch_gs_sh_charlie725_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|9|12|15|19|24|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
2639,iw9_ch_gs_sh_dpapa12_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,20|40|60|80|120|180|240|320|400,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
4005,iw9_ch_gs_sh_dpapa12_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
4089,iw9_ch_gs_sh_dpapa12_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
3854,iw9_ch_gs_sh_dpapa12_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_POINTBLANK_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1924,iw9_ch_gs_sh_dpapa12_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
804,iw9_ch_gs_sh_dpapa12_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|35|50|70|100|140|180|225,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1931,iw9_ch_gs_sh_dpapa12_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|5|7|10|13|17|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1775,iw9_ch_gs_sh_dpapa12_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,1|3|5|7|10|15|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
922,iw9_ch_gs_sh_dpapa12_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
206,iw9_ch_gs_sh_dpapa12_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|9|12|15|19|24|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
406,iw9_ch_gs_sh_oscar12_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,20|40|60|80|120|180|240|320|400,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1702,iw9_ch_gs_sh_oscar12_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
750,iw9_ch_gs_sh_oscar12_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
448,iw9_ch_gs_sh_oscar12_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_POINTBLANK_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
328,iw9_ch_gs_sh_oscar12_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
2978,iw9_ch_gs_sh_oscar12_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|35|50|70|100|140|180|225,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
160,iw9_ch_gs_sh_oscar12_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|5|7|10|13|17|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
375,iw9_ch_gs_sh_oscar12_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,1|3|5|7|10|15|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
355,iw9_ch_gs_sh_oscar12_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
2809,iw9_ch_gs_sh_oscar12_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|9|12|15|19|24|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
3882,iw9_ch_gs_sh_romeo870_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,20|40|60|80|120|180|240|320|400,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1970,iw9_ch_gs_sh_romeo870_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
363,iw9_ch_gs_sh_romeo870_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,3|6|9|12|15|25|35|50|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1811,iw9_ch_gs_sh_romeo870_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_POINTBLANK_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
761,iw9_ch_gs_sh_romeo870_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,2|4|7|10|15|20|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
2813,iw9_ch_gs_sh_romeo870_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|35|50|70|100|140|180|225,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
3879,iw9_ch_gs_sh_romeo870_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|5|7|10|13|17|21|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1884,iw9_ch_gs_sh_romeo870_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,1|3|5|7|10|15|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
878,iw9_ch_gs_sh_romeo870_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
1923,iw9_ch_gs_sh_romeo870_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|9|12|15|19|24|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|375|500|625,,
176,iw9_ch_gs_sm_augolf_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|225|300|400|500,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
31,iw9_ch_gs_sm_augolf_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|30|45|60|80|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1849,iw9_ch_gs_sm_augolf_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|25|35|50|70|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
698,iw9_ch_gs_sm_augolf_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|30|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
72,iw9_ch_gs_sm_augolf_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3894,iw9_ch_gs_sm_augolf_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2895,iw9_ch_gs_sm_augolf_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
353,iw9_ch_gs_sm_augolf_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|5|10|15|20|25|30|35|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
768,iw9_ch_gs_sm_augolf_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1103,iw9_ch_gs_sm_augolf_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
816,iw9_ch_gs_sm_beta_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|225|300|400|500,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
120,iw9_ch_gs_sm_beta_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|30|45|60|80|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
562,iw9_ch_gs_sm_beta_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|25|35|50|70|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3139,iw9_ch_gs_sm_beta_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|30|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
712,iw9_ch_gs_sm_beta_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
338,iw9_ch_gs_sm_beta_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3845,iw9_ch_gs_sm_beta_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
4124,iw9_ch_gs_sm_beta_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|5|10|15|20|25|30|35|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2600,iw9_ch_gs_sm_beta_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3820,iw9_ch_gs_sm_beta_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
4092,iw9_ch_gs_sm_mpapa5_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|225|300|400|500,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
4078,iw9_ch_gs_sm_mpapa5_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|30|45|60|80|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
48,iw9_ch_gs_sm_mpapa5_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|25|35|50|70|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2716,iw9_ch_gs_sm_mpapa5_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|30|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
351,iw9_ch_gs_sm_mpapa5_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1037,iw9_ch_gs_sm_mpapa5_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1800,iw9_ch_gs_sm_mpapa5_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2836,iw9_ch_gs_sm_mpapa5_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|5|10|15|20|25|30|35|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3927,iw9_ch_gs_sm_mpapa5_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2783,iw9_ch_gs_sm_mpapa5_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
498,iw9_ch_gs_sm_mpapa7_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|225|300|400|500,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
4003,iw9_ch_gs_sm_mpapa7_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|30|45|60|80|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
568,iw9_ch_gs_sm_mpapa7_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|25|35|50|70|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3833,iw9_ch_gs_sm_mpapa7_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|30|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2693,iw9_ch_gs_sm_mpapa7_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1107,iw9_ch_gs_sm_mpapa7_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3886,iw9_ch_gs_sm_mpapa7_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
231,iw9_ch_gs_sm_mpapa7_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|5|10|15|20|25|30|35|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
