string,localized_a,localized_a,string,string,string,string,string,localized_a,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,localized_a,string,string,string,string,string,int,int,string,string,string,int,int,int,int,string
mgl_private_br_mini_trio,a&PLAYLIST/MOBILE_BR_MINI_BR_NAME,a&PLAYLIST/MOBILE_BR_MINI_BR_DESC,icon_mode_wz_br_trios,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brMiniTrio,mgl_brMiniTrio.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br03,mgl_ui_playlistcard_br03,1,0,3,25,78,jup_mp_splash_message_mountain_topo
mgl_private_br_mini_triofast,a&PLAYLIST/MOBILE_BR_FAST_MINI_BR_NAME,a&PLAYLIST/MOBILE_BR_FAST_MINI_BR_DESC,icon_mode_wz_br_trios,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brMiniTrioFast,mgl_brMiniTrioFast.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br03,mgl_ui_playlistcard_br03,1,0,3,25,45,jup_mp_splash_message_mountain_topo
mgl_private_br_mini_quad,a&PLAYLIST/MOBILE_BR_MINI_BR_NAME,a&PLAYLIST/MOBILE_BR_MINI_BR_DESC,icon_mode_wz_br_quads,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brMiniQuad,mgl_brMiniQuad.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br04,mgl_ui_playlistcard_br04,1,0,4,25,76,jup_mp_splash_message_mountain_topo
mgl_private_br_mini_quadfast,a&PLAYLIST/MOBILE_BR_FAST_MINI_BR_NAME,a&PLAYLIST/MOBILE_BR_FAST_MINI_BR_DESC,icon_mode_wz_br_quads,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brMiniQuadFast,mgl_brMiniQuadFast.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br04,mgl_ui_playlistcard_br04,1,0,4,25,44,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_solo,a&PLAYLIST/MOBILE_BR_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_STARDARD_BR_DESC,icon_mode_wz_br,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundSolo,mgl_brplundSolo.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br01,mgl_ui_playlistcard_br01,1,0,1,25,120,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_solofast,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_DESC,icon_mode_wz_br,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundSoloFast,mgl_brplundSoloFast.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br01,mgl_ui_playlistcard_br01,1,0,1,25,100,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_duo,a&PLAYLIST/MOBILE_BR_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_STARDARD_BR_DESC,icon_mode_wz_br_duos,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundDuo,mgl_brplundDuo.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br02,mgl_ui_playlistcard_br02,1,0,2,25,120,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_duofast,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_DESC,icon_mode_wz_br_duos,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundDuoFast,mgl_brplundDuoFast.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br02,mgl_ui_playlistcard_br02,1,0,2,25,100,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_trio,a&PLAYLIST/MOBILE_BR_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_STARDARD_BR_DESC,icon_mode_wz_br_trios,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplund,mgl_brplund.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br03,mgl_ui_playlistcard_br03,1,0,3,25,120,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_triofast,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_DESC,icon_mode_wz_br_trios,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundTrioFast,mgl_brplundTrioFast.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br03,mgl_ui_playlistcard_br03,1,0,3,25,99,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_quad,a&PLAYLIST/MOBILE_BR_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_STARDARD_BR_DESC,icon_mode_wz_br_quads,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundQuad,mgl_brplundQuad.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br04,mgl_ui_playlistcard_br04,1,0,4,25,120,jup_mp_splash_message_mountain_topo
mgl_private_br_plund_quadfast,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_NAME,a&PLAYLIST/MOBILE_BR_FAST_STARDARD_BR_DESC,icon_mode_wz_br_quads,0,0,MGL_BattleRoyale,0,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/DM_HINT,a&OBJECTIVES/DM_HINT,0,0,icon_mp_mode_arena_hcore,icon_mp_mode_tdm_realism,1,0,2.5,0,1,20,0,icon_mode_mp_arena,a&LUA_MENU_MP/CDL_DOM_NAME,mgl_brplundQuadFast,mgl_brplundQuadFast.cfg,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,mgl_ui_playlistcard_br04,mgl_ui_playlistcard_br04,1,0,4,25,100,jup_mp_splash_message_mountain_topo
warrior,a&LUA_MENU_MP/WARRIOR,a&LUA_MENU_MP/WARRIOR_DESC,icon_mode_mp_tdm,0,1,Alternate,mp_farm_18,a&LUA_MENU/WARGAME_DEATHMATCH,a&OBJECTIVES/WARRIOR_HINT,a&OBJECTIVES/WARRIOR_HINT,0,1,icon_mode_mp_tdm,icon_mode_mp_tdm,1,1,1,0,1,60,11,icon_mode_mp_tdm,a&LUA_MENU_MP/CDL_DOM_NAME,,,,hud_splash_gamemode_mountain,hud_splash_gamemode_mountain_topo,0,0,menu_keyart_dmz_layer_00,menu_keyart_dmz_layer_01,,0,0,0,0,jup_mp_splash_message_mountain_topo
