string,string,localized_a,localized_a,string,string,string,string,string,string,string,string
19912,iw9_dm_mike24_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,18721
19979,iw9_dm_mike24_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_IW9,4,43261,,,,,,19443|19577|19711|19845
21858,iw9_dm_mike24_base_camos_ob_unlock,a&,a&,1|5|10|13,,,,,,,
18774,iw9_dm_sa700_camo_ob_1,a&JUP_OB_CAMO_NAMES/IW9_DMR_SA700_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,43993,1000,,,,iw9_dm_sa700_base_camos_ob_unlock,
18841,iw9_dm_sa700_camo_ob_2,a&JUP_OB_CAMO_NAMES/IW9_DMR_SA700_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/GENERAL_CONSECUTIVE_KILLS_NO_DAMAGE,10,43999,1500,,,,iw9_dm_sa700_base_camos_ob_unlock,
18908,iw9_dm_sa700_camo_ob_3,a&JUP_OB_CAMO_NAMES/IW9_DMR_SA700_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/HUNTER_MANGLER_KILLS,10,44091,2000,,,,iw9_dm_sa700_base_camos_ob_unlock,
18975,iw9_dm_sa700_camo_ob_4,a&JUP_OB_CAMO_NAMES/IW9_DMR_SA700_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_KILLS_WITH_FOUR_PERKS,250,43903,2500,,,,iw9_dm_sa700_base_camos_ob_unlock,
19042,iw9_dm_sa700_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,45534,4000,,,,iw9_dm_sa700_camo_ob_gold_unlock,
19109,iw9_dm_sa700_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,18774|18841|18908|18975
19176,iw9_dm_sa700_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45615,5000,,,,iw9_dm_sa700_camo_plat_unlock_ob,
19243,iw9_dm_sa700_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,19042|18729
19310,iw9_dm_sa700_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45696,7500,,,,iw9_dm_sa700_camo_dama_unlock_ob,
19377,iw9_dm_sa700_camo_dama_unlock_ob,a&,a&,2,,,,,,,19176|18713
19444,iw9_dm_sa700_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_IW9,300,41612+42292,4000,,,,iw9_dm_sa700_camo_mastery_gold_unlock_ob,
19511,iw9_dm_sa700_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19042
19578,iw9_dm_sa700_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_IW9,600,41706+42120,5000,,,,iw9_dm_sa700_camo_mastery_plat_unlock_ob,
19645,iw9_dm_sa700_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19176
19712,iw9_dm_sa700_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_IW9,900,41518+42413,7500,,,,iw9_dm_sa700_camo_mastery_dama_unlock_ob,
19779,iw9_dm_sa700_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19310
19846,iw9_dm_sa700_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_IW9,1200,41420+43409,10000,,,,iw9_dm_sa700_camo_mastery_orion_unlock_ob,
19913,iw9_dm_sa700_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,18721
19980,iw9_dm_sa700_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_IW9,4,43282,,,,,,19444|19578|19712|19846
21860,iw9_dm_sa700_base_camos_ob_unlock,a&,a&,1|7|13|19,,,,,,,
18775,iw9_dm_xmike2010_camo_ob_1,a&JUP_OB_CAMO_NAMES/IW9_DMR_XMIKE2010_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,44060,1000,,,,iw9_dm_xmike2010_base_camos_ob_unlock,
18842,iw9_dm_xmike2010_camo_ob_2,a&JUP_OB_CAMO_NAMES/IW9_DMR_XMIKE2010_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_FIELD_UPGRADE_KILLS,100,44003,1500,,,,iw9_dm_xmike2010_base_camos_ob_unlock,
18909,iw9_dm_xmike2010_camo_ob_3,a&JUP_OB_CAMO_NAMES/IW9_DMR_XMIKE2010_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/GENERAL_CONSECUTIVE_KILLS_NO_DAMAGE,10,43958,2000,,,,iw9_dm_xmike2010_base_camos_ob_unlock,
18976,iw9_dm_xmike2010_camo_ob_4,a&JUP_OB_CAMO_NAMES/IW9_DMR_XMIKE2010_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/HUNTER_DISCIPLE_KILLS,10,43977,2500,,,,iw9_dm_xmike2010_base_camos_ob_unlock,
25611,iw9_sn_xmike2010_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,,4000,,,,iw9_dm_xmike2010_camo_ob_gold_unlock,
19110,iw9_dm_xmike2010_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,18775|18842|18909|18976
19177,iw9_dm_xmike2010_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45632,5000,,,,iw9_dm_xmike2010_camo_plat_unlock_ob,
19244,iw9_dm_xmike2010_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,25611|18729
19311,iw9_dm_xmike2010_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45713,7500,,,,iw9_dm_xmike2010_camo_dama_unlock_ob,
19378,iw9_dm_xmike2010_camo_dama_unlock_ob,a&,a&,2,,,,,,,19177|18713
19445,iw9_dm_xmike2010_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_IW9,300,41614+42294,4000,,,,iw9_dm_xmike2010_camo_mastery_gold_unlock_ob,
19512,iw9_dm_xmike2010_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,25611
19579,iw9_dm_xmike2010_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_IW9,600,41708+42122,5000,,,,iw9_dm_xmike2010_camo_mastery_plat_unlock_ob,
19646,iw9_dm_xmike2010_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19177
19713,iw9_dm_xmike2010_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_IW9,900,41520+42415,7500,,,,iw9_dm_xmike2010_camo_mastery_dama_unlock_ob,
19780,iw9_dm_xmike2010_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19311
19847,iw9_dm_xmike2010_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_IW9,1200,41422+43411,10000,,,,iw9_dm_xmike2010_camo_mastery_orion_unlock_ob,
19914,iw9_dm_xmike2010_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,18721
19981,iw9_dm_xmike2010_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_IW9,4,43317,,,,,,19445|19579|19713|19847
21864,iw9_dm_xmike2010_base_camos_ob_unlock,a&,a&,1|6|12|17,,,,,,,
18776,iw9_dm_la700_camo_ob_1,a&JUP_OB_CAMO_NAMES/IW9_DMR_LA700_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,43784,1000,,,,iw9_dm_la700_base_camos_ob_unlock,
18843,iw9_dm_la700_camo_ob_2,a&JUP_OB_CAMO_NAMES/IW9_DMR_LA700_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/GENERAL_ONESHOT_THREE_KILLS,30,43948,1500,,,,iw9_dm_la700_base_camos_ob_unlock,
18910,iw9_dm_la700_camo_ob_3,a&JUP_OB_CAMO_NAMES/IW9_DMR_LA700_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_DAMAGE_FROST,250,44073,2000,,,,iw9_dm_la700_base_camos_ob_unlock,
18977,iw9_dm_la700_camo_ob_4,a&JUP_OB_CAMO_NAMES/IW9_DMR_LA700_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_KILLS_WITH_FOUR_PERKS,250,43859,2500,,,,iw9_dm_la700_base_camos_ob_unlock,
25610,iw9_sn_la700_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,,4000,,,,iw9_dm_la700_camo_ob_gold_unlock,
19111,iw9_dm_la700_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,18776|18843|18910|18977
19178,iw9_dm_la700_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45585,5000,,,,iw9_dm_la700_camo_plat_unlock_ob,
19245,iw9_dm_la700_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,25610|18729
19312,iw9_dm_la700_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45666,7500,,,,iw9_dm_la700_camo_dama_unlock_ob,
19379,iw9_dm_la700_camo_dama_unlock_ob,a&,a&,2,,,,,,,19178|18713
19446,iw9_dm_la700_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_IW9,300,41615+42295,4000,,,,iw9_dm_la700_camo_mastery_gold_unlock_ob,
19513,iw9_dm_la700_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,25610
19580,iw9_dm_la700_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_IW9,600,41709+42123,5000,,,,iw9_dm_la700_camo_mastery_plat_unlock_ob,
19647,iw9_dm_la700_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19178
19714,iw9_dm_la700_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_IW9,900,41521+42416,7500,,,,iw9_dm_la700_camo_mastery_dama_unlock_ob,
19781,iw9_dm_la700_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19312
19848,iw9_dm_la700_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_IW9,1200,41423+43412,10000,,,,iw9_dm_la700_camo_mastery_orion_unlock_ob,
19915,iw9_dm_la700_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,18721
19982,iw9_dm_la700_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_IW9,4,43239,,,,,,19446|19580|19714|19848
21856,iw9_dm_la700_base_camos_ob_unlock,a&,a&,1|7|14|20,,,,,,,
18777,iw9_sn_mromeo_camo_ob_1,a&JUP_OB_CAMO_NAMES/IW9_SN_MROMEO_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,43978,1000,,,,iw9_sn_mromeo_base_camos_ob_unlock,
18844,iw9_sn_mromeo_camo_ob_2,a&JUP_OB_CAMO_NAMES/IW9_SN_MROMEO_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_DAMAGE_ELECTRIC,250,43935,1500,,,,iw9_sn_mromeo_base_camos_ob_unlock,
18911,iw9_sn_mromeo_camo_ob_3,a&JUP_OB_CAMO_NAMES/IW9_SN_MROMEO_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/GENERAL_ONESHOT_THREE_KILLS,30,43836,2000,,,,iw9_sn_mromeo_base_camos_ob_unlock,
18978,iw9_sn_mromeo_camo_ob_4,a&JUP_OB_CAMO_NAMES/IW9_SN_MROMEO_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/HUNTER_MERCENARY_KILLS,50,44019,2500,,,,iw9_sn_mromeo_base_camos_ob_unlock,
19045,iw9_sn_mromeo_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,45521,4000,,,,iw9_sn_mromeo_camo_ob_gold_unlock,
19112,iw9_sn_mromeo_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,18777|18844|18911|18978
19179,iw9_sn_mromeo_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45602,5000,,,,iw9_sn_mromeo_camo_plat_unlock_ob,
19246,iw9_sn_mromeo_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,19045|18731
19313,iw9_sn_mromeo_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45683,7500,,,,iw9_sn_mromeo_camo_dama_unlock_ob,
19380,iw9_sn_mromeo_camo_dama_unlock_ob,a&,a&,2,,,,,,,19179|18713
19447,iw9_sn_mromeo_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_IW9,300,41611+42291,4000,,,,iw9_sn_mromeo_camo_mastery_gold_unlock_ob,
19514,iw9_sn_mromeo_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19045
19581,iw9_sn_mromeo_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_IW9,600,41705+42119,5000,,,,iw9_sn_mromeo_camo_mastery_plat_unlock_ob,
19648,iw9_sn_mromeo_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19179
19715,iw9_sn_mromeo_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_IW9,900,41517+42412,7500,,,,iw9_sn_mromeo_camo_mastery_dama_unlock_ob,
19782,iw9_sn_mromeo_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19313
19849,iw9_sn_mromeo_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_IW9,1200,41419+43408,10000,,,,iw9_sn_mromeo_camo_mastery_orion_unlock_ob,
19916,iw9_sn_mromeo_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,18721
19983,iw9_sn_mromeo_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_IW9,4,43265,,,,,,19447|19581|19715|19849
21908,iw9_sn_mromeo_base_camos_ob_unlock,a&,a&,1|9|17|25,,,,,,,
18778,iw9_sn_limax_camo_ob_1,a&JUP_OB_CAMO_NAMES/IW9_SN_LIMAX_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,44014,1000,,,,iw9_sn_limax_base_camos_ob_unlock,
18845,iw9_sn_limax_camo_ob_2,a&JUP_OB_CAMO_NAMES/IW9_SN_LIMAX_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/HUNTER_CRITICAL_KILLS,200,43835,1500,,,,iw9_sn_limax_base_camos_ob_unlock,
18912,iw9_sn_limax_camo_ob_3,a&JUP_OB_CAMO_NAMES/IW9_SN_LIMAX_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_DAMAGE_TOXIC,250,43798,2000,,,,iw9_sn_limax_base_camos_ob_unlock,
18979,iw9_sn_limax_camo_ob_4,a&JUP_OB_CAMO_NAMES/IW9_SN_LIMAX_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/GENERAL_SINGLE_MATCH_KILLS,100,44025,2500,,,,iw9_sn_limax_base_camos_ob_unlock,
19046,iw9_sn_limax_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,45505,4000,,,,iw9_sn_limax_camo_ob_gold_unlock,
19113,iw9_sn_limax_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,18778|18845|18912|18979
19180,iw9_sn_limax_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45586,5000,,,,iw9_sn_limax_camo_plat_unlock_ob,
19247,iw9_sn_limax_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,19046|18731
19314,iw9_sn_limax_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45667,7500,,,,iw9_sn_limax_camo_dama_unlock_ob,
19381,iw9_sn_limax_camo_dama_unlock_ob,a&,a&,2,,,,,,,19180|18713
19448,iw9_sn_limax_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_IW9,300,41610+42290,4000,,,,iw9_sn_limax_camo_mastery_gold_unlock_ob,
19515,iw9_sn_limax_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19046
19582,iw9_sn_limax_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_IW9,600,41704+42118,5000,,,,iw9_sn_limax_camo_mastery_plat_unlock_ob,
19649,iw9_sn_limax_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19180
19716,iw9_sn_limax_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_IW9,900,41516+42411,7500,,,,iw9_sn_limax_camo_mastery_dama_unlock_ob,
19783,iw9_sn_limax_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19314
19850,iw9_sn_limax_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_IW9,1200,41418+43407,10000,,,,iw9_sn_limax_camo_mastery_orion_unlock_ob,
19917,iw9_sn_limax_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,18721
19984,iw9_sn_limax_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_IW9,4,43243,,,,,,19448|19582|19716|19850
21907,iw9_sn_limax_base_camos_ob_unlock,a&,a&,1|8|15|22,,,,,,,
18779,iw9_sn_alpha50_camo_ob_1,a&JUP_OB_CAMO_NAMES/IW9_SN_ALPHA50_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,43865,1000,,,,iw9_sn_alpha50_base_camos_ob_unlock,
18846,iw9_sn_alpha50_camo_ob_2,a&JUP_OB_CAMO_NAMES/IW9_SN_ALPHA50_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/HUNTER_CRITICAL_KILLS,200,43950,1500,,,,iw9_sn_alpha50_base_camos_ob_unlock,
18913,iw9_sn_alpha50_camo_ob_3,a&JUP_OB_CAMO_NAMES/IW9_SN_ALPHA50_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_DAMAGE_FROST,250,44111,2000,,,,iw9_sn_alpha50_base_camos_ob_unlock,
18980,iw9_sn_alpha50_camo_ob_4,a&JUP_OB_CAMO_NAMES/IW9_SN_ALPHA50_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/GENERAL_FULL_ATTACHMENT_KILLS,250,43819,2500,,,,iw9_sn_alpha50_base_camos_ob_unlock,
19047,iw9_sn_alpha50_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,45479,4000,,,,iw9_sn_alpha50_camo_ob_gold_unlock,
19114,iw9_sn_alpha50_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,18779|18846|18913|18980
19181,iw9_sn_alpha50_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45560,5000,,,,iw9_sn_alpha50_camo_plat_unlock_ob,
19248,iw9_sn_alpha50_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,19047|18731
19315,iw9_sn_alpha50_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_IW9,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45641,7500,,,,iw9_sn_alpha50_camo_dama_unlock_ob,
19382,iw9_sn_alpha50_camo_dama_unlock_ob,a&,a&,2,,,,,,,19181|18713
19449,iw9_sn_alpha50_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_IW9,300,41597+42278,4000,,,,iw9_sn_alpha50_camo_mastery_gold_unlock_ob,
19516,iw9_sn_alpha50_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19047
19583,iw9_sn_alpha50_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_IW9,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_IW9,600,41691+42105,5000,,,,iw9_sn_alpha50_camo_mastery_plat_unlock_ob,
19650,iw9_sn_alpha50_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,1,,,,,,,19181
