string,string,string,string,string,string,string,string,localized_a,string,string,localized_a,string,localized_a,int
8568,loot_key_fishing_shack_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/FISH_SHACK_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
8464,loot_key_mountain_top,1,0,0,0,,,a&MP_DMZ_LOCKS/MOUNTAIN_TOP_ROOM_KEY_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
8494,loot_key_mountain_top_used,1,0,0,0,,,a&MP_DMZ_LOCKS/MOUNTAIN_TOP_ROOM_KEY_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
8412,loot_key_mountain_top_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/MOUNTAIN_TOP_ROOM_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
8555,loot_key_spotters_view,1,0,0,0,,,a&MP_DMZ_LOCKS/SPOTTERS_VIEW_KEY_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
8603,loot_key_spotters_view_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SPOTTERS_VIEW_KEY_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
8402,loot_key_spotters_view_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SPOTTERS_VIEW_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
8383,loot_key_grocery_office,1,0,0,0,,,a&MP_DMZ_LOCKS/GROCERY_OFFICE_KEY_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
8466,loot_key_grocery_office_used,1,0,0,0,,,a&MP_DMZ_LOCKS/GROCERY_OFFICE_KEY_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
8399,loot_key_grocery_office_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/GROCERY_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
8357,loot_key_neigh_storage_room,1,0,0,0,,,a&MP_DMZ_LOCKS/NEIGH_STORAGE_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
8478,loot_key_neigh_storage_room_used,1,0,0,0,,,a&MP_DMZ_LOCKS/NEIGH_STORAGE_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
8392,loot_key_neigh_storage_room_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/NEIGH_STORAGE_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
24679,loot_key_biobunker_boss_a,1,0,0,0,,,a&MP_BIOBUNKER/BOSS_KEY_A_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
24680,loot_key_biobunker_boss_b,1,0,0,0,,,a&MP_BIOBUNKER/BOSS_KEY_B_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
24681,loot_key_biobunker_water_a,1,0,0,0,,,a&MP_BIOBUNKER/WATER_KEY_A_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
24682,loot_key_biobunker_water_b,1,0,0,0,,,a&MP_BIOBUNKER/WATER_KEY_B_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
24683,loot_key_biobunker_rad_a,1,0,0,0,,,a&MP_BIOBUNKER/RAD_KEY_A_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
24684,loot_key_biobunker_rad_b,1,0,0,0,,,a&MP_BIOBUNKER/RAD_KEY_B_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
24685,loot_key_biobunker_hub_a,1,0,0,0,,,a&MP_BIOBUNKER/HUB_KEY_A_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
24686,loot_key_biobunker_hub_b,1,0,0,0,,,a&MP_BIOBUNKER/HUB_KEY_B_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
24687,loot_key_biobunker_boss_a_used,1,0,0,0,,,a&MP_BIOBUNKER/BOSS_KEY_A_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
24688,loot_key_biobunker_boss_b_used,1,0,0,0,,,a&MP_BIOBUNKER/BOSS_KEY_B_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
24689,loot_key_biobunker_water_a_used,1,0,0,0,,,a&MP_BIOBUNKER/WATER_KEY_A_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
24690,loot_key_biobunker_water_b_used,1,0,0,0,,,a&MP_BIOBUNKER/WATER_KEY_B_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
24691,loot_key_biobunker_rad_a_used,1,0,0,0,,,a&MP_BIOBUNKER/RAD_KEY_A_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
24692,loot_key_biobunker_rad_b_used,1,0,0,0,,,a&MP_BIOBUNKER/RAD_KEY_B_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
24693,loot_key_biobunker_hub_a_used,1,0,0,0,,,a&MP_BIOBUNKER/HUB_KEY_A_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
24694,loot_key_biobunker_hub_b_used,1,0,0,0,,,a&MP_BIOBUNKER/HUB_KEY_B_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
24695,loot_key_biobunker_boss_a_worn,1,0,0,0,,,a&MP_BIOBUNKER/BOSS_KEY_A_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
24696,loot_key_biobunker_boss_b_worn,1,0,0,0,,,a&MP_BIOBUNKER/BOSS_KEY_B_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
24697,loot_key_biobunker_water_a_worn,1,0,0,0,,,a&MP_BIOBUNKER/WATER_KEY_A_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
24698,loot_key_biobunker_water_b_worn,1,0,0,0,,,a&MP_BIOBUNKER/WATER_KEY_B_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
24699,loot_key_biobunker_rad_a_worn,1,0,0,0,,,a&MP_BIOBUNKER/RAD_KEY_A_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
24700,loot_key_biobunker_rad_b_worn,1,0,0,0,,,a&MP_BIOBUNKER/RAD_KEY_B_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
24701,loot_key_biobunker_hub_a_worn,1,0,0,0,,,a&MP_BIOBUNKER/HUB_KEY_A_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
24702,loot_key_biobunker_hub_b_worn,1,0,0,0,,,a&MP_BIOBUNKER/HUB_KEY_B_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
26653,loot_key_biobunker_workshop,1,0,0,0,,,a&MP_BIOBUNKER/WORKSHOP_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
26654,loot_key_biobunker_workshop_used,1,0,0,0,,,a&MP_BIOBUNKER/WORKSHOP_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
26655,loot_key_biobunker_workshop_worn,1,0,0,0,,,a&MP_BIOBUNKER/WORKSHOP_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
26656,loot_key_biobunker_stairwell,1,0,0,0,,,a&MP_BIOBUNKER/STAIRWELL_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
26657,loot_key_biobunker_stairwell_used,1,0,0,0,,,a&MP_BIOBUNKER/STAIRWELL_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
26658,loot_key_biobunker_stairwell_worn,1,0,0,0,,,a&MP_BIOBUNKER/STAIRWELL_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
29251,loot_key_biobunker_fortress,1,0,0,0,,,a&MP_BIOBUNKER/FORTRESS_KEY_NAME,hud_icon_loot_keycard_stronghold_01,0,a&,1,a&,0
29252,loot_key_biobunker_fortress_used,1,0,0,0,,,a&MP_BIOBUNKER/FORTRESS_KEY_NAME_USED,hud_icon_loot_keycard_stronghold_01,0,a&,1,a&,0
29253,loot_key_biobunker_fortress_worn,1,0,0,0,,,a&MP_BIOBUNKER/FORTRESS_KEY_NAME_WORN,hud_icon_loot_keycard_stronghold_01,0,a&,1,a&,0
8501,brloot_valuable_comicbook_firsted,1,0,50,0,,,a&MP/BR_VALUABLE_COMICBOOK_FIRSTED,hud_icon_loot_comic,0,a&,1,a&,0
8511,brloot_valuable_cannedfood,1,0,50,0,,,a&MP/BR_VALUABLE_CANNEDFOOD,hud_icon_loot_cans,0,a&,1,a&,0
8519,brloot_valuable_drill,1,0,50,0,,,a&MP/BR_VALUABLE_DRILL,hud_icon_loot_drill,0,a&,1,a&,0
8408,brloot_valuable_electroniccomponents,1,0,50,0,,,a&MP/BR_VALUABLE_ELECTRICCOMPONENTS,hud_icon_loot_electric_components,0,a&,1,a&,0
8580,brloot_valuable_folder_classified,1,0,50,0,,,a&MP/BR_VALUABLE_FOLDER_CLASSIFIED,hud_icon_loot_intel_02,0,a&,1,a&,0
8618,brloot_valuable_folder_sensitive,1,0,50,0,,,a&MP/BR_VALUABLE_FOLDER_SENSITIVE,hud_icon_loot_intel_03,0,a&,1,a&,0
8379,brloot_valuable_freshwater,1,0,50,0,,,a&MP/BR_VALUABLE_FRESHWATER,hud_icon_loot_water_bottle,0,a&,1,a&,0
8369,brloot_valuable_gunoil,1,0,50,0,,,a&MP/BR_VALUABLE_GUNOIL,hud_icon_loot_gun_oil_01,0,a&,1,a&,0
8567,brloot_valuable_harddrive_encrypted,1,0,50,0,,,a&MP/BR_VALUABLE_HARDDRIVE_ENCRYPTED,hud_icon_loot_harddrive,0,a&,1,a&,0
8549,brloot_valuable_importedtea,1,0,50,0,,,a&MP/BR_VALUABLE_IMPORTEDTEA,hud_icon_loot_tea,0,a&,1,a&,0
8535,brloot_valuable_mre,1,0,50,0,,,a&MP/BR_VALUABLE_MRE,hud_icon_loot_mre,0,a&,1,a&,0
8417,brloot_valuable_soothinglotion,1,0,50,0,,,a&MP/BR_VALUABLE_SOOTHINGLOTION,hud_icon_loot_cream,0,a&,1,a&,0
8578,brloot_valuable_wine,1,0,50,0,,,a&MP/BR_VALUABLE_WINE,hud_icon_loot_wine_bottle_01,0,a&,1,a&,0
8448,brloot_valuable_wine_aged,1,0,50,0,,,a&MP/BR_VALUABLE_WINE_AGED,hud_icon_loot_wine_bottle_02,0,a&,1,a&,0
8547,brloot_valuable_wine_vintage,1,0,50,0,,,a&MP/BR_VALUABLE_WINE_VINTAGE,hud_icon_loot_wine_bottle_03,0,a&,1,a&,0
8619,brloot_valuable_gold_skull,1,0,1000,0,,,a&MP/BR_VALUABLE_GOLD_SKULL,hud_icon_loot_skull,0,a&,1,a&,0
11375,brloot_valuable_skull_of_bagra_minor,1,0,3000,0,,,a&MP/BR_VALUABLE_SKULL_OF_BAGRA_MINOR,hud_icon_loot_skull,0,a&,1,a&,0
8590,gas_mask_durable,1,0,0,0,,,a&MP/BR_GASMASK_DURABLE,hud_icon_equipment_gas_mask_durable,0,a&,,a&,0
8459,brloot_perkpack_commando,4,0,0,0,,,a&MP/PERKPACK_COMMANDO,hud_icon_loot_perk_pack,0,a&,0,a&,0
8467,brloot_perkpack_ninja,4,0,0,0,,,a&MP/PERKPACK_NINJA,hud_icon_loot_perk_pack,0,a&,0,a&,0
8607,brloot_perkpack_guerilla,4,0,0,0,,,a&MP/PERKPACK_GUERILLA,hud_icon_loot_perk_pack,0,a&,0,a&,0
8575,brloot_perkpack_tacsupport,4,0,0,0,,,a&MP/PERKPACK_TACSUPPORT,hud_icon_loot_perk_pack,0,a&,0,a&,0
8496,brloot_perkpack_marksman,4,0,0,0,,,a&MP/PERKPACK_MARKSMAN,hud_icon_loot_perk_pack,0,a&,0,a&,0
8477,brloot_perkpack_assassin,4,0,0,0,,,a&MP/PERKPACK_ASSASSIN,hud_icon_loot_perk_pack,0,a&,0,a&,0
8364,brloot_perkpack_mobilesupport,4,0,0,0,,,a&MP/PERKPACK_MOBILESUPPORT,hud_icon_loot_perk_pack,0,a&,0,a&,0
8422,brloot_perkpack_silentwatch,4,0,0,0,,,a&MP/PERKPACK_SILENTWATCH,hud_icon_loot_perk_pack,0,a&,0,a&,0
8601,brloot_perkpack_tank,4,0,0,0,,,a&MP/PERKPACK_TANK,hud_icon_loot_perk_pack,0,a&,0,a&,0
8450,brloot_perkpack_commandoplus,5,0,0,0,,,a&MP/PERKPACK_COMMANDOPLUS,hud_icon_loot_perk_pack,0,a&,0,a&,0
8593,brloot_perkpack_assassinplus,5,0,0,0,,,a&MP/PERKPACK_ASSASSINPLUS,hud_icon_loot_perk_pack,0,a&,0,a&,0
8474,brloot_perkpack_mobilesupportplus,5,0,0,0,,,a&MP/PERKPACK_MOBILESUPPORTPLUS,hud_icon_loot_perk_pack,0,a&,0,a&,0
8446,brloot_perkpack_sniperplus,5,0,0,0,,,a&MP/PERKPACK_SNIPERPLUS,hud_icon_loot_perk_pack,0,a&,0,a&,0
8644,brloot_hacked_laptop,4,0,500,0,,,a&PMC/HACKED_LAPTOP_TITLE,hud_icon_loot_laptop,0,a&,1,a&,0
8642,brloot_irradiated_watch,4,0,100,0,,,a&PMC/IRRADIATED_WATCH_TITLE,hud_icon_loot_old_watch,0,a&,1,a&,0
8647,brloot_shipping_manifest,4,0,100,0,,,a&PMC/SHIPPING_MANIFEST_TITLE,hud_icon_loot_intel_01,0,a&,1,a&,0
8641,brloot_stronghold_intel,4,0,100,0,,,a&PMC/STRONGHOLD_INTEL_TITLE,hud_icon_loot_intel_01,0,a&,1,a&,0
12606,brloot_elite_arrow_beryllium,1,0,0,0,,,a&MP/BR_ELITE_ARROW_BER,hud_icon_objective_elite_beryllium,1,a&,1,a&,0
12605,brloot_elite_arrow_tritium,1,0,0,0,,,a&MP/BR_ELITE_ARROW_TRI,hud_icon_objective_elite_tritium,1,a&,1,a&,0
12604,brloot_elite_arrow_plutonium,1,0,0,0,,,a&MP/BR_ELITE_ARROW_PLU,hud_icon_objective_elite_plutonium,1,a&,1,a&,0
24871,brloot_elite_arrow_deuterium,1,0,0,0,,,a&MP/BR_ELITE_ARROW_DEU,hud_icon_objective_elite_deuterium,1,a&,1,a&,0
24872,brloot_elite_arrow_gallium,1,0,0,0,,,a&MP/BR_ELITE_ARROW_GAL,hud_icon_objective_elite_gallium,1,a&,1,a&,0
27054,brloot_elite_arrow_neptunium,1,0,0,0,,,a&MP/BR_ELITE_ARROW_NEP,hud_icon_objective_elite_neptunium,1,a&,1,a&,0
10444,brloot_faction_intel,4,0,100,0,,,a&PMC/FACTION_INTEL_TITLE,hud_icon_loot_intel_01,0,a&,1,a&,0
11079,brloot_black_mous_intel,4,0,100,0,,,a&PMC/BLACK_MOUS_INTEL_TITLE,hud_icon_loot_intel_01,0,a&,1,a&,0
10530,loot_key_airport_lounge,1,0,0,0,,,a&MP_DMZ_LOCKS/AIRPORT_LOUNGE_KEY_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
10513,loot_key_airport_lounge_used,1,0,0,0,,,a&MP_DMZ_LOCKS/AIRPORT_LOUNGE_KEY_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
10535,loot_key_airport_lounge_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/AIRPORT_LOUNGE_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
10523,loot_key_apartment_snipernest,1,0,0,0,,,a&MP_DMZ_LOCKS/APARTMENT_SNIPERNEST_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
10473,loot_key_apartment_snipernest_used,1,0,0,0,,,a&MP_DMZ_LOCKS/APARTMENT_SNIPERNEST_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
10519,loot_key_apartment_snipernest_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/APARTMENT_SNIPERNEST_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
10564,loot_key_baggage_handling,1,0,0,0,,,a&MP_DMZ_LOCKS/BAGGAGE_HANDLING_KEY_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
10553,loot_key_baggage_handling_used,1,0,0,0,,,a&MP_DMZ_LOCKS/BAGGAGE_HANDLING_KEY_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
10460,loot_key_baggage_handling_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/BAGGAGE_HANDLING_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
10499,loot_key_canal_uw_container,1,0,0,0,,,a&MP_DMZ_LOCKS/CANAL_UW_CONTAINER_KEY_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
10446,loot_key_canal_uw_container_used,1,0,0,0,,,a&MP_DMZ_LOCKS/CANAL_UW_CONTAINER_KEY_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
10512,loot_key_canal_uw_container_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/CANAL_UW_CONTAINER_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
10556,loot_key_caves_bench_container,1,0,0,0,,,a&MP_DMZ_LOCKS/CAVES_BENCH_CONTAINER_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
10566,loot_key_caves_bench_container_used,1,0,0,0,,,a&MP_DMZ_LOCKS/CAVES_BENCH_CONTAINER_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
10502,loot_key_caves_bench_container_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/CAVES_BENCH_CONTAINER_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
10510,loot_key_clocktower_container,1,0,0,0,,,a&MP_DMZ_LOCKS/CLOCKTOWER_CONTAINER_KEY_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
10524,loot_key_clocktower_container_used,1,0,0,0,,,a&MP_DMZ_LOCKS/CLOCKTOWER_CONTAINER_KEY_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
10469,loot_key_clocktower_container_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/CLOCKTOWER_CONTAINER_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
10449,loot_key_destroyed_telescope,1,0,0,0,,,a&MP_DMZ_LOCKS/DESTROYED_TELESCOPE_KEY_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
10450,loot_key_destroyed_telescope_used,1,0,0,0,,,a&MP_DMZ_LOCKS/DESTROYED_TELESCOPE_KEY_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
10539,loot_key_destroyed_telescope_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/DESTROYED_TELESCOPE_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
10488,loot_key_end_pyro_tunnel,1,0,0,0,,,a&MP_DMZ_LOCKS/END_PYRO_TUNNEL_KEY_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
10525,loot_key_end_pyro_tunnel_used,1,0,0,0,,,a&MP_DMZ_LOCKS/END_PYRO_TUNNEL_KEY_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
10494,loot_key_end_pyro_tunnel_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/END_PYRO_TUNNEL_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
10470,loot_key_end_runway,1,0,0,0,,,a&MP_DMZ_LOCKS/END_RUNWAY_KEY_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
10567,loot_key_end_runway_used,1,0,0,0,,,a&MP_DMZ_LOCKS/END_RUNWAY_KEY_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
10542,loot_key_end_runway_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/END_RUNWAY_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
10511,loot_key_fishing_box_dock,1,0,0,0,,,a&MP_DMZ_LOCKS/FISHING_BOX_DOCK_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
10474,loot_key_fishing_box_dock_used,1,0,0,0,,,a&MP_DMZ_LOCKS/FISHING_BOX_DOCK_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
10516,loot_key_fishing_box_dock_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/FISHING_BOX_DOCK_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
10493,loot_key_gravesite_container,1,0,0,0,,,a&MP_DMZ_LOCKS/GRAVESITE_CONTAINER_KEY_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
10458,loot_key_gravesite_container_used,1,0,0,0,,,a&MP_DMZ_LOCKS/GRAVESITE_CONTAINER_KEY_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
10461,loot_key_gravesite_container_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/GRAVESITE_CONTAINER_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
10483,loot_key_groundskeepers,1,0,0,0,,,a&MP_DMZ_LOCKS/GROUNDSKEEPERS_KEY_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
10495,loot_key_groundskeepers_used,1,0,0,0,,,a&MP_DMZ_LOCKS/GROUNDSKEEPERS_KEY_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
10484,loot_key_groundskeepers_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/GROUNDSKEEPERS_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
10540,loot_key_hallway_locker,1,0,0,0,,,a&MP_DMZ_LOCKS/HALLWAY_LOCKER_KEY_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
10558,loot_key_hallway_locker_used,1,0,0,0,,,a&MP_DMZ_LOCKS/HALLWAY_LOCKER_KEY_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
10506,loot_key_hallway_locker_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/HALLWAY_LOCKER_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
10569,loot_key_hydro_island_room,1,0,0,0,,,a&MP_DMZ_LOCKS/HYDRO_ISLAND_ROOM_KEY_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
10500,loot_key_hydro_island_room_used,1,0,0,0,,,a&MP_DMZ_LOCKS/HYDRO_ISLAND_ROOM_KEY_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
10565,loot_key_hydro_island_room_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/HYDRO_ISLAND_ROOM_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
10537,loot_key_lighthouse_room,1,0,0,0,,,a&MP_DMZ_LOCKS/LIGHTHOUSE_ROOM_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
10447,loot_key_lighthouse_room_used,1,0,0,0,,,a&MP_DMZ_LOCKS/LIGHTHOUSE_ROOM_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
10465,loot_key_lighthouse_room_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/LIGHTHOUSE_ROOM_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
10517,loot_key_powerstation_container,1,0,0,0,,,a&MP_DMZ_LOCKS/POWERSUBSTATION_CONTAINER_KEY_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
10532,loot_key_powerstation_container_used,1,0,0,0,,,a&MP_DMZ_LOCKS/POWERSUBSTATION_CONTAINER_KEY_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
10534,loot_key_powerstation_container_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/POWERSUBSTATION_CONTAINER_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
10531,loot_key_safe_house,1,0,0,0,,,a&MP_DMZ_LOCKS/SAFE_ROOM_KEY_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
10568,loot_key_safe_house_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SAFE_ROOM_KEY_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
10496,loot_key_safe_house_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SAFE_ROOM_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
10509,loot_key_scientist_apartment,1,0,0,0,,,a&MP_DMZ_LOCKS/SCIENTIST_APARTMENT_KEY_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
10557,loot_key_scientist_apartment_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SCIENTIST_APARTMENT_KEY_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
10445,loot_key_scientist_apartment_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SCIENTIST_APARTMENT_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,a&,1,a&,0
10559,loot_key_secret_comms,1,0,0,0,,,a&MP_DMZ_LOCKS/SECRET_COMMS_KEY_NAME,hud_icon_loot_key_04_pristine,0,a&,1,a&,0
10489,loot_key_secret_comms_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SECRET_COMMS_KEY_NAME_USED,hud_icon_loot_key_04_used,0,a&,1,a&,0
10526,loot_key_secret_comms_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SECRET_COMMS_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,a&,1,a&,0
10485,loot_key_ship_above_water,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_ABOVE_WATER_KEY_NAME,hud_icon_loot_key_05_pristine,0,a&,1,a&,0
10507,loot_key_ship_above_water_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_ABOVE_WATER_KEY_NAME_USED,hud_icon_loot_key_05_used,0,a&,1,a&,0
10471,loot_key_ship_above_water_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_ABOVE_WATER_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,a&,1,a&,0
10454,loot_key_ship_bridge,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_BRIDGE_KEY_NAME,hud_icon_loot_key_01_pristine,0,a&,1,a&,0
10548,loot_key_ship_bridge_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_BRIDGE_KEY_NAME_USED,hud_icon_loot_key_01_used,0,a&,1,a&,0
10472,loot_key_ship_bridge_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_BRIDGE_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,a&,1,a&,0
10497,loot_key_ship_center,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_CENTER_KEY_NAME,hud_icon_loot_key_02_pristine,0,a&,1,a&,0
10462,loot_key_ship_center_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_CENTER_KEY_NAME_USED,hud_icon_loot_key_02_used,0,a&,1,a&,0
10515,loot_key_ship_center_worn,1,0,0,0,,,a&MP_DMZ_LOCKS/SHIP_CENTER_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,a&,1,a&,0
10550,loot_key_sira_apartment,1,0,0,0,,,a&MP_DMZ_LOCKS/SIRA_APARTMENT_KEY_NAME,hud_icon_loot_key_03_pristine,0,a&,1,a&,0
10451,loot_key_sira_apartment_used,1,0,0,0,,,a&MP_DMZ_LOCKS/SIRA_APARTMENT_KEY_NAME_USED,hud_icon_loot_key_03_used,0,a&,1,a&,0
