string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,localized,localized,localized,localized,localized,localized,localized,localized,int
cp_mission_esc,a&PLAYLIST/CP_MS_DENIED_AREA,a&PLAYLIST/CP_MS_DENIED_AREA,,,,,,,,,,,,,,,,,,,loading_cp_mission_esc_bg_preview,loading_cp_mission_esc_bg,,a&PLAYLIST/CP_MS_DENIED_AREA,,DXR_ON,icon_mode_cp_mission,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_observatory,a&PLAYLIST/CP_MS_DEF_ZAYA,a&PLAYLIST/CP_MS_DEF_ZAYA,,,,,,,,,,,,,,,1,,6000,12000,loading_cp_observatory_bg_preview,loading_cp_observatory_bg,,a&PLAYLIST/CP_MS_DEF_ZAYA,,DXR_ON,icon_mode_cp_mission,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_hydro,a&PLAYLIST/CP_MS_LOW_PROFILE,a&PLAYLIST/CP_MS_LOW_PROFILE,,,,,,,,,,,,,,,,,,,loading_cp_hydro_bg_preview,loading_cp_hydro_bg,,a&PLAYLIST/CP_MS_LOW_PROFILE,,DXR_ON,icon_mode_cp_mission,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_raid1_boss1,a&PLAYLIST/CP_RAID_SEASON_03,a&PLAYLIST/CP_RAID_SEASON_03,,,,,,,,,,,,,,,,,,,loading_cp_rd1_boss1_bg_preview,loading_cp_raid1_boss1_bg,,a&PLAYLIST/CP_RAID_SEASON_03,,DXR_ON,icon_mode_cp_raid,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_raid1,a&LUA_MENU_CP/RAID_01,a&LUA_MENU_CP/RAID_01,,,,,,,,,,,,,,,,,,,loading_cp_raid1_bg_preview,loading_cp_raid1_bg,,a&LUA_MENU_CP/RAID_01,,DXR_ON,icon_mode_cp_raid,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_raid1_trap,a&LUA_MENU_CP/RAID_02,a&LUA_MENU_CP/RAID_02,,,,,,,,,,,,,,,,,,,loading_cp_raid1_trap_bg_preview,loading_cp_raid1_trap_bg,,a&LUA_MENU_CP/RAID_02,,DXR_ON,icon_mode_cp_raid,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
mp_benchmark,a&LUA_MENU/MAPNAME_BENCHMARK,a&LUA_MENU/MAPNAME_BENCHMARK,,,,,,,,SIX,SAS,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,image_mp_map_templogo,loading_mp_benchmark_bg,0,a&LUA_MENU/MAPNAME_BENCHMARK,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_lone,a&LUA_MENU_CP/MISSION_LONE,a&LUA_MENU_CP/MISSION_LONE,,,,,,,,,,,,,,,1,,6000,,loading_cp_lone_bg_preview,loading_cp_lone_bg,,a&LUA_MENU_CP/MISSION_LONE,,DXR_ON,icon_mode_cp_mission,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_jugg_maze,a&PLAYLIST/CP_RAID_SEASON_04,a&PLAYLIST/CP_RAID_SEASON_04,,,,,,,,,,,,,,,1,,6000,,loading_cp_jugg_maze_bg_preview,loading_cp_jugg_maze_bg,,a&PLAYLIST/CP_RAID_SEASON_04,,DXR_ON,icon_mode_cp_raid,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
cp_mission_high_ground,a&PLAYLIST/CP_MS_HIGH_GROUND,a&PLAYLIST/CP_MS_HIGH_GROUND,,,,,,,,,,,,,,,,,,,loading_cp_high_ground_bg,loading_cp_high_ground_bg,,a&PLAYLIST/CP_MS_HIGH_GROUND,,DXR_ON,icon_mode_cp_mission,1,0,,,1,cp_mission_high_ground,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
