string,string,localized_a,localized_a,string,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string
8022,iw9_ch_pmc_suppressed_melee_kills_smg,a&,a&PMC/SUPPRESSED_MELEE_KILLS_SMG_DESC,50,,0,,a&,british,,,,,,,,,,,,,,,0,target
8023,iw9_ch_pmc_suppressed_melee_kills_melee,a&,a&PMC/SUPPRESSED_MELEE_KILLS_MELEE_DESC,21,,0,,a&,british,,,,,,,,,,,,,,,0,target
8024,iw9_ch_pmc_gold_delivery,a&PMC/GOLD_DELIVERY_NAME,a&,2,,15000,,a&PMC/GOLD_DELIVERY_DETAIL_DESC,british,,,,8025|8026,,,,,,,,114,,,0,compound_set
8025,iw9_ch_pmc_gold_delivery_bars,a&,a&PMC/GOLD_DELIVERY_BARS_DESC,20,,0,,a&,british,,,,,13355,,DEAD_DROP,,,,,,,,0,target
8026,iw9_ch_pmc_gold_delivery_skull,a&,a&PMC/GOLD_DELIVERY_SKULL_DESC,13,,0,,a&,british,,,,,8619,,DEAD_DROP,,,,,,,,0,target
8027,iw9_ch_pmc_execute_kill_stunned,a&PMC/EXECUTE_KILL_STUNNED_NAME,a&,2,,15000,,a&PMC/EXECUTE_KILL_STUNNED_DETAIL_DESC,british,,,,8028|8029,,,,,,,,67,,,0,compound_set
8028,iw9_ch_pmc_execute_kill_stunned_kill,a&,a&PMC/EXECUTE_KILL_STUNNED_KILL_DESC,30,,0,,a&,british,,,,,,,,,,,,,,,0,target
8029,iw9_ch_pmc_execute_kill_stunned_execute,a&,a&PMC/EXECUTE_KILL_STUNNED_EXECUTE_DESC,7,,0,,a&,british,,,,,,,,,,,,,,,0,target
8030,iw9_ch_pmc_thermal_ranged_sniper,a&PMC/THERMAL_RANGED_SNIPER_NAME,a&PMC/THERMAL_RANGED_SNIPER_DESC,31,,20000,,a&PMC/THERMAL_RANGED_SNIPER_DETAIL_DESC,british,,,,,,,,,,,,41,,,0,target
8031,iw9_ch_pmc_unique_poi_contracts,a&PMC/UNIQUE_POI_CONTRACTS_NAME,a&PMC/UNIQUE_POI_CONTRACTS_DESC,1,,20000,,a&PMC/UNIQUE_POI_CONTRACTS_DETAIL_DESC,british,,8,,,,,,,,,IW9_START_MATCH_EVENT,115,,,0,target_with_reset
8032,iw9_ch_pmc_extract_weapons_case_streak,a&PMC/EXTRACT_WEAPONS_CASE_STREAK_NAME,a&PMC/EXTRACT_WEAPONS_CASE_STREAK_DESC,1,14633,20000,,a&PMC/EXTRACT_WEAPONS_CASE_STREAK_DETAIL_DESC,british,,3,,,13358,,EXTRACT,,,,IW9_DEATH_EVENT,,,,0,target_with_reset
8033,iw9_ch_pmc_tech_killstreak_extraction,a&PMC/TECH_KILLSTREAK_EXTRACTION_NAME,a&,3,3955,20000,,a&PMC/TECH_KILLSTREAK_EXTRACTION_DETAIL_DESC,british,,,,8034|8035|8036,,,,,,,,,,,0,compound_set
8034,iw9_ch_pmc_tech_killstreak_extraction_uav,a&,a&PMC/TECH_KILLSTREAK_EXTRACTION_UAV_DESC,24,,0,,a&,british,,,,,,,EXTRACT,9145|9179||9170,iw9_loot_id,,,,,,0,target
8035,iw9_ch_pmc_tech_killstreak_extraction_drone,a&,a&PMC/TECH_KILLSTREAK_EXTRACTION_DRONE_DESC,35,,0,,a&,british,,,,,9236,,DEAD_DROP,,,,,,,,0,target
8036,iw9_ch_pmc_tech_killstreak_extraction_drive,a&,a&PMC/TECH_KILLSTREAK_EXTRACTION_DRIVE_DESC,20,,0,,a&,british,,,,,8567,,EXTRACT,,,,,,,,0,target
8037,iw9_ch_pmc_dog_tag_extract_kill,a&PMC/DOG_TAG_EXTRACT_KILL_NAME,a&,2,10374,20000,,a&PMC/DOG_TAG_EXTRACT_KILL_DETAIL_DESC,british,,,,8038|8039,,,,,,,,,,,0,compound_set
8038,iw9_ch_pmc_dog_tag_extract_kill_extract,a&,a&PMC/DOG_TAG_EXTRACT_KILL_EXTRACT_DESC,30,,0,,a&,british,,,,,,,EXTRACT,8516|13448|13445|13447|13446,iw9_loot_id,,,,,,0,target
8039,iw9_ch_pmc_dog_tag_extract_kill_kill,a&,a&PMC/DOG_TAG_EXTRACT_KILL_KILL_DESC,45,,0,,a&,british,,,,,,,,,,,,,,,0,target
8040,iw9_ch_pmc_hunt_streak,a&PMC/HUNT_STREAK_NAME,a&PMC/HUNT_STREAK_DESC,1,,20000,,a&PMC/HUNT_STREAK_DETAIL_DESC,british,,5,,,,,,,,,IW9_DEATH_EVENT,86,,,0,target_with_reset
8041,iw9_ch_pmc_locked_stronghold_kills,a&PMC/LOCKED_STRONGHOLD_KILLS_NAME,a&,2,,15000,,a&PMC/LOCKED_STRONGHOLD_KILLS_DETAIL_DESC,british,,,,8042|8043,,,,,,,,104,,,0,compound_set
8042,iw9_ch_pmc_locked_stronghold_kills_ping,a&,a&PMC/LOCKED_STRONGHOLD_KILLS_PING_DESC,8,,0,,a&,british,,,,,,,,,,,,,,,0,target
8043,iw9_ch_pmc_locked_stronghold_kills_kill,a&,a&PMC/LOCKED_STRONGHOLD_KILLS_KILL_DESC,20,,0,,a&,british,,,,,,,,,,,,,,,0,target
8044,iw9_ch_pmc_kill_armored,a&PMC/KILL_ARMORED_NAME,a&,3,14647,15000,,a&PMC/KILL_ARMORED_DETAIL_DESC,british,,,,8045|8046|8047,,,,,,,,9,,,0,compound_set
8045,iw9_ch_pmc_kill_armored_armor,a&,a&PMC/KILL_ARMORED_ARMOR_DESC,35,,0,,a&,british,,,,,,,,,,,,,,,0,target
8046,iw9_ch_pmc_kill_armored_riot,a&,a&PMC/KILL_ARMORED_RIOT_DESC,15,,0,,a&,british,,,,,,,,,,,,,,,0,target
8047,iw9_ch_pmc_kill_armored_heli,a&,a&PMC/KILL_ARMORED_HELI_DESC,4,,0,,a&,british,,,,,,,,,,,,,,,0,target
8048,iw9_ch_pmc_hostage_speedrun,a&PMC/HOSTAGE_SPEEDRUN_NAME,a&PMC/HOSTAGE_SPEEDRUN_DESC,3,14647,15000,,a&PMC/HOSTAGE_SPEEDRUN_DETAIL_DESC,british,,,,,,,,,,120000,,,,,0,startend
8049,iw9_ch_pmc_grenade_deliver_extract,a&PMC/GRENADE_DELIVER_EXTRACT_NAME,a&,3,3955,15000,,a&PMC/GRENADE_DELIVER_EXTRACT_DETAIL_DESC,british,,,,8050|8051|8052,,,,,,,,,,,0,compound_set
8050,iw9_ch_pmc_grenade_deliver_extract_mines,a&,a&PMC/GRENADE_DELIVER_EXTRACT_MINES_DESC,7,,0,,a&,british,,,,,,,DEAD_DROP,9084|9094,iw9_loot_id,,,,,,0,target
8051,iw9_ch_pmc_grenade_deliver_extract_thermite,a&,a&PMC/GRENADE_DELIVER_EXTRACT_THERMITE_DESC,1,,0,,a&,british,,5,,,9095,,DEAD_DROP,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8052,iw9_ch_pmc_grenade_deliver_extract_frag,a&,a&PMC/GRENADE_DELIVER_EXTRACT_FRAG_DESC,1,,0,,a&,british,,13,,,9129,,EXTRACT,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
7890,iw9_ch_pmc_full_backpack_loadout,a&PMC/FULL_BACKPACK_LOADOUT_NAME,a&PMC/FULL_BACKPACK_LOADOUT_DESC,8,14919,20000,,a&PMC/FULL_BACKPACK_LOADOUT_DETAIL_DESC,british,,,,,,,,,,,,,,,0,target
8053,iw9_ch_pmc_deliver_supplies,a&PMC/DELIVER_SUPPLIES_NAME,a&,3,,15000,,a&PMC/DELIVER_SUPPLIES_DETAIL_DESC,british,,,,8054|8055|8056,,,,,,,,40,,,0,compound_set
8054,iw9_ch_pmc_deliver_supplies_toothpaste,a&,a&PMC/DELIVER_SUPPLIES_TOOTHPASTE_DESC,30,,0,,a&,british,,,,,13363,,DEAD_DROP,,,,,,,,0,target
8055,iw9_ch_pmc_deliver_supplies_tape,a&,a&PMC/DELIVER_SUPPLIES_TAPE_DESC,18,,0,,a&,british,,,,,8379,,DEAD_DROP,,,,,,,,0,target
8056,iw9_ch_pmc_deliver_supplies_food,a&,a&PMC/DELIVER_SUPPLIES_FOOD_DESC,25,,0,,a&,british,,,,,8511,,DEAD_DROP,,,,,,,,0,target
8057,iw9_ch_pmc_multiple_contract_speedrun,a&PMC/MULTIPLE_CONTRACT_SPEEDRUN_NAME,a&PMC/MULTIPLE_CONTRACT_SPEEDRUN_DESC,4,,20000,,a&PMC/MULTIPLE_CONTRACT_SPEEDRUN_DETAIL_DESC,british,,,,,,,,,,300000,,112,,,0,startend
8058,iw9_ch_pmc_shotgun_kills,a&PMC/SHOTGUN_KILLS_NAME,a&,3,9728,20000,,a&PMC/SHOTGUN_KILLS_DETAIL_DESC,british,,,,8059|8060|8061,,,,,,,,,,,0,compound_set
8059,iw9_ch_pmc_shotgun_kills_enemies,a&,a&PMC/SHOTGUN_KILLS_ENEMIES_DESC,50,,0,,a&,british,,,,,,,,,,,,,,,0,target
8060,iw9_ch_pmc_shotgun_kills_operators,a&,a&PMC/SHOTGUN_KILLS_OPERATORS_DESC,30,,0,,a&,british,,,,,,,,,,,,,,,0,target
8061,iw9_ch_pmc_shotgun_kills_melee,a&,a&PMC/SHOTGUN_KILLS_MELEE_DESC,3,,0,,a&,british,,,,,,,,,,,,,,,0,target
7841,iw9_ch_pmc_humanitarian_extract,a&PMC/HUMANITARIAN_EXTRACT_NAME,a&,3,,20000,,a&PMC/HUMANITARIAN_EXTRACT_DETAIL_DESC,british,,,,8062|8063|8064,,,,,,,,62,,,0,compound_set
8062,iw9_ch_pmc_humanitarian_extract_bandage,a&,a&PMC/HUMANITARIAN_EXTRACT_BANDAGE_DESC,40,,0,,a&,british,,,,,13365,,DEAD_DROP,,,,,,,,0,target
8063,iw9_ch_pmc_humanitarian_extract_revive,a&,a&PMC/HUMANITARIAN_EXTRACT_REVIVE_DESC,25,,0,,a&,british,,,,,8548,,EXTRACT,,,,,,,,0,target
8064,iw9_ch_pmc_humanitarian_extract_asprin,a&,a&PMC/HUMANITARIAN_EXTRACT_ASPRIN_DESC,40,,0,,a&,british,,,,,8374,,EXTRACT,,,,,,,,0,target
8065,iw9_ch_pmc_gold_decho_extract,a&PMC/GOLD_DECHO_EXTRACT_NAME,a&,2,,10000,,a&PMC/GOLD_DECHO_EXTRACT_DETAIL_DESC,british,,,,7891|8066,,,,,,,,28,,,0,compound_set
7891,iw9_ch_pmc_gold_decho_extract_unlock,a&,a&PMC/GOLD_DECHO_EXTRACT_UNLOCK_DESC,1,,0,,a&,british,,,,,,,,,,,,,,,0,target
8066,iw9_ch_pmc_gold_decho_extract_extract,a&,a&PMC/GOLD_DECHO_EXTRACT_EXTRACT_DESC,1,,0,,a&,british,,,,,,,,,,,,,,,0,target
8067,iw9_ch_pmc_hero_stronghold_clears,a&PMC/HERO_STRONGHOLD_CLEARS_NAME,a&,3,3951,20000,,a&PMC/HERO_STRONGHOLD_CLEARS_DETAIL_DESC,british,,,,8768|8769|8770,,,,,,,IW9_START_MATCH_EVENT,,,,0,compound_set
8768,iw9_ch_pmc_hero_stronghold_clears_warehouse,a&,a&PMC/HERO_STRONGHOLD_CLEARS_WAREHOUSE_DESC,1,,0,,a&,british,,1,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8769,iw9_ch_pmc_hero_stronghold_clears_postoffice,a&,a&PMC/HERO_STRONGHOLD_CLEARS_POSTOFFICE_DESC,1,,0,,a&,british,,1,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8770,iw9_ch_pmc_hero_stronghold_clears_embassy,a&,a&PMC/HERO_STRONGHOLD_CLEARS_EMBASSY_DESC,1,,0,,a&,british,,1,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8068,iw9_ch_pmc_lmg_attachment_kill,a&PMC/LMG_ATTACHMENT_KILL_NAME,a&,3,,20000,,a&PMC/LMG_ATTACHMENT_KILL_DETAIL_DESC,british,,,,8069|8070|8071,,,,,,,,71,,,0,compound_set
8069,iw9_ch_pmc_lmg_attachment_kill_enemies,a&,a&PMC/LMG_ATTACHMENT_KILL_ENEMIES_DESC,20,,0,,a&,british,,,,,,,,,,,,,,,0,target
8070,iw9_ch_pmc_lmg_attachment_kill_headshots,a&,a&PMC/LMG_ATTACHMENT_KILL_HEADSHOTS_DESC,10,,0,,a&,british,,,,,,,,,,,,,,,0,target
8071,iw9_ch_pmc_lmg_attachment_kill_players,a&,a&PMC/LMG_ATTACHMENT_KILL_PLAYERS_DESC,20,,0,,a&,british,,,,,,,,,,,,,,,0,target
7842,iw9_ch_pmc_one_match_extract_killstreaks,a&PMC/ONE_MATCH_EXTRACT_KILLSTREAKS_NAME,a&PMC/ONE_MATCH_EXTRACT_KILLSTREAKS_DESC,1,,7500,,a&PMC/ONE_MATCH_EXTRACT_KILLSTREAKS_DETAIL_DESC,british,,6,,,,11,EXTRACT,,,,IW9_START_MATCH_EVENT,111,,,0,target_with_reset
8072,iw9_ch_pmc_revolver_headshot_kills,a&PMC/REVOLVER_HEADSHOT_KILLS_NAME,a&,2,,5000,,a&PMC/REVOLVER_HEADSHOT_KILLS_DETAIL_DESC,british,,,,8073|8074,,,,,,,,65,,,0,compound_set
8073,iw9_ch_pmc_revolver_headshot_kills_loot,a&,a&PMC/REVOLVER_HEADSHOT_KILLS_LOOT_DESC,1,,0,,a&,british,,,,,11367,,LOOT|STARTING_LOADOUT,,,,,,,,0,target
8074,iw9_ch_pmc_revolver_headshot_kills_kill,a&,a&PMC/REVOLVER_HEADSHOT_KILLS_KILL_DESC,13,,0,,a&,british,,,,,,,,,,,,,,,0,target
8075,iw9_ch_pmc_stronghold_clear_speedrun,a&PMC/STRONGHOLD_CLEAR_SPEEDRUN_NAME,a&,2,,10000,,a&PMC/STRONGHOLD_CLEAR_SPEEDRUN_DETAIL_DESC,british,,,,8076|7869,,,,,,,,53,,,0,compound_set
8076,iw9_ch_pmc_stronghold_clear_speedrun_unlock,a&,a&PMC/STRONGHOLD_CLEAR_SPEEDRUN_UNLOCK_DESC,1,,0,,a&,british,,,,,,,,,,,,,,,0,target
7869,iw9_ch_pmc_stronghold_clear_speedrun_clear,a&,a&PMC/STRONGHOLD_CLEAR_SPEEDRUN_CLEAR_DESC,3,,0,,a&,british,,,,,,,,,,15000,,,,,0,startend
8077,iw9_ch_pmc_lmg_kills_armor,a&PMC/LMG_KILLS_ARMOR_NAME,a&,2,6897,15000,,a&PMC/LMG_KILLS_ARMOR_DETAIL_DESC,british,,,,8078|8079,,,,,,,,,,,0,compound_set
8078,iw9_ch_pmc_lmg_kills_armor_kill,a&,a&PMC/LMG_KILLS_ARMOR_KILL_DESC,25,,0,,a&,british,,,,,,,,,,,,,,,0,target
8079,iw9_ch_pmc_lmg_kills_armor_armored,a&,a&PMC/LMG_KILLS_ARMOR_ARMORED_DESC,10,,0,,a&,british,,,,,,,,,,,,,,,0,target
8080,iw9_ch_pmc_sync_samsite_control,a&PMC/SYNC_SAMSITE_CONTROL_NAME,a&PMC/SYNC_SAMSITE_CONTROL_DESC,1,6263,10000,,a&PMC/SYNC_SAMSITE_CONTROL_DETAIL_DESC,british,,,,,,,,,,,,,,,0,target
8081,iw9_ch_pmc_one_match_safes_extract_cash,a&PMC/ONE_MATCH_SAFES_EXTRACT_CASH_NAME,a&,2,,10000,,a&PMC/ONE_MATCH_SAFES_EXTRACT_CASH_DETAIL_DESC,british,,,,8082|8083,,,,,,,,110,,,0,compound_set
8082,iw9_ch_pmc_one_match_safes_extract_cash_safe,a&,a&PMC/ONE_MATCH_SAFES_EXTRACT_CASH_SAFE_DESC,1,,0,,a&,british,,3,,,,,,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8083,iw9_ch_pmc_one_match_safes_extract_cash_extract,a&,a&PMC/ONE_MATCH_SAFES_EXTRACT_CASH_EXTRACT_DESC,1,,0,,a&,british,,1,,,8395,,EXTRACT,,,,IW9_START_MATCH_EVENT,,,,0,target_with_reset
8084,iw9_ch_pmc_meds_deliver_extract,a&PMC/MEDS_DELIVER_EXTRACT_NAME,a&,3,,10000,,a&PMC/MEDS_DELIVER_EXTRACT_DETAIL_DESC,british,,,,8085|8086|8087,,,,,,,,70,,,0,compound_set
8085,iw9_ch_pmc_meds_deliver_extract_stims,a&,a&PMC/MEDS_DELIVER_EXTRACT_STIMS_DESC,20,,0,,a&,british,,,,,9111,,DEAD_DROP,,,,,,,,0,target
8086,iw9_ch_pmc_meds_deliver_extract_liquor,a&,a&PMC/MEDS_DELIVER_EXTRACT_LIQUOR_DESC,10,,0,,a&,british,,,,,8535,,DEAD_DROP,,,,,,,,0,target
8087,iw9_ch_pmc_meds_deliver_extract_revive,a&,a&PMC/MEDS_DELIVER_EXTRACT_REVIVE_DESC,5,,0,,a&,british,,,,,8548,,EXTRACT,,,,,,,,0,target
7851,iw9_ch_pmc_crane_intel_extract,a&PMC/CRANE_INTEL_EXTRACT_NAME,a&,3,,10000,,a&PMC/CRANE_INTEL_EXTRACT_DETAIL_DESC,british,,,,8088|8089|8090,,,,,,,,108,,,0,compound_set
8088,iw9_ch_pmc_crane_intel_extract_key,a&,a&PMC/CRANE_INTEL_EXTRACT_KEY_DESC,1,,0,,a&,british,,,,,,,LOOT|STARTING_LOADOUT,8455|8498|8504,iw9_loot_id,,,,,,0,target
8089,iw9_ch_pmc_crane_intel_extract_unlock,a&,a&PMC/CRANE_INTEL_EXTRACT_UNLOCK_DESC,1,,0,,a&,british,,,,,,,,,,,,,,,0,target
8090,iw9_ch_pmc_crane_intel_extract_extract,a&,a&PMC/CRANE_INTEL_EXTRACT_EXTRACT_DESC,1,,0,,a&,british,,,,,11199,,EXTRACT,,,,,,,,0,target
8137,iw9_ch_pmc_mall_kills,a&PMC/MALL_KILLS_NAME,a&,2,3942,10000,,a&PMC/MALL_KILLS_DETAIL_DESC,british,,,,8138|8139,,,,,,,,,,,0,compound_set
8138,iw9_ch_pmc_mall_kills_enemies,a&,a&PMC/MALL_KILLS_ENEMIES_DESC,1,,0,,a&,british,,20,,,,,,,,,IW9_DOWNED_EVENT,,,,0,target_with_reset
8139,iw9_ch_pmc_mall_kills_players,a&,a&PMC/MALL_KILLS_PLAYERS_DESC,3,,0,,a&,british,,,,,,,,,,,,,,,0,target
9974,iw9_ch_extract_weapons_case_extract_base,a&,a&PMC/EXTRACT_WEAPONS_CASE_EXTRACT_DESC,1|2|3|4|5|6|7,15452|12541|14645|8899|6019|11732|15936,10000|10000|10000|10000|10000|10000|10000,,a&,,,,,,13358,,EXTRACT,,,,,,,,0,multitarget
9975,iw9_ch_extract_weapons_case_extract_repeat,a&,a&PMC/EXTRACT_WEAPONS_CASE_EXTRACT_DESC,1,,20000,,a&,,,,,,13358,,EXTRACT,,,,,,,,0,target
10441,iw9_ch_extract_weapons_case_extract_biolabs_base,a&,a&PMC/EXTRACT_WEAPONS_CASE_EXTRACT_DESC,1|2|3|4|5|6,8875|6865|12446|10332|14636|17730,10000|10000|10000|10000|10000|10000,,a&,,,,,,18006,,EXTRACT,,,,,,,,0,multitarget
10442,iw9_ch_extract_weapons_case_extract_biolabs_repeat,a&,a&PMC/EXTRACT_WEAPONS_CASE_EXTRACT_DESC,1,,20000,,a&,,,,,,18006,,EXTRACT,,,,,,,,0,target
