string,string,string,string,string,localized_a,localized_a,string,string,localized_a,string,string,string,int,string
205,brloot_perkpack_reserves_br,perkpackage,brloot_perkpack_reserves_br,350,a&PERKS/PERK_PACKAGE_BR_RESERVES,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19480,,0,
206,brloot_perkpack_insurgent_br,perkpackage,brloot_perkpack_insurgent_br,350,a&PERKS/PERK_PACKAGE_BR_INSURGENT,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19481,,0,
207,brloot_perkpack_beret_br,perkpackage,brloot_perkpack_beret_br,350,a&PERKS/PERK_PACKAGE_BR_BERET,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19482,,0,
208,brloot_perkpack_recon_br,perkpackage,brloot_perkpack_recon_br,350,a&PERKS/PERK_PACKAGE_BR_RECON,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19483,,0,
209,brloot_perkpack_scout_br,perkpackage,brloot_perkpack_scout_br,350,a&PERKS/PERK_PACKAGE_BR_SCOUT,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19484,,0,
210,brloot_perkpack_sentinel_br,perkpackage,brloot_perkpack_sentinel_br,350,a&PERKS/PERK_PACKAGE_BR_SENTINEL,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19485,,0,
211,brloot_perkpack_specter_br,perkpackage,brloot_perkpack_specter_br,350,a&PERKS/PERK_PACKAGE_BR_SPECTER,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19486,,0,
212,brloot_perkpack_vanguard_br,perkpackage,brloot_perkpack_vanguard_br,350,a&PERKS/PERK_PACKAGE_BR_VANGUARD,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19487,,0,
213,brloot_perkpack_warden_br,perkpackage,brloot_perkpack_warden_br,350,a&PERKS/PERK_PACKAGE_BR_WARDEN,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19488,,0,
214,brloot_perkpack_weaponspecialist_br,perkpackage,brloot_perkpack_weaponspecialist_br,350,a&PERKS/PERK_PACKAGE_BR_WEAPONSPECIALIST,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19489,,0,
215,brloot_perkpack_commando_br,perkpackage,brloot_perkpack_commando_br,350,a&PERKS/PERK_PACKAGE_BR_COMMANDO,a&,hud_icon_loot_perk_pack,7,a&MP_BR_INGAME/ITEM_TYPE_PERK_PACKAGE,30,19490,,0,
216,loot_key_biobunker_fortress,special,loot_key_biobunker_fortress,2000,a&MP_BIOBUNKER/FORTRESS_KEY_NAME,a&MP_BIOBUNKER/FORTRESS_KEY_DESC,hud_icon_loot_keycard_stronghold_01,3,a&MP_BR_INGAME/ITEM_TYPE_KEY,30,29251,,0,
217,brloot_valuable_bunker_notes_epic,special,brloot_valuable_bunker_notes_epic,2000,a&MP/BR_VALUABLE_BUNKER_NOTES_EPIC,a&,hud_icon_loot_school_textbooks,3,a&MP_BR_INGAME/ITEM_TYPE_VALUABLE,30,28217,,0,
218,brloot_valuable_bunker_server_tape_epic,special,brloot_valuable_bunker_server_tape_epic,2000,a&MP/BR_VALUABLE_BUNKER_SERVER_TAPE_EPIC,a&,hud_icon_loot_server_tape_03,3,a&MP_BR_INGAME/ITEM_TYPE_VALUABLE,30,28222,,0,
219,brloot_valuable_bunker_liquid_nitrogen,special,brloot_valuable_bunker_liquid_nitrogen,2000,a&MP/BR_VALUABLE_BUNKER_LIQUID_NITROGEN,a&,hud_icon_loot_container_jug_green_dirty,3,a&MP_BR_INGAME/ITEM_TYPE_VALUABLE,30,28230,,0,
220,brloot_valuable_bunker_board_epic,special,brloot_valuable_bunker_board_epic,2000,a&MP/BR_VALUABLE_BUNKER_BOARD_EPIC,a&,hud_icon_loot_electric_components,3,a&MP_BR_INGAME/ITEM_TYPE_VALUABLE,30,28225,,0,
221,loot_key_biobunker_fortress_worn,special,loot_key_biobunker_fortress,2000,a&MP_BIOBUNKER/FORTRESS_KEY_NAME_WORN,a&MP_BIOBUNKER/FORTRESS_KEY_DESC_WORN,hud_icon_loot_keycard_stronghold_01,3,a&MP_BR_INGAME/ITEM_TYPE_KEY,30,29253,,0,
222,uavStreak_bigmap,killstreak,uav_bigmap,400,a&KILLSTREAKS/UAV,a&KILLSTREAKS/UAV_DESC,hud_icon_killstreak_uav,4,a&MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,30,29618,,0,
223,uavStreak_bigmap_bonus,killstreak,uav_bigmap,400,a&KILLSTREAKS/UAV,a&KILLSTREAKS/UAV_DESC,hud_icon_killstreak_uav,4,a&MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,30,29618,,0,
224,smokeFactionUnlock,equipment,brloot_offhand_smoke,25,a&EQUIPMENT/SMOKE,a&EQUIPMENT/SMOKE_DESC,hud_icon_equipment_smoke,3,a&MP_INGAME_ONLY/ITEM_TYPE_EQUIPMENT,30,9086,,0,9
225,dmz_exfil_personal_locked,special,dmz_exfil_personal,200,a&DMZ/PERSONAL_EXFIL_UNLOCK_TOKEN,a&DMZ/PERSONAL_EXFIL_UNLOCK_TOKEN_DESC,hud_icon_shop_personal_exfil,3,a&MP_BR_INGAME/ITEM_TYPE_GEAR,30,24141,,0,0
226,brloot_zmb_stim,objective,brloot_zmb_stim,200,a&MP_ZXP/LOOT_ANTIVIRAL,a&MP_ZXP/LOOT_ANTIVIRAL_DESC,hud_icon_loot_syringe,1,a&MP_INGAME_ONLY/ITEM_TYPE_EQUIPMENT,30,35125,,0,
227,loot_key_mrap,special,loot_key_mrap,20000,a&MP_DMZ_LOCKS/MRAP_KEY_NAME,a&MP_DMZ_LOCKS/MRAP_KEY_DESC,hud_icon_loot_key_04,3,a&MP_BR_INGAME/ITEM_TYPE_KEY,30,36061,,0,
228,veh9_mil_lnd_mrap,special,veh9_mil_lnd_mrap,2000,a&MP_BR_INGAME/MRAP_SPAWN,a&MP_BR_INGAME/MRAP_SPAWN_DESC,hud_icon_vehicle_mrap,1,a&MP_BR_INGAME/ITEM_TYPE_VEHICLE,30,36063,,0,
229,super_haunted_drop,fieldupgrade,super_haunted_drop,250,a&EQUIPMENT/HAUNTED_DROP,a&EQUIPMENT/HAUNTED_DROP_DESC,hud_icon_fieldupgrade_haunted_box,3,a&MP_BR_INGAME/ITEM_TYPE_SUPER,30,36975,,0,
230,brloot_offhand_magsnap,equipment,equip_magsnap,50,a&EQUIPMENT/MAGSNAP,a&EQUIPMENT/MAGSNAP_DESC,hud_icon_equipment_magsnap,3,a&MP_INGAME_ONLY/ITEM_TYPE_EQUIPMENT,30,35300,,0,
231,vehicleUpgradeGrenadeTurret,special,vehicle_upgrade_turret,300,a&MP_BR_INGAME/VEHICLE_UPGRADE_TURRET,a&MP_BR_INGAME/VEHICLE_UPGRADE_TURRET_DESC,hud_icon_truck_wars_grenade_turret,5,a&MP_BR_INGAME/ITEM_TYPE_VEHICLE,30,,,0,
232,vehicleUpgradeSmoke,special,vehicle_upgrade_smoke,200,a&MP_BR_INGAME/VEHICLE_UPGRADE_SMOKE,a&MP_BR_INGAME/VEHICLE_UPGRADE_SMOKE_DESC,hud_icon_truck_wars_deployable_smoke,5,a&MP_BR_INGAME/ITEM_TYPE_VEHICLE,30,,,0,
233,vehicleUpgradeEngine,special,vehicle_upgrade_engine,300,a&MP_BR_INGAME/VEHICLE_UPGRADE_ENGINE,a&MP_BR_INGAME/VEHICLE_UPGRADE_ENGINE_DESC,hud_icon_truck_wars_engine,5,a&MP_BR_INGAME/ITEM_TYPE_VEHICLE,30,,,0,
234,brloot_plate_carrier_3_medic,special,brloot_plate_carrier_3_medic,400,a&MP/BR_PLATE_CARRIER_3_REVIVE,a&MP_BR_INGAME/BR_PLATE_CARRIER_3_REVIVE_DESC,hud_icon_loot_medic_carrier,1,a&MP_INGAME_ONLY/ITEM_TYPE_EQUIPMENT,30,23990,,0,
