string,string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string,string,string
37734,jup_death_7_br,a&JUP_CHALLENGE/JUP_DEATH_7,a&JUP_CHALLENGE/JUP_DEATH_BR_7_DESC,3,,,,,,,4000,1720630800,1721833200,,,0,BR,,,
37735,jup_death_8,a&JUP_CHALLENGE/JUP_DEATH_8,a&JUP_CHALLENGE/JUP_DEATH_8_TRACKER_DESC,1,,8599,,,,37736|37737|37738,,1720630800,1721833200,,,0,,,,
37736,jup_death_8_mp,a&JUP_CHALLENGE/JUP_DEATH_8,a&JUP_CHALLENGE/JUP_DEATH_8_DESC,25,,,,,,,,1720630800,1721833200,,,0,MP,,,
37737,jup_death_8_ob,a&JUP_CHALLENGE/JUP_DEATH_8,a&JUP_CHALLENGE/JUP_DEATH_OB_8_DESC,120,,,,,,,,1720630800,1721833200,,,0,OB,,,
37738,jup_death_8_br,a&JUP_CHALLENGE/JUP_DEATH_8,a&JUP_CHALLENGE/JUP_DEATH_BR_8_DESC,3,,,,,,,4000,1720630800,1721833200,,,0,BR,,,
37739,jup_death_9,a&JUP_CHALLENGE/JUP_DEATH_9,a&JUP_CHALLENGE/JUP_DEATH_9_TRACKER_DESC,1,,66322,,,,37740|37741|37742,,1720630800,1721833200,,,0,,,,
37740,jup_death_9_mp,a&JUP_CHALLENGE/JUP_DEATH_9,a&JUP_CHALLENGE/JUP_DEATH_9_DESC,20,,,,,,,,1720630800,1721833200,,,0,MP,,,
37741,jup_death_9_ob,a&JUP_CHALLENGE/JUP_DEATH_9,a&JUP_CHALLENGE/JUP_DEATH_OB_9_DESC,200,,,,,,,,1720630800,1721833200,,,0,OB,,,
37742,jup_death_9_br,a&JUP_CHALLENGE/JUP_DEATH_9,a&JUP_CHALLENGE/JUP_DEATH_BR_9_DESC,1,,,,,,,4000,1720630800,1721833200,,,0,BR,,,
36701,jup_tropical_heat_mastery,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_MASTERY,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_MASTERY_DESC,6,,61694,,,,35703|35712|35716|35720|35724|35728,,1720026000,1720623600,,,0,,,,
35703,jup_tropical_heat_1,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_1,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_1_TRACKER_DESC,1,,66085,,,,35705|35706|35707,,1720026000,1720623600,,,0,,,,
35705,jup_tropical_heat_1_mp,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_1,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_1_DESC,20,,,,,,,,1720026000,1720623600,,,0,MP,,,
35706,jup_tropical_heat_1_ob,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_1,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_OB_1_DESC,200,,,,,,,,1720026000,1720623600,,,0,OB,,,
35707,jup_tropical_heat_1_br,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_1,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_BR_1_DESC,1,,,,,,,4000,1720026000,1720623600,,,0,BR,,,
35712,jup_tropical_heat_2,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_2,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_2_TRACKER_DESC,1,,8355,,,,35759|35733|35738,,1720026000,1720623600,,,0,,,,
35759,jup_tropical_heat_2_mp,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_2,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_2_DESC,10,,,,,,,,1720026000,1720623600,,,0,MP,,,
35733,jup_tropical_heat_2_ob,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_2,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_OB_2_DESC,2,,,,,,,,1720026000,1720623600,,,0,OB,,,
35738,jup_tropical_heat_2_br,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_2,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_BR_2_DESC,3,,,,,,,4000,1720026000,1720623600,,,0,BR,,,
35716,jup_tropical_heat_3,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_3,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_3_TRACKER_DESC,1,,66079,,,,35729|35734|35739,,1720026000,1720623600,,,0,,,,
35729,jup_tropical_heat_3_mp,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_3,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_3_DESC,20,,,,,,,,1720026000,1720623600,,,0,MP,,,
35734,jup_tropical_heat_3_ob,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_3,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_OB_3_DESC,200,,,,,,,,1720026000,1720623600,,,0,OB,,,
35739,jup_tropical_heat_3_br,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_3,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_BR_3_DESC,3,,,,,,,4000,1720026000,1720623600,,,0,BR,,,
35720,jup_tropical_heat_4,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_4,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_4_TRACKER_DESC,1,,65540,,,,35730|35735|35740,,1720026000,1720623600,,,0,,,,
35730,jup_tropical_heat_4_mp,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_4,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_4_DESC,15,,,,,,,,1720026000,1720623600,,,0,MP,,,
35735,jup_tropical_heat_4_ob,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_4,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_OB_4_DESC,20,,,,,,,,1720026000,1720623600,,,0,OB,,,
35740,jup_tropical_heat_4_br,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_4,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_BR_4_DESC,3,,,,,,,4000,1720026000,1720623600,,,0,BR,,,
35724,jup_tropical_heat_5,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_5,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_5_TRACKER_DESC,1,,63113,,,,35731|35736|35741,,1720026000,1720623600,,,0,,,,
35731,jup_tropical_heat_5_mp,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_5,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_5_DESC,5,,,,,,,,1720026000,1720623600,,,0,MP,,,
35736,jup_tropical_heat_5_ob,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_5,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_OB_5_DESC,8,,,,,,,,1720026000,1720623600,,,0,OB,,,
35741,jup_tropical_heat_5_br,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_5,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_BR_5_DESC,10,,,,,,,4000,1720026000,1720623600,,,0,BR|LP_RES,,,
35728,jup_tropical_heat_6,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_6,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_6_TRACKER_DESC,1,,3955,,,,35732|35737|35742,,1720026000,1720623600,,,0,,,,
35732,jup_tropical_heat_6_mp,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_6,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_6_DESC,30,,,,,,,,1720026000,1720623600,,,0,MP,,,
35737,jup_tropical_heat_6_ob,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_6,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_OB_6_DESC,300,,,,,,,,1720026000,1720623600,,,0,OB,,,
35742,jup_tropical_heat_6_br,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_6,a&JUP_CHALLENGE/JUP_TROPICAL_HEAT_BR_6_DESC,8,,,,,,,4000,1720026000,1720623600,,,0,BR,,,
35748,jup_countdown_mastery,a&JUP_CHALLENGE/JUP_COUNTDOWN_MASTERY,a&JUP_CHALLENGE/JUP_COUNTDOWN_MASTERY_DESC,4,,61027,,,,38182|38183|38184|38185,,1717002000,1719414000,,,0,,,,
38182,jup_countdown_ade,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_1,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_1_DESC,390|780|1560|3125|6250|12500,,3945|3962|8429|3946|3948|8594,,,,,,1717002000,1719414000,,,0,,|||||,,
38183,jup_countdown_cyto,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_2,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_2_DESC,1560|3125|6250|12500,,65000|65038|65064|8599,,,,,,1717002000,1719414000,,,0,,,|1717606800|1718211600|1718816400,|1719414000|1719414000|1719414000
38184,jup_countdown_thy,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_3,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_3_DESC,2340|4675|9350,,65052|3951|26329,,,,,,1717606800,1719414000,,,0,,,|1718211600|1718816400,|1719414000|1719414000
38185,jup_countdownt_gua,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_4,a&JUP_CHALLENGE/JUP_COUNTDOWN_CH_4_DESC,3125|6250,,3978|57664,,,,,,1718211600,1719414000,,,0,,,|1718816400,|1719414000
35758,jup_altered_strain_mastery,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_MASTERY,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_MASTERY_DESC,4,,61031,,,,38186|38187|38188|38189,,1719421200,1721833200,,,0,,,,
38186,jup_altered_strain_dgt,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_1,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_1_DESC,390|780|1560|3125|6250|12500,,3945|3962|8429|3948|3948|8599,,,,,,1719421200,1721833200,,,0,,|||||,,
38187,jup_altered_strain_rcg,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_2,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_2_DESC,780|1560|3125|6250|12500,,68789|63097|65039|68790|3946,,,,,,1719421200,1721833200,,,0,,,||1720026000|1720630800|1721235600,||1721833200|1721833200|1721833200
38188,jup_altered_strain_hgt,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_3,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_3_DESC,1200|2340|4675|9350,,68791|65055|65065|68792,,,,,,1720026000,1721833200,,,0,,,||1720630800|1721235600,||1721833200|1721833200
38189,jup_altered_strain_rsrf,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_4,a&JUP_CHALLENGE/JUP_ALTERED_STRAIN_CH_4_DESC,1560|3125|6250,,68793|26329|57663,,,,,,1720630800,1721833200,,,0,,,||1721235600,||1721833200
40662,jup_preorder_ch_mastery,a&,a&,3,,,,,,40573|40574|40575,,,,,,0,,,,
40573,jup_preorder_ch_0,a&JUP_CHALLENGE/JUP_PREORDER_CH_1,a&JUP_CHALLENGE/JUP_PREORDER_CH_1_DESC,1,,63454,,,,40665,,1717948800,1730908800,,,0,,,,
40665,jup_preorder_ch_0_purchase,a&JUP_CHALLENGE/JUP_PREORDER_CH_PURCHASE,a&JUP_CHALLENGE/JUP_PREORDER_CH_PURCHASE_DESC,1,,,,,,,,1717948800,1730908800,,,0,,,,
40574,jup_preorder_ch_1,a&JUP_CHALLENGE/JUP_PREORDER_CH_2,a&JUP_CHALLENGE/JUP_PREORDER_CH_2_DESC,1,,63452,,,,40670,,1717948800,1730908800,,,0,,,,
40670,jup_preorder_ch_1_xp,a&JUP_CHALLENGE/JUP_PREORDER_CH_2_XP,a&JUP_CHALLENGE/JUP_PREORDER_CH_2_XP_DESC,100000,,,,,,,,,,,,0,,,,
40575,jup_preorder_ch_2,a&JUP_CHALLENGE/JUP_PREORDER_CH_3,a&JUP_CHALLENGE/JUP_PREORDER_CH_3_DESC,1,,63453,,,,40672,,1717948800,1730908800,,,0,,,,
40672,jup_preorder_ch_2_xp,a&JUP_CHALLENGE/JUP_PREORDER_CH_3_XP,a&JUP_CHALLENGE/JUP_PREORDER_CH_3_XP_DESC,200000,,,,,,,,,,,,0,,,,
41266,jup_s4_bp_timelimited_base_1,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S4_BP_TIMELIMITED_BASE_1_DESC,10,,,,,1,,4500,,,,,0,,,,
41267,jup_s4_bp_timelimited_base_2,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S4_BP_TIMELIMITED_BASE_2_DESC,10,,,,,2,,4500,,,,,0,,,,
41268,jup_s4_bp_timelimited_base_3,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S4_BP_TIMELIMITED_BASE_3_DESC,5,,,,,1,,4500,,,,,0,,,,
41269,jup_s4_bp_timelimited_base_4,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S4_BP_TIMELIMITED_BASE_4_DESC,7,,,,,1,,4500,,,,,0,,,,
41270,jup_s4_bp_timelimited_gununlock,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE_HVT,a&JUP_CHALLENGE/JUP_S4_BP_TIMELIMITED_GUNUNLOCK_DESC,5,,,,,1,,4500,,,,,0,,,,
40949,jup_sweet_mastery,a&JUP_CHALLENGE/JUP_SWEET_MASTERY,a&JUP_CHALLENGE/JUP_SWEET_MASTERY_DESC,7,,71242,,,,40942|40943|40944|40945|40946|40947|40948,,1722445200,1723042800,,,0,,,,
40942,jup_sweet_1,a&JUP_CHALLENGE/JUP_SWEET_1,a&JUP_CHALLENGE/JUP_SWEET_1_TRACKER_DESC,1,,73969,,,,40950|40951|40952,,1722445200,1723042800,,,0,,,,
40950,jup_sweet_1_mp,a&JUP_CHALLENGE/JUP_SWEET_1,a&JUP_CHALLENGE/JUP_SWEET_1_DESC,10,,,,,,,,1722445200,1723042800,,,0,MP,,,
40951,jup_sweet_1_ob,a&JUP_CHALLENGE/JUP_SWEET_1,a&JUP_CHALLENGE/JUP_SWEET_OB_1_DESC,200,,,,,,,,1722445200,1723042800,,,0,OB,,,
40952,jup_sweet_1_br,a&JUP_CHALLENGE/JUP_SWEET_1,a&JUP_CHALLENGE/JUP_SWEET_BR_1_DESC,3,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_BR|LP_RES,,,
40943,jup_sweet_2,a&JUP_CHALLENGE/JUP_SWEET_2,a&JUP_CHALLENGE/JUP_SWEET_2_TRACKER_DESC,1,,74073,,,,40953|40954|40955,,1722445200,1723042800,,,0,,,,
40953,jup_sweet_2_mp,a&JUP_CHALLENGE/JUP_SWEET_2,a&JUP_CHALLENGE/JUP_SWEET_2_DESC,50,,,,,,,,1722445200,1723042800,,,0,MP,,,
40954,jup_sweet_2_ob,a&JUP_CHALLENGE/JUP_SWEET_2,a&JUP_CHALLENGE/JUP_SWEET_OB_2_DESC,200,,,,,,,,1722445200,1723042800,,,0,OB,,,
40955,jup_sweet_2_br,a&JUP_CHALLENGE/JUP_SWEET_2,a&JUP_CHALLENGE/JUP_SWEET_BR_2_DESC,3,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_BR|LP_RES,,,
40944,jup_sweet_3,a&JUP_CHALLENGE/JUP_SWEET_3,a&JUP_CHALLENGE/JUP_SWEET_3_TRACKER_DESC,1,,70941,,,,40956|40957|40958,,1722445200,1723042800,,,0,,,,
40956,jup_sweet_3_mp,a&JUP_CHALLENGE/JUP_SWEET_3,a&JUP_CHALLENGE/JUP_SWEET_3_DESC,20,,,,,,,,1722445200,1723042800,,,0,MP,,,
40957,jup_sweet_3_ob,a&JUP_CHALLENGE/JUP_SWEET_3,a&JUP_CHALLENGE/JUP_SWEET_OB_3_DESC,250,,,,,,,,1722445200,1723042800,,,0,OB,,,
40958,jup_sweet_3_br,a&JUP_CHALLENGE/JUP_SWEET_3,a&JUP_CHALLENGE/JUP_SWEET_BR_3_DESC,2,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_BR|LP_RES,,,
40945,jup_sweet_4,a&JUP_CHALLENGE/JUP_SWEET_4,a&JUP_CHALLENGE/JUP_SWEET_4_TRACKER_DESC,1,,8594,,,,40959|40960|40961,,1722445200,1723042800,,,0,,,,
40959,jup_sweet_4_mp,a&JUP_CHALLENGE/JUP_SWEET_4,a&JUP_CHALLENGE/JUP_SWEET_4_DESC,2,,,,,,,,1722445200,1723042800,,,0,MP,,,
40960,jup_sweet_4_ob,a&JUP_CHALLENGE/JUP_SWEET_4,a&JUP_CHALLENGE/JUP_SWEET_OB_4_DESC,20,,,,,,,,1722445200,1723042800,,,0,OB,,,
40961,jup_sweet_4_br,a&JUP_CHALLENGE/JUP_SWEET_4,a&JUP_CHALLENGE/JUP_SWEET_BR_4_DESC,2,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_RES|LP_BR,,,
40946,jup_sweet_5,a&JUP_CHALLENGE/JUP_SWEET_5,a&JUP_CHALLENGE/JUP_SWEET_5_TRACKER_DESC,1,,73849,,,,40962|40963|40964,,1722445200,1723042800,,,0,,,,
40962,jup_sweet_5_mp,a&JUP_CHALLENGE/JUP_SWEET_5,a&JUP_CHALLENGE/JUP_SWEET_5_DESC,5,,,,,,,,1722445200,1723042800,,,0,MP,,,
40963,jup_sweet_5_ob,a&JUP_CHALLENGE/JUP_SWEET_5,a&JUP_CHALLENGE/JUP_SWEET_OB_5_DESC,5,,,,,,,,1722445200,1723042800,,,0,OB,,,
40964,jup_sweet_5_br,a&JUP_CHALLENGE/JUP_SWEET_5,a&JUP_CHALLENGE/JUP_SWEET_BR_5_DESC,3,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_RES|LP_BR,,,
40947,jup_sweet_6,a&JUP_CHALLENGE/JUP_SWEET_6,a&JUP_CHALLENGE/JUP_SWEET_6_TRACKER_DESC,1,,73579,,,,40965|40966|40967,,1722445200,1723042800,,,0,,,,
40965,jup_sweet_6_mp,a&JUP_CHALLENGE/JUP_SWEET_6,a&JUP_CHALLENGE/JUP_SWEET_6_DESC,25,,,,,,,,1722445200,1723042800,,,0,MP,,,
40966,jup_sweet_6_ob,a&JUP_CHALLENGE/JUP_SWEET_6,a&JUP_CHALLENGE/JUP_SWEET_OB_6_DESC,400,,,,,,,,1722445200,1723042800,,,0,OB,,,
40967,jup_sweet_6_br,a&JUP_CHALLENGE/JUP_SWEET_6,a&JUP_CHALLENGE/JUP_SWEET_BR_6_DESC,5,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_RES|LP_BR,,,
40948,jup_sweet_7,a&JUP_CHALLENGE/JUP_SWEET_7,a&JUP_CHALLENGE/JUP_SWEET_7_TRACKER_DESC,1,,26329,,,,40968|40969|40970,,1722445200,1723042800,,,0,,,,
40968,jup_sweet_7_mp,a&JUP_CHALLENGE/JUP_SWEET_7,a&JUP_CHALLENGE/JUP_SWEET_7_DESC,20,,,,,,,,1722445200,1723042800,,,0,MP,,,
40969,jup_sweet_7_ob,a&JUP_CHALLENGE/JUP_SWEET_7,a&JUP_CHALLENGE/JUP_SWEET_OB_7_DESC,400,,,,,,,,1722445200,1723042800,,,0,OB,,,
40970,jup_sweet_7_br,a&JUP_CHALLENGE/JUP_SWEET_7,a&JUP_CHALLENGE/JUP_SWEET_BR_7_DESC,5,,,,,,,5000,1722445200,1723042800,,,0,BR|LP_RES|LP_BR,,,
40819,jup_battle_beasts_mastery,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_MASTERY,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_MASTERY_DESC,9,,71952,,,,40828|40829|40830|40831|40832|40833|40834|40835|40836,,1724259600,1724857200,,,0,,,,
40828,jup_battle_beasts_1,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_1,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_1_TRACKER_DESC,1,,81015,,,,40837|40887|40886,,1724259600,1724857200,,,0,,,,
40837,jup_battle_beasts_1_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_1,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_1_DESC,15,,,,,,,,1724259600,1724857200,,,0,MP,,,
40887,jup_battle_beasts_1_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_1,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_1_DESC,200,,,,,,,,1724259600,1724857200,,,0,OB,,,
40886,jup_battle_beasts_1_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_1,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_1_DESC,20,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40829,jup_battle_beasts_2,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_2,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_2_TRACKER_DESC,1,,26329,,,,40885|40884|40883,,1724259600,1724857200,,,0,,,,
40885,jup_battle_beasts_2_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_2,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_2_DESC,10,,,,,,,,1724259600,1724857200,,,0,MP,,,
40884,jup_battle_beasts_2_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_2,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_2_DESC,200,,,,,,,,1724259600,1724857200,,,0,OB,,,
40883,jup_battle_beasts_2_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_2,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_2_DESC,5,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40830,jup_battle_beasts_3,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_3,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_3_TRACKER_DESC,1,,70840,,,,40882|40881|40880,,1724259600,1724857200,,,0,,,,
40882,jup_battle_beasts_3_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_3,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_3_DESC,3,,,,,,,,1724259600,1724857200,,,0,MP,,,
40881,jup_battle_beasts_3_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_3,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_3_DESC,25,,,,,,,,1724259600,1724857200,,,0,OB,,,
40880,jup_battle_beasts_3_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_3,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_3_DESC,50,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40831,jup_battle_beasts_4,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_4,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_4_TRACKER_DESC,1,,81013,,,,40879|40878|40877,,1724259600,1724857200,,,0,,,,
40879,jup_battle_beasts_4_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_4,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_4_DESC,7,,,,,,,,1724259600,1724857200,,,0,MP,,,
40878,jup_battle_beasts_4_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_4,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_4_DESC,30,,,,,,,,1724259600,1724857200,,,0,OB,,,
40877,jup_battle_beasts_4_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_4,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_4_DESC,3,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40832,jup_battle_beasts_5,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_5,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_5_TRACKER_DESC,1,,26329,,,,40876|40874|40875,,1724259600,1724857200,,,0,,,,
40876,jup_battle_beasts_5_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_5,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_5_DESC,15,,,,,,,,1724259600,1724857200,,,0,MP,,,
40874,jup_battle_beasts_5_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_5,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_5_DESC,100,,,,,,,,1724259600,1724857200,,,0,OB,,,
40875,jup_battle_beasts_5_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_5,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_5_DESC,7,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40833,jup_battle_beasts_6,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_6,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_6_TRACKER_DESC,1,,81098,,,,40873|40872|40871,,1724259600,1724857200,,,0,,,,
40873,jup_battle_beasts_6_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_6,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_6_DESC,15,,,,,,,,1724259600,1724857200,,,0,MP,,,
40872,jup_battle_beasts_6_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_6,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_6_DESC,200,,,,,,,,1724259600,1724857200,,,0,OB,,,
40871,jup_battle_beasts_6_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_6,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_6_DESC,10,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40834,jup_battle_beasts_7,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_7,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_7_TRACKER_DESC,1,,79899,,,,40870|40869|40868,,1724259600,1724857200,,,0,,,,
40870,jup_battle_beasts_7_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_7,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_7_DESC,10,,,,,,,,1724259600,1724857200,,,0,MP,,,
40869,jup_battle_beasts_7_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_7,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_7_DESC,100,,,,,,,,1724259600,1724857200,,,0,OB,,,
40868,jup_battle_beasts_7_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_7,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_7_DESC,5,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40835,jup_battle_beasts_8,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_8,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_8_TRACKER_DESC,1,,79900,,,,40867|40865|40866,,1724259600,1724857200,,,0,,,,
40867,jup_battle_beasts_8_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_8,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_8_DESC,15,,,,,,,,1724259600,1724857200,,,0,MP,,,
40865,jup_battle_beasts_8_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_8,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_8_DESC,200,,,,,,,,1724259600,1724857200,,,0,OB,,,
40866,jup_battle_beasts_8_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_8,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_8_DESC,3,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
40836,jup_battle_beasts_9,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_9,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_9_TRACKER_DESC,1,,79901,,,,40864|40863|40862,,1724259600,1724857200,,,0,,,,
