string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string
228,body_mp_ranked_platinum_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_platinum_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
229,body_mp_ranked_iridescent_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_iridescent_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
230,body_mp_ranked_gold_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_gold_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
231,body_mp_ranked_diamond_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_diamond_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
232,body_mp_ranked_crimson_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_crimson_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
233,body_mp_ranked_5_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_5_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
234,body_mp_ranked_50_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
235,body_mp_blackcell_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_blackcell_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
236,body_mp_ronin_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ronin_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
237,body_mp_kleo_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_kleo_iw9_4_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
238,body_mp_hutch_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_hutch_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
239,body_mp_fender_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_fender_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
240,body_mp_conor_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_conor_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
241,body_mp_roze_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_3_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
242,body_mp_ramstein_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ramstein_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
243,body_mp_oni_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_oni_iw9_3_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
244,body_mp_gus_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gus_iw9_5_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
245,body_mp_infected_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_infected_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
246,body_mp_chili_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chili_iw9_4_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
247,body_mp_kleo_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_1_2,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
248,body_mp_kleo_iw9_1_3,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_1_3,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
249,body_mp_roze_iw9_1_4,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_1_4,m,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
250,body_mp_milsim_east_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_milsim_east_iw9_1_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
251,body_mp_milsim_east_iw9_1_3,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_milsim_east_iw9_1_3,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
252,body_mp_milsim_west_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_milsim_west_iw9_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
253,body_mp_milsim_west_iw9_1_3,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_milsim_west_iw9_1_3,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
254,body_mp_tarzan_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_tarzan_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
255,body_mp_reyes_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_reyes_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
256,body_mp_kleo_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_2_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
257,body_mp_gromsko_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gromsko_iw9_4_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
258,body_mp_horangi_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_horangi_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
259,body_mp_hutch_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_hutch_iw9_8_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
260,body_mp_reyes_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_reyes_iw9_5_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
261,body_mp_assassin_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_assassin_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
262,body_mp_kleo_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_6_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
263,body_mp_kleo_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_5_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
264,body_mp_calisto_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_calisto_iw9_4_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
265,body_mp_zero_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zero_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
266,body_mp_zero_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zero_iw9_5_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
267,body_mp_nova_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nova_iw9_3_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
268,body_mp_horangi_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_horangi_iw9_3_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
269,body_mp_chili_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chili_iw9_5_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
270,body_mp_gus_iw9_5_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gus_iw9_5_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
271,body_mp_zero_iw9_4_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zero_iw9_4_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
272,body_mp_shredder_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_shredder_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
273,body_mp_hutch_iw9_7_1_merge,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_hutch_iw9_7_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
274,body_mp_ghost_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
275,body_mp_conor_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_conor_iw9_8_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
276,body_mp_ghost_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_4_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
277,body_mp_horangi_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_horangi_iw9_5_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
278,body_mp_farah_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_farah_iw9_2_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
279,body_mp_hero_price_intercept,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_price_iw9_intercept,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
280,body_mp_hero_price_desert,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_price_iw9_desert,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
281,body_mp_koenig_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_koenig_iw9_6_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
282,body_mp_farah_iw9_convoy,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_farah_iw9_convoy,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
283,body_mp_soap_iw9_nightwar,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_soap_iw9_nightwar,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
284,body_mp_ghost_iw9_nightwar,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_nightwar,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
285,body_mp_valeria_iw9_sanjudas,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
286,body_mp_alejandro_iw9_base,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alejandro_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
289,body_mp_valeria_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_2_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
290,body_mp_zimo_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zimo_iw9_4_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
291,body_mp_soap_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_soap_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
292,body_mp_luna_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_luna_iw9_3_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
293,body_mp_koenig_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_koenig_iw9_7_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
294,body_mp_ghost_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
295,body_mp_ghost_iw9_3_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_3_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
296,body_mp_chuy_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chuy_iw9_8_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
297,body_mp_chuy_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_chuy_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
298,body_mp_aksel_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_5_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
299,body_mp_soap_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_soap_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
300,body_mp_damascus_armorer_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_damascus_armorer_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
301,body_mp_ghost_iw9_nightwar_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_nightwar_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
302,body_mp_valeria_iw9_2_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_2_2,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
303,body_mp_alejandro_iw9_2_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alejandro_iw9_2_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
304,body_mp_alejandro_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alejandro_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
305,body_mp_zeus_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zeus_iw9_3_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
306,body_mp_valeria_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_1_2,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
307,body_mp_stiletto_iw9_9_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_stiletto_iw9_9_2,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
308,body_mp_stiletto_iw9_9_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_stiletto_iw9_9_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
309,body_mp_stiletto_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_stiletto_iw9_7_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
310,body_mp_soap_iw9_nightwar_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_soap_iw9_nightwar_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
311,body_mp_roze_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_5_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
312,body_mp_roze_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_4_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
313,body_mp_reyes_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_reyes_iw9_7_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
314,body_mp_oni_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_oni_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
315,body_mp_nova_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nova_iw9_6_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
316,body_mp_koenig_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_koenig_iw9_8_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
317,body_mp_gus_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gus_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
