string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string
244,head_mp_cdl_female_iw9_faze_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,744,,0,0,full
309,head_mp_cdl_female_iw9_faze_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,809,,0,0,full
257,head_mp_cdl_female_iw9_faze_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,757,,0,0,full
297,head_mp_cdl_female_iw9_breach_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,797,,0,0,full
245,head_mp_cdl_female_iw9_breach_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,745,,0,0,full
310,head_mp_cdl_female_iw9_breach_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,810,,0,0,full
258,head_mp_cdl_female_iw9_breach_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,758,,0,0,full
155,head_mp_calisto_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,655,,0,0,full
184,head_mp_calisto_iw9_3_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,684,,0,0,full
151,head_mp_calisto_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,651,,0,0,full
180,head_mp_calisto_iw9_2_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,680,,0,0,full
71,head_mp_calisto_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,668,,0,0,fallback
3,head_mp_calisto_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,594,,0,0,full
27,head_mp_beta_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,625,,0,0,full
14,head_mp_beta_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
392,head_mp_aksel_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,891,,0,0,full
405,head_mp_aksel_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,904,,0,0,full
175,head_mp_aksel_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,675,,0,0,full
204,head_mp_aksel_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,704,,0,0,full
65,head_mp_aksel_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,662,,0,0,minimal
54,head_mp_aksel_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,651,,0,0,full
173,head_mp_akira_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,673,,0,0,full
202,head_mp_akira_iw9_2_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,702,,0,0,full
61,head_mp_akira_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,658,,0,0,minimal
50,head_mp_akira_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,647,,0,0,full
408,head_mp_kyle_iw9_convoy_hat_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,896,,0,0,full
409,head_mp_price_iw9_desert_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,896,,0,0,full
410,head_mp_farah_iw9_1_2_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,610,,0,0,full
411,head_mp_ronin_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,611,,0,0,full
412,head_mp_ronin_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
413,head_mp_ranked_top_250_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
414,head_mp_ranked_platinum_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
415,head_mp_ranked_iridescent_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
416,head_mp_ranked_gold_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
417,head_mp_ranked_diamond_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
418,head_mp_ranked_crimson_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
419,head_mp_ranked_5_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
420,head_mp_ranked_50_male_iw9,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
421,head_mp_ranked_top_250_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
422,head_mp_ranked_platinum_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
423,head_mp_ranked_iridescent_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
424,head_mp_ranked_gold_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
425,head_mp_ranked_diamond_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
426,head_mp_ranked_crimson_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
427,head_mp_ranked_5_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
428,head_mp_ranked_50_female_iw9,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,612,,0,0,full
429,head_mp_price_blackcell_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,678,,0,0,full
430,head_mp_price_blackcell_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,678,,0,0,full
431,head_mp_ronin_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,905,,0,0,full
432,head_mp_ronin_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
433,head_mp_kleo_iw9_4_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,907,,0,,full
434,head_mp_kleo_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,908,,0,,full
435,head_mp_hutch_iw9_6_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,911,,0,,full
436,head_mp_hutch_iw9_6_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,912,,0,,full
437,head_mp_fender_iw9_6_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,913,,0,,full
438,head_mp_fender_iw9_6_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,914,,0,,full
439,head_mp_conor_iw9_6_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,915,,0,,full
440,head_mp_conor_iw9_6_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,916,,0,,full
441,head_mp_roze_iw9_3_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,917,,0,,full
442,head_mp_roze_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,918,,0,,full
443,head_mp_ramstein_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,919,,0,,full
444,head_mp_ramstein_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,920,,0,,full
445,head_mp_oni_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
446,head_mp_gus_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
447,head_mp_infected_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
448,head_mp_chili_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
449,head_mp_kleo_iw9_1_2_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
450,head_mp_kleo_iw9_1_3_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
451,head_mp_milsim_east_iw9_1_2_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
452,head_mp_milsim_east_iw9_1_3_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
453,head_mp_milsim_west_iw9_1_2_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
454,head_mp_milsim_west_iw9_1_3_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
455,head_mp_tarzan_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
456,head_mp_reyes_iw9_6_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
457,head_mp_kleo_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
458,head_mp_gromsko_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
459,head_mp_horangi_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
460,head_mp_hutch_iw9_8_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
461,head_mp_reyes_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
462,head_mp_assassin_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
463,head_mp_kleo_iw9_6_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
464,head_mp_kleo_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
465,head_mp_calisto_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
466,head_mp_zero_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
467,head_mp_zero_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
468,head_mp_nova_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
469,head_mp_oni_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
470,head_mp_gus_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
471,head_mp_infected_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
472,head_mp_chili_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
473,head_mp_kleo_iw9_1_2,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
474,head_mp_kleo_iw9_1_3,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
475,head_mp_milsim_east_iw9_1_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
476,head_mp_milsim_east_iw9_1_3,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
477,head_mp_milsim_west_iw9_1_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
478,head_mp_milsim_west_iw9_1_3,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
479,head_mp_tarzan_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
480,head_mp_reyes_iw9_6_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
481,head_mp_kleo_iw9_2_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
482,head_mp_gromsko_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
483,head_mp_horangi_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
484,head_mp_hutch_iw9_8_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
485,head_mp_reyes_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
486,head_mp_assassin_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
487,head_mp_kleo_iw9_6_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
488,head_mp_kleo_iw9_5_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
489,head_mp_calisto_iw9_4_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
490,head_mp_zero_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
491,head_mp_zero_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
492,head_mp_nova_iw9_3_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
493,head_mp_roze_iw9_1_4,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
494,head_mp_roze_iw9_1_4_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
495,head_mp_horangi_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
496,head_mp_horangi_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
503,head_mp_chili_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
504,head_mp_chili_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
505,head_mp_gus_iw9_5_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
506,head_mp_gus_iw9_5_2_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
507,head_mp_zero_iw9_4_2,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
508,head_mp_zero_iw9_4_2_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
626,head_mp_milsim_shadow_company_iw9_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,879,,0,0,full
509,head_mp_shredder_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
510,head_mp_shredder_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
511,head_mp_hutch_iw9_7_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
512,head_mp_ghost_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
513,head_mp_conor_iw9_8_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
514,head_mp_ghost_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
515,head_mp_horangi_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
516,head_mp_price_iw9_highrise_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
517,head_mp_farah_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
518,head_mp_price_iw9_intercept_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
519,head_mp_koenig_iw9_6_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
520,head_mp_hutch_iw9_7_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,906,,0,,full
