string,string,string,string,string,string,string,string,string,string
jup_mp_golf,iw9_fe_op_select_conor_east_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_conor_east_idle_01,iw9_fe_op_select_conor_east_confirm_01,iw9_fe_op_select_conor_east_confirm_idle_01,iw9_fe_op_select_conor_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,jup_cp08_br_xmike5_mp+jup_xmike5_rec+jup_cp08_br_xmike5_bar+jup_cp08_br_xmike5_stock+jup_cp08_br_xmike5_mag_20_277f+jup_cp08_br_xmike5_pgrip+jup_ammo_277f,
jup_mp_whiskey,jup_fe_op_select_whiskey_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_whiskey_idle,jup_fe_op_select_whiskey_confirm,jup_fe_op_select_whiskey_confirm_idle,jup_fe_op_select_whiskey_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,jup_jp06_lm_pkilop_mp+jup_pkilop_rec+jup_jp06_lm_pkilop_bar+jup_jp06_lm_pkilop_stock_heavy+jup_jp06_lm_pkilop_belt_100_762n+jup_pkilop_ironsdefault,
jup_mp_cdl_male_away,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
jup_mp_cdl_female_home,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
jup_mp_zulu,iw9_fe_op_select_ghost_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_ghost_west_idle_01,iw9_fe_op_select_ghost_west_confirm_01,iw9_fe_op_select_ghost_west_confirm_idle_01,iw9_fe_op_select_ghost_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_scharlie_mp+iw9_rec_scharlie+bar_ar_p05+stock_ar_p05_scharlie+mag_ar_p05+pgrip_p05+ammo_556n,
jup_mp_juliet,iw9_fe_op_select_roze_east_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_roze_east_idle_01,iw9_fe_op_select_roze_east_confirm_01,iw9_fe_op_select_roze_east_confirm_idle_01,iw9_fe_op_select_roze_east_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,jup_jp16_sh_recho870_mp+jup_recho870_rec+jup_jp16_sh_recho870_bartube_hvylong+jup_jp16_sh_recho870_guard+jup_jp16_sh_recho870_stock,
jup_mp_quebec,iw9_fe_op_select_aksel_east_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_aksel_east_idle_01,iw9_fe_op_select_aksel_east_confirm_01,iw9_fe_op_select_aksel_east_confirm_idle_01,iw9_fe_op_select_aksel_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_schotel_mp+rec_schotel+bar_br_p05+stock_ar_p05_schotel+mag_br_p05+pgrip_p05+ammo_762n,
jup_mp_tango,jup_fe_op_select_tango_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_tango_idle,jup_fe_op_select_tango_confirm,jup_fe_op_select_tango_confirm_idle,jup_fe_op_select_tango_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,jup_jp17_sn_hsierra_mp+jup_hsierra_rec+jup_jp17_sn_hsierra_bar+jup_jp17_sn_hsierra_stock+jup_jp17_sn_hsierra_mag_5_50b+jup_hsierra_scope+jup_jp17_sn_hsierra_pgrip,
jup_mp_sierra,iw9_fe_op_select_nova_east_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_nova_east_idle_01,iw9_fe_op_select_nova_east_confirm_01,iw9_fe_op_select_nova_east_confirm_idle_01,iw9_fe_op_select_nova_east_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,iw9_sm_mpapa5_mp+rec_mpapa5_mp+bar_sm_p02+stock_sm_p02_mpapa5+mag_sm_p02+pgrip_sm_ass_p02+ammo_9p,
jup_mp_november,iw9_fe_op_select_kleo_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_kleo_west_idle_01,iw9_fe_op_select_kleo_west_confirm_01,iw9_fe_op_select_kleo_west_confirm_idle_01,iw9_fe_op_select_kleo_west_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,jup_cp01_sh_aromeo410_mp+jup_aromeo410_rec+jup_cp01_sh_aromeo410_bar+jup_cp01_sh_aromeo410_stock+jup_cp01_sh_aromeo410_mag_16_410g+jup_ammo_410g,
jup_mp_mike,jup_fe_op_select_mike_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_mike_idle,jup_fe_op_select_mike_confirm,jup_fe_op_select_mike_confirm_idle,jup_fe_op_select_mike_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,iw9_ar_mcharlie_mp+iw9_rec_mcharlie+bar_ar_p08+stock_ar_p08+mag_ar_p08+pgrip_ar_p08+ammo_556n,
jup_mp_hotel,iw9_fe_op_select_reyes_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_reyes_west_idle_01,iw9_fe_op_select_reyes_west_confirm_01,iw9_fe_op_select_reyes_west_confirm_idle_01,iw9_fe_op_select_reyes_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,jup_jp13_sn_svictor_mp+jup_svictor_rec+jup_ammo_338lp+jup_jp13_sn_svictor_bar+jup_jp13_sn_svictor_mag_10_338lmp+jup_jp13_sn_svictor_pgrip+jup_jp13_sn_svictor_stock_mm,
jup_mp_echo,jup_fe_op_select_echo_intro,jup_fe_op_select_echo_intro_xcam,jup_fe_op_select_echo_idle,jup_fe_op_select_echo_confirm,jup_fe_op_select_echo_confirm_idle,jup_fe_op_select_echo_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,jup_jp04_sm_lwhiskey_mp+jup_lwhiskey_rec+jup_jp04_sm_lwhiskey_bar+jup_jp04_sm_lwhiskey_stock_hvyskel+jup_jp04_sm_lwhiskey_mag_30_9mm+jup_jp04_sm_lwhiskey_pgrip+ammo_9p,
jup_mp_bravo,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,jup_jp02_dm_bromeop_mp+jup_bromeop_rec+jup_jp02_dm_bromeop_bar_precision+jup_jp02_dm_bromeop_stock_precision+jup_jp02_dm_bromeop_mag_10_762n+ammo_762n+jup_jp02_dm_bromeop_pgrip_aim,
jup_mp_shieldmaiden,iw9_fe_op_select_generic_female_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_female_west_idle_01,iw9_fe_op_select_generic_female_west_confirm_01,iw9_fe_op_select_generic_female_west_confirm_idle_01,iw9_fe_op_select_generic_female_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,jup_jp19_ar_acharlie_mp+jup_acharlie_rec+jup_jp19_ar_acharlie_bar+jup_jp19_ar_acharlie_stock_assault+jup_jp19_ar_acharlie_mag_30_556n+jup_jp19_ar_acharlie_pgrip+ammo_556n,
jup_mp_uniform,jup_fe_op_select_uniform_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_uniform_idle,jup_fe_op_select_uniform_confirm,jup_fe_op_select_uniform_confirm_idle,jup_fe_op_select_uniform_confirm_idle_out,iw9_fe_op_female_bundle_idle_01,jup_jp16_sh_recho870_mp+jup_recho870_rec+jup_jp16_sh_recho870_bartube_hvylong+jup_jp16_sh_recho870_guard+jup_jp16_sh_recho870_stock,
jup_mp_papa,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
jup_mp_alpha,iw9_fe_op_select_chili_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_chili_west_idle_01,iw9_fe_op_select_chili_west_confirm_01,iw9_fe_op_select_chili_west_confirm_idle_01,iw9_fe_op_select_chili_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+guard_p19+lever_p19,
jup_mp_maestro,iw9_fe_op_select_generic_female_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_female_west_idle_01,iw9_fe_op_select_generic_female_west_confirm_01,iw9_fe_op_select_generic_female_west_confirm_idle_01,iw9_fe_op_select_generic_female_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,jup_jp19_ar_acharlie_mp+jup_acharlie_rec+jup_jp19_ar_acharlie_bar+jup_jp19_ar_acharlie_stock_assault+jup_jp19_ar_acharlie_mag_30_556n+jup_jp19_ar_acharlie_pgrip+ammo_556n,
jup_mp_nolan,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,jup_jp19_ar_acharlie_mp+jup_acharlie_rec+jup_jp19_ar_acharlie_bar+jup_jp19_ar_acharlie_stock_assault+jup_jp19_ar_acharlie_mag_30_556n+jup_jp19_ar_acharlie_pgrip+ammo_556n,
jup_mp_gamma,jup_fe_op_select_gamma_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_gamma_idle,jup_fe_op_select_gamma_confirm,jup_fe_op_select_gamma_confirm_idle,jup_fe_op_select_gamma_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
jup_mp_ash,jup_fe_op_select_15_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_15_idle,jup_fe_op_select_15_confirm,jup_fe_op_select_15_confirm_idle,jup_fe_op_select_15_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,jup_jp19_ar_acharlie_mp+jup_acharlie_rec+jup_jp19_ar_acharlie_bar+jup_jp19_ar_acharlie_stock_assault+jup_jp19_ar_acharlie_mag_30_556n+jup_jp19_ar_acharlie_pgrip+ammo_556n,
jup_mp_beta,jup_fe_op_select_beta_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_beta_idle,jup_fe_op_select_beta_confirm,jup_fe_op_select_beta_confirm_idle,jup_fe_op_select_beta_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
jup_mp_makarov,jup_fe_op_select_03_intro,jup_fe_op_select_03_intro_xcam,jup_fe_op_select_03_idle,jup_fe_op_select_03_confirm,jup_fe_op_select_03_confirm_idle,jup_fe_op_select_03_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,iw9_ar_mcbravo_mp+rec_mcbravo+barsil_ar_p08+mag_ar_heavy_p08+selectsemi_mcbravo+ammo_blk+hybridrange01+lasercyl_ads04+stock_ar_tactical_p08_mcbravo,
