string,string,string,string,string,string,string,string,string,string,string,string,xhash32,xhash32,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,localized
item,brloot_weapon_sn_limax_unco,weapon,1,,11358,,,iw9_sn_limax,,grip_vert01,iw9_sn_limax_mp+rec_limax+bar_sn_heavy_p22+stock_sn_p22+mag_sn_p22+limax_snprscope+ammo_50b+grip_vert01,x32#hash_14c,x32#hash_c8012b74,hud_icon_weapon_sn_limax,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sn_limax,,&MP/BR_TYPE_SN
item,brloot_weapon_sn_limax_rare,weapon,2,,11358,,,iw9_sn_limax,,iw9_silencer02+grip_vert01,iw9_sn_limax_mp+rec_limax+bar_sn_heavy_p22+stock_sn_p22+mag_sn_p22+limax_snprscope+iw9_silencer02+ammo_50b+grip_vert01,x32#hash_14c,x32#hash_c8012b74,hud_icon_weapon_sn_limax,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sn_limax,,&MP/BR_TYPE_SN
item,brloot_weapon_la_rpapa7_comm,weapon,1,,11351,,,iw9_la_rpapa7,,,iw9_la_rpapa7_mp+dynamic_null_rpapa7+rec_rpapa7,x32#hash_14c,x32#hash_14c,hud_icon_weapon_la_rpapa7,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_la_rpapa7,,&MP/BR_TYPE_LA_LAUNCHER
item,brloot_weapon_la_gromeo_epic,weapon,1,,11344,,,iw9_la_gromeo,,,iw9_la_gromeo_mp+iw9_lnchrscope_gromeo+rec_gromeo,x32#hash_14c,x32#hash_14c,hud_icon_weapon_la_gromeo,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_la_gromeo,,&MP/BR_TYPE_LA_LAUNCHER
item,brloot_weapon_la_juliet_epic,weapon,1,,11337,,,iw9_la_juliet,,,iw9_la_juliet_mp+iw9_lnchrscope_juliet+rec_juliet,x32#hash_14c,x32#hash_14c,hud_icon_weapon_la_juliet,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_la_juliet,,&MP/BR_TYPE_LA_LAUNCHER
item,brloot_plunder_cash_common_1,plunder,1,10,8395,10,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_uncommon_1,plunder,1,50,8395,10,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_uncommon_2,plunder,1,80,8395,10,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_uncommon_3,plunder,1,120,8395,12,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_rare_1,plunder,2,200,8395,20,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_rare_2,plunder,2,350,8395,35,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_epic_1,plunder,3,500,8395,50,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_epic_2,plunder,3,800,8395,80,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_plunder_cash_legendary_1,plunder,4,1200,8395,120,,,,,,x32#hash_c7c1bc27,x32#hash_14c,ui_mp_br_loot_icon_plunder,,,,,cash,,,,,1,,,,,,,,,,ui_mp_br_loot_icon_plunder,,&MP/BR_PLUNDER_CASH
item,brloot_rock,noDrop,0,1,,,,equip_rock,,,,x32#hash_14c,x32#hash_c7bbcaa8,ui_mp_br_loot_icon_gulag_rock,,1,2,1,,,,,,,,,,,,,,,,ui_mp_br_loot_icon_gulag_rock,,&EQUIPMENT/ROCK
raritydef,0,168,174,174,255,vfx/iw8_br/gameplay/vfx_br_item_drop_white,,vfx/iw8_br/gameplay/vfx_br_item_take_white,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,#common,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
raritydef,1,123,168,79,255,vfx/iw8_br/gameplay/vfx_br_money_drop_green,,vfx/iw8_br/gameplay/vfx_br_money_take_green,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,#uncommon,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
raritydef,2,103,148,206,255,vfx/iw8_br/gameplay/vfx_br_money_drop_blue,,vfx/iw8_br/gameplay/vfx_br_money_take_blue,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,#rare,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
raritydef,3,193,105,242,255,vfx/iw8_br/gameplay/vfx_br_money_drop_purple,,vfx/iw8_br/gameplay/vfx_br_money_take_purple,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,#epic,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
raritydef,4,244,123,18,255,vfx/iw8_br/gameplay/vfx_br_item_drop_orange,,vfx/iw8_br/gameplay/vfx_br_item_take_gold,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,#legendary,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
raritydef,5,201,93,130,255,vfx/iw8_br/gameplay/vfx_br_item_drop_red,,vfx/iw8_br/gameplay/vfx_br_item_take_red,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,#CUSTOM - NOT USED IN LOOT,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
raritydef,6,237,203,86,255,vfx/iw8_br/gameplay/vfx_br_item_drop_gold,,vfx/iw8_br/gameplay/vfx_br_item_take_gold,vfx/iw8_br/gameplay/vfx_br_player_drop_white_rnr,,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,,,,,,,,,,,,,,,,,,,&
